TARGETID,RA,DEC,Z,SPECTYPE,EBV,EBV_ERR,MAD,SIXMICRON_LUM,L6_Z_MATCH_BIN,144_LUM,EDR?,JNAME,ra_x,dec_x,errHalfMaj,errHalfMin,errPosAng,W1mag,W2mag,W3mag,W4mag,Jmag,Hmag,Kmag,e_W1mag,e_W2mag,e_W3mag,e_W4mag,e_Jmag,e_Hmag,e_Kmag,cntr,cc_flags,ext_flg,var_flg,ph_qual,r_2mass,angDist,objID,RAJ2000,DEJ2000,errHalfMaj_x,errHalfMin_x,errPosAng_x,cell,sky,f_objID,Qual,e_RAJ2000,e_DEJ2000,Epoch,Ns,Nd,Ng,Nr,Ni,Nz,Ny,gPSFf,gmag,e_gmag,gmagStd,o_gmag,b_gmag_x,B_gmag_xa,gKmag,e_gKmag,gFlags,rPSFf,rmag,e_rmag,rmagStd,o_rmag,b_rmag_x,B_rmag_xa,rKmag,e_rKmag,rFlags,iPSFf,imag,e_imag,imagStd,o_imag,b_imag_x,B_imag_xa,iKmag,e_iKmag,iFlags,zPSFf,zmag,e_zmag,zmagStd,o_zmag,b_zmag_x,B_zmag_xa,zKmag,e_zKmag,zFlags,yPSFf,ymag,e_ymag,ymagStd,o_ymag,b_ymag_x,B_ymag_xa,yKmag,e_yKmag,yFlags,angDist_x,RAJ2000_x,DEJ2000_x,name,objid_x,phID,Cat,RAfdeg,DEfdeg,FUVexp,NUVexp,GLON,GLAT,tile,img,sv,r.fov,Obs,b,E(B-V),Sp?,chkf,FUVmag,e_FUVmag,NUVmag,e_NUVmag,FUV.a,e_FUV.a,NUV.a,e_NUV.a,FUV.4,e_FUV.4,NUV.4,e_NUV.4,FUV.6,e_FUV.6,NUV.6,e_NUV.6,Fafl,Nafl,Fexf,Nexf,Fflux,e_Fflux,Nflux,e_Nflux,FXpos,FYpos,NXpos,NYpos,Fima,Nima,Fr,Nr_x,nS/G,fS/G,nell,fell,nPA,e_nPA,fPA,e_fPA,Fnr,F3r,Nar,Narms,Nbrms,Far,Farms,Fbrms,w_NUV,w_FUV,Prob,Sep,Nerr,Ferr,Ierr,Nperr,Fperr,CV,G,N,primid,groupid,Gd,Nd_x,primidd,groupidd,grouptot,OName,Size,angDist_xa
39632956876131070,252.76917253515035,33.811608395952284,1.7926637134117327,QSO,-0.032043615711309203,0.0,1.5524273480338883E-4,45.89499599082037,,0.0,true,J165104.58+334842.0,252.7691,33.811686,0.46,0.415,80.0,16.743,15.611,11.479,9.123,,,,0.096,0.124,0.12,0.385,,,,2519133301241035877,0000,0,00nn,ABBC,,0.352376,148572527691974561,252.7691728431,33.81160821486,0.006,0.006,90.0,2062,41,436527248,52,0.00563857812,0.00563857812,55838.703015025,5,43,11,12,11,6,3,0.99891,20.6728,0.0101,0.0321,8,20.6303,20.728,20.7428,0.0462,115000,0.999292,20.8971,0.0351,0.1039,8,20.825,21.0896,20.9932,0.0904,115000,0.998641,20.3788,0.0351,0.1061,8,20.1949,20.4372,20.4391,0.0661,115000,0.998696,20.3387,0.0834,0.187,5,20.2634,20.6399,20.6542,0.0974,115000,0.998449,19.9606,0.2088,0.4598,3,19.7559,20.5777,19.7143,0.3018,115000,0.001128,252.769113,33.811875,GALEX J165104.5+334842,6371478726916443428,6371478726915391488,AIS,252.526638,33.671686,148.0,149.0,55.9419,38.644,50016,641,20,0.245576,true,1,0.0272,0,0,,,22.5888,0.4764,,,2.5088,0.4764,,,2.6614,0.6257,,,3.2887,2.0372,0,0,0,0,,,3.34557,1.46772,,,1454.32,2236.55,,5.694,,0.002,0.8686,0.0,0.353,,-39.37,-39.24,,,5.69379,1.3967,3.5,4.95E-4,3.2E-4,,,,109.6,125.6,,,1.58,,,0.58,,C,0,1,6371478726916443136,6371478726916443428,0,1,6371478726916443136,6371478726916443428,6371478726916443428,N,0.0,0.976491
39632956876131475,252.79278858109828,33.811877906274496,0.7207713151408397,QSO,0.24046873813337122,0.0,7.172260587310204E-5,44.28881029521733,,0.0,true,J165110.27+334842.9,252.79283,33.811921,0.281,0.261,87.0,15.895,14.979,12.352,9.31,,,,0.054,0.076,0.27,0.473,,,,2519133301241035625,0000,0,11nn,AABC,,0.199526,148572527928004873,252.79278533288,33.811873532,0.008,0.008,90.0,2062,41,436527104,52,0.00764415391,0.00764415391,55935.075670434,5,60,18,16,17,9,0,0.99956,21.3612,0.0384,0.197,13,21.1983,21.7,21.1752,0.0867,115000,0.999589,21.4735,0.0863,0.3159,13,20.9206,21.9131,21.1912,0.0929,115000,0.999383,20.8685,0.0626,0.2336,13,20.6504,21.2559,20.7864,0.0801,16892216,0.99909,20.5505,0.1255,0.2257,9,20.2742,20.9557,20.3197,0.0604,115000,,,,,0,,,,,114720,0.018503,252.792914,33.811911,GALEX J165110.2+334842,6371478726916443413,6371478726915391488,AIS,252.526638,33.671686,148.0,149.0,55.9462,38.6245,50016,641,20,0.262089,true,1,0.0278,0,0,,,20.9792,0.209,,,0.8992,0.209,,,1.0618,0.2067,,,0.8888,0.2635,0,0,0,0,,,14.7336,2.83529,,,1406.85,2236.75,,7.914,,0.003,0.9801,0.0,0.2731,,-82.09,-82.05,,,10.2501,3.4613,3.5,8.36E-4,6.08E-4,,,,109.6,129.0,,,0.8,,,0.31,,C,0,1,6371478726916443136,6371478726916443413,0,1,6371478726916443136,6371478726916443413,6371478726916443413,N,0.0,0.394567
39632956880322774,252.90759576289608,33.764351554195606,1.1654878845541694,QSO,0.014799336941748953,0.0,2.706224102404275E-5,44.64602302367672,,0.0,true,J165137.83+334551.8,252.907626,33.764413,0.352,0.33,90.0,16.181,15.518,12.716,9.378,,,,0.063,0.109,,,,,,2537133301241026420,0000,0,11nn,AAUU,,0.240234,148512529075857861,252.90759020004,33.76435234991,0.006,0.006,90.0,2062,41,436527232,52,0.00601184258,0.00601184258,55841.166951092,5,56,17,14,15,9,1,0.999402,21.0007,0.0302,0.1187,12,20.8217,21.199,21.1365,0.0465,115000,0.999788,20.7163,0.0369,0.127,11,20.6134,20.9546,20.7764,0.0699,115000,0.999069,20.7171,0.0198,0.1262,15,20.5397,21.0192,20.7294,0.0729,115000,0.999416,20.5121,0.0497,0.2742,8,20.3614,21.119,20.5137,0.0847,115000,0.999463,19.6406,0.2027,,1,19.6406,19.6406,,,115000,0.016893,252.907808,33.764656,GALEX J165137.8+334552,6371478726916443181,6371478726915391488,AIS,252.526638,33.671686,148.0,149.0,55.9071,38.5225,50016,641,20,0.330399,true,1,0.0255,0,0,,,21.8043,0.3472,,,1.7243,0.3472,,,1.5502,0.2823,,,1.607,0.4684,0,0,0,0,,,6.89089,2.20328,,,1177.33,2124.04,,6.621,,0.003,0.983,0.0,0.3001,,-31.61,-29.65,,,8.78904,25.4143,3.5,7.32E-4,5.12E-4,,,,110.4,122.8,,,0.98,,,0.38,,C,0,1,6371478726916443136,6371478726916443181,0,1,6371478726916443136,6371478726916443181,6371478726916443181,N,0.0,1.268006
39632956884520833,253.42571347977812,33.6423293424288,1.0198466886426147,QSO,0.04703343079054889,0.003865686630158459,1.8129433434697315E-5,45.153022314798875,2,5.805096380698942E23,true,J165342.17+333832.4,253.425722,33.642337,0.199,0.183,93.0,15.37,14.134,11.267,8.404,,,,0.044,0.048,0.12,0.226,,,,2537133301241027922,0000,0,01nn,AABB,,0.038066,148372534257351411,253.42571322147,33.64232862591,0.003,0.003,0.0,2063,49,436527256,52,0.0026957613,0.00269807154,55705.162396326,10,77,18,14,17,12,16,0.999759,19.8185,0.014,0.0634,16,19.7204,19.9643,19.905,0.0263,115000,0.999555,19.449,0.0207,0.0607,14,19.3797,19.5471,19.5009,0.0382,115000,0.999676,19.4463,0.0161,0.0683,15,19.3658,19.5835,19.5184,0.0192,115000,0.999575,19.477,0.0155,0.0791,10,19.4148,19.6184,19.4645,0.0339,115000,0.999051,19.3297,0.0425,0.1705,15,19.0476,19.6624,19.3399,0.0492,115000,0.002693,253.425546,33.642471,GALEX J165342.1+333832,6371478725844798702,6371478725841649664,AIS,253.632834,33.678181,233.0,336.05,55.8479,38.0772,50016,609,19,0.176191,true,3,0.0259,0,0,21.4139,0.2195,20.5721,0.1054,2.5939,0.2195,0.4921,0.1054,2.5692,0.2227,0.5769,0.0936,2.4953,0.269,0.4651,0.1145,0,4,0,0,9.87279,1.99546,21.4363,2.08113,2282.09,1850.86,2282.54,1851.24,4.403,11.979,0.002,0.005,0.9836,0.9815,0.2877,0.2766,9.82,10.74,2.84,2.78,6.29373,2.39123,3.5,0.00102,7.27E-4,3.5,6.55E-4,4.74E-4,261.9,212.8,0.54,1.02,0.59,1.06,0.9,0.2,0.18,C,0,1,6371478725844798464,6371478725844798702,0,1,6371478725844798464,6371478725844798702,6371478725844798702,N,0.0,0.715606
39632956897102969,254.28660446048377,33.74432314241605,1.430961747397074,QSO,-0.07959036900733646,0.0,2.6289993862659453E-5,45.69058497002849,,0.0,true,J165708.78+334439.6,254.286597,33.744352,0.182,0.166,84.0,15.396,13.874,10.83,8.448,,,,0.045,0.04,0.082,0.269,,,,2537133301241031282,0000,0,000n,AAAB,,0.107602,148492542866363828,254.28660153118,33.74432222759,0.002,0.002,90.0,2063,48,436527256,52,0.00169236357,0.00163561051,55792.896178038,5,75,14,14,18,16,13,0.999039,19.1758,0.0083,0.0419,12,19.0857,19.2129,19.2455,0.0108,115000,0.999062,18.9774,0.0225,0.0787,11,18.8222,19.0496,18.9656,0.0282,115000,0.999637,18.8812,0.0104,0.0458,17,18.792,18.9657,18.9668,0.0129,115000,0.999397,18.8973,0.0184,0.0708,15,18.8068,19.043,18.9887,0.034,115000,0.999301,18.965,0.0336,0.1223,10,18.8367,19.2064,19.0294,0.0469,115000,0.009367,254.286985,33.744224,GALEX J165708.8+334439,6371478725842702305,6371478725841649664,AIS,253.632834,33.678181,233.0,336.05,56.135,37.3898,50016,609,19,0.548145,true,1,0.0188,0,0,,,19.8478,0.0676,,,-0.2322,0.0676,,,-0.0256,0.0658,,,-0.2214,0.0688,0,3,0,0,,,41.7709,2.60172,,,562.93,2099.61,,5.149,,0.002,0.9786,0.0,0.2895,,65.59,67.39,,,14.659,16.8373,3.5,0.001209,8.58E-4,,,,281.7,188.8,,,0.56,,,0.17,,C,0,1,6371478725842702336,6371478725842702305,0,1,6371478725842702336,6371478725842702305,6371478725842702305,N,0.0,1.193529
39632960067995437,121.44274079283872,33.96395772734072,1.9609849591186619,QSO,-0.02688672394228131,0.0037391308218219007,4.845408790284343E-5,45.44836636787254,,0.0,true,J080546.27+335750.8,121.442833,33.964121,0.498,0.44,81.0,16.296,15.245,12.299,8.513,,,,0.093,0.118,0.379,,,,,1205133301241031567,0000,0,11nn,ABCU,,0.650199,148751214427417351,121.44274056206,33.96395831893,0.003,0.003,90.0,2035,48,436527256,52,0.00300294494,0.00299667625,56291.571246167,5,69,4,11,31,14,9,0.998328,19.7879,0.0249,0.061,4,19.6947,19.8351,19.9149,0.0262,115000,0.999517,19.6827,0.0203,0.1093,8,19.4948,19.8362,19.7905,0.0199,115000,0.999621,19.4982,0.009,0.058,28,19.434,19.6474,19.6097,0.0191,115000,0.999082,19.3434,0.0153,0.0876,13,19.2833,19.5105,19.5134,0.0348,115000,0.999681,19.3043,0.0731,0.239,8,18.945,19.5672,19.3527,0.0873,115000,0.002238,121.44298,33.964367,GALEX J080546.3+335751,6374047190373894605,6374047190372843520,AIS,121.136279,33.931144,111.0,220.0,187.3297,29.3396,50089,769,24,0.256583,true,1,0.0432,0,0,,,21.0106,0.1721,,,0.9306,0.1721,,,1.0502,0.1646,,,1.0222,0.2333,0,0,0,0,,,14.3145,2.26791,,,1310.32,1975.67,,6.479,,0.003,0.9828,0.0,0.0859,,54.41,46.14,,,10.695,3.51173,3.5,7.78E-4,7.11E-4,,,,164.6,96.7,,,0.71,,,0.29,,C,0,1,6374047190373894144,6374047190373894605,0,1,6374047190373894144,6374047190373894605,6374047190373894605,N,0.0,1.635629
39632960084772629,122.63486536750203,34.0273037749552,1.0967691773775758,QSO,0.013451540754845892,0.003416506144504646,2.8116202025941728E-5,45.25091941387937,2,6.992843869960702E23,true,J081032.35+340138.2,122.63483,34.027294,0.244,0.224,86.0,15.398,14.232,11.183,8.883,,,,0.052,0.059,0.136,,,,,1223133301241032116,0000,0,01nn,AABU,,0.110123,148831226348603365,122.63486540288,34.02730400714,0.004,0.004,90.0,2035,56,436527248,52,0.00444252839,0.00444252839,56224.312851213,5,76,12,13,32,14,5,0.999575,20.7722,0.0342,0.1126,8,20.638,21.004,20.7719,0.0606,115000,0.998846,20.2737,0.0359,0.1189,10,20.0698,20.4037,20.3644,0.0399,115000,0.999844,20.3776,0.0277,0.1431,27,20.0122,20.6499,20.3582,0.0436,115000,0.999698,19.9513,0.0396,0.2069,14,19.5223,20.2615,19.9692,0.0355,115000,0.998649,19.856,0.0484,0.1153,5,19.7495,20.0192,19.5263,0.138,115000,8.42E-4,122.635088,34.027599,GALEX J081032.4+340139,6374047189300153711,6374047189299101696,AIS,122.240377,33.808802,110.0,220.0,187.5409,30.3129,50089,737,23,0.393901,true,1,0.0539,0,0,,,21.386,0.2013,,,1.306,0.2013,,,1.3759,0.196,,,1.5108,0.3363,0,0,0,0,,,10.1302,1.87729,,,1120.33,2424.56,,5.919,,0.002,0.9812,0.0,0.1078,,69.97,71.97,,,4.00774,61.1898,3.5,6.47E-4,5.77E-4,,,,169.9,78.9,,,0.71,,,0.29,,C,0,1,6374047189300153344,6374047189300153711,0,1,6374047189300153344,6374047189300153711,6374047189300153711,N,0.0,1.254237
39632961888323966,252.08544418184357,34.00810018185793,1.4776393190226018,QSO,0.04372325437985225,0.0,3.681716874862936E-5,45.449967400995845,2,0.0,true,J164820.51+340029.0,252.085486,34.008079,0.106,0.098,89.0,15.712,14.19,11.378,8.654,,,,0.051,0.047,0.12,0.29,,,,2519133301241039219,0000,0,111n,AABB,,0.148097,148812520854130283,252.0854441121,34.00809939432,0.003,0.003,0.0,2062,52,436527256,52,0.0027108259,0.00272123338,55913.092116487,10,72,12,17,18,16,9,0.999496,20.0915,0.0304,0.1046,11,19.941,20.2285,20.1543,0.0388,115000,0.999586,19.6588,0.0211,0.1295,16,19.2999,19.8122,19.7622,0.0297,115000,0.999361,19.3255,0.0198,0.1095,15,19.1699,19.5881,19.3921,0.0266,115000,0.999489,19.2811,0.0202,0.079,14,19.1326,19.382,19.3583,0.0374,115000,0.999325,19.2402,0.0181,0.0542,8,19.1291,19.2982,19.4135,0.0944,115000,0.002843,252.085837,34.007855,GALEX J164820.6+340028,6371478726918541520,6371478726915391488,AIS,252.526638,33.671686,148.0,149.0,56.0715,39.2355,50016,641,20,0.49705,true,3,0.0217,0,0,22.1126,0.4333,21.8456,0.3076,3.2926,0.4333,1.7656,0.3076,3.2131,0.4415,1.9718,0.3551,3.365,0.6574,2.4157,0.8603,0,1,0,0,5.1874,2.06972,6.63386,1.87883,2815.21,2709.43,2814.8,2708.34,4.009,4.58,0.002,0.002,0.9664,0.7476,0.154,0.0167,19.06,11.68,24.22,23.92,8.15851,3.58062,3.5,6.18E-4,5.23E-4,4.48569,4.14E-4,4.07E-4,127.2,145.3,0.548,1.69,1.07,1.49,1.55,0.42,0.29,C,0,1,6371478726918541312,6371478726918541520,0,1,6371478726918541312,6371478726918541520,6371478726918541520,N,0.0,1.46716
39632961888325585,252.18043774950098,34.11906902143322,1.7921481867242441,QSO,-0.01409132396188062,0.0,2.8378590480740582E-5,46.29543324928721,,2.713233882217902E24,true,J164843.30+340708.6,252.180433,34.119056,0.103,0.098,86.0,14.412,13.073,9.773,7.473,,,,0.029,0.029,0.034,0.101,,,,2521134801241003736,0000,0,1111,AAAA,,0.048784,148942521804143485,252.18043601046,34.11906979264,0.001,0.001,90.0,2062,52,436527256,52,6.8356112E-4,6.722005E-4,55845.889418057,5,72,12,15,21,13,11,0.999705,17.5784,0.0038,0.0112,6,17.5587,17.5883,17.6536,0.0062,115000,0.99955,17.712,0.0083,0.0292,11,17.6652,17.7464,17.7861,0.017,115000,0.999253,17.4861,0.0076,0.0234,11,17.441,17.5167,17.5511,0.0092,115000,0.999783,17.4882,0.0153,0.0735,13,17.3461,17.5814,17.5619,0.0151,115000,0.999411,17.4623,0.0168,0.059,9,17.3514,17.533,17.5924,0.0266,115000,0.00588,252.180695,34.118952,GALEX J164843.3+340708,6371478726918542191,6371478726915391488,AIS,252.526638,33.671686,148.0,149.0,56.2291,39.1755,50016,641,20,0.531509,true,3,0.0223,0,0,21.5444,0.3347,19.5149,0.0849,2.7244,0.3347,-0.5651,0.0849,2.7375,0.3282,-0.4801,0.0837,2.6551,0.4274,-0.5842,0.0895,0,17,0,0,8.7545,2.69845,56.7585,4.43844,2625.57,2974.92,2625.15,2974.25,6.15,5.417,0.003,0.002,0.9833,0.9268,0.0197,0.2574,-84.62,65.43,-57.69,-57.81,10.586,2.7197,3.5,8.44E-4,8.27E-4,4.3806,5.94E-4,4.41E-4,124.0,140.2,0.636,1.1,0.52,1.41,1.17,0.12,0.26,C,0,1,6371478726918542336,6371478726918542191,0,1,6371478726918542336,6371478726918542191,6371478726918542191,N,0.0,0.874615
39632961892515955,252.2431727953765,34.01665185996137,2.142719305709697,QSO,-0.13513897831613814,0.00905101199704884,9.067443760745057E-5,46.416354512774234,,0.0,true,J164858.36+340059.9,252.243206,34.016642,0.132,0.125,83.0,14.875,13.662,10.223,8.308,16.839,16.533,15.313,0.034,0.035,0.047,0.19,0.164,0.283,0.155,2519133301241037284,0000,0,000n,AAAB,0.386,0.104246,148822522432040580,252.24320661709,34.01665625931,0.001,0.001,0.0,2062,52,512024576,61,7.4123656E-4,7.4170818E-4,56036.769213151,5,61,8,8,18,13,14,0.999203,17.7836,0.0094,0.0275,6,17.7374,17.8112,17.6701,0.0167,16892216,0.999585,17.7143,0.0038,0.0091,5,17.7017,17.7243,17.5666,0.0119,16892216,0.999527,17.6266,0.0045,0.0207,15,17.594,17.6617,17.5513,0.0112,16892216,0.999225,17.5026,0.0058,0.0217,9,17.4884,17.545,17.4007,0.0123,16892216,0.999111,17.5559,0.0114,0.0335,12,17.5231,17.6174,17.4502,0.0224,16892216,0.102157,252.243357,34.016669,GALEX J164858.4+340100,6371478726918541541,6371478726915391488,AIS,252.526638,33.671686,148.0,149.0,56.1096,39.108,50016,641,20,0.417576,true,3,0.0209,0,0,20.9523,0.2376,19.0786,0.0672,2.1323,0.2376,-1.0014,0.0672,2.1769,0.2476,-0.9074,0.0679,2.1083,0.2772,-1.0017,0.0705,0,0,0,0,15.1036,3.30506,84.8327,5.24948,2501.67,2728.56,2501.34,2728.36,5.637,4.016,0.002,0.002,0.9836,0.9796,0.1517,0.0842,-88.1,86.97,-19.42,-19.58,7.4384,2.09345,3.5,9.31E-4,7.89E-4,3.5,5.97E-4,5.47E-4,124.4,139.0,0.853,0.43,0.5,1.01,0.8,0.1,0.16,C,0,1,6371478726918541312,6371478726918541541,0,1,6371478726918541312,6371478726918541541,6371478726918541541,N,0.0,0.551792
39632961892516674,252.28265640832566,34.02246517410196,1.2425967984907373,QSO,-0.023686701406664457,0.004064349202702493,2.1431793415037916E-5,44.95648326024594,1,0.0,true,J164907.76+340119.9,252.282335,34.022221,0.54,0.489,83.0,16.83,15.759,12.035,9.044,,,,0.106,0.135,0.2,,,,,2519133301241037779,0000,0,nnnn,ABBU,,1.301239,148822522826707565,252.28265714545,34.02247018629,0.009,0.009,90.0,2062,52,436527232,52,0.00860137407,0.00860137407,56167.997175439,5,46,10,14,18,4,0,0.999242,21.371,0.0508,0.2674,9,21.2551,21.8783,21.3682,0.0983,115000,0.999093,21.0128,0.029,0.1234,14,20.8897,21.2672,21.0486,0.0718,115000,0.999262,20.9058,0.0234,0.1308,12,20.8557,21.1515,20.7901,0.0753,115000,0.998979,20.8085,0.0728,0.1622,3,20.6332,20.9566,20.6914,0.145,115000,,,,,0,,,,,114720,0.018177,252.282464,34.022743,GALEX J164907.7+340121,6371478726916444448,6371478726915391488,AIS,252.526638,33.671686,148.0,149.0,56.124,39.077,50016,641,20,0.40542,true,1,0.0213,0,0,,,22.3371,0.4054,,,2.2571,0.4054,,,2.4565,0.5019,,,2.9021,1.3559,0,0,0,0,,,4.2184,1.57472,,,2423.5,2742.73,,6.455,,0.003,0.9764,0.0,0.3457,,-43.35,-41.31,,,6.4547,1.71439,3.5,5.57E-4,3.65E-4,,,,122.8,138.4,,,1.26,,,0.49,,C,0,1,6371478726916444160,6371478726916444448,0,1,6371478726916444160,6371478726916444448,6371478726916444448,N,0.0,1.1543
39632961892518008,252.35437413597094,34.04513363273791,0.9568646829698889,QSO,0.037684482571338385,0.005839385825255751,1.3767627245409837E-5,44.522204960149566,,0.0,true,J164925.08+340242.5,252.35453,34.04515,0.614,0.552,82.0,17.189,15.717,12.5,9.511,,,,0.135,0.122,0.301,,,,,2519133301241037863,0000,0,n0nn,BBBU,,0.468956,148852523543774718,252.35437548512,34.04513532322,0.007,0.007,90.0,2062,52,436527248,52,0.00680329301,0.00680329301,55841.4588935,5,50,9,11,16,13,1,0.999127,20.78,0.0326,0.2359,8,20.6908,21.3468,20.9402,0.0561,115000,0.998462,20.7552,0.0201,0.0674,7,20.6338,20.8388,20.8842,0.0809,115000,0.999259,20.7362,0.0305,0.1125,12,20.5268,20.9291,20.774,0.0525,115000,0.999255,20.4505,0.0297,0.1206,13,20.3152,20.7205,20.359,0.1286,115000,0.999008,20.2639,0.1595,,1,20.2639,20.2639,,,115000,0.007296,252.354806,34.045285,GALEX J164925.1+340243,6371478726918541683,6371478726915391488,AIS,252.526638,33.671686,148.0,149.0,56.1651,39.0214,50016,641,20,0.399921,true,3,0.021,0,0,21.8009,0.3655,21.4691,0.2765,2.9809,0.3655,1.3891,0.2765,3.0729,0.4151,1.5847,0.2806,3.4066,0.6706,1.2598,0.3301,0,0,0,0,6.91267,2.32619,9.38362,2.38913,2279.65,2796.14,2279.51,2796.53,6.58,7.508,0.003,0.003,0.976,0.9845,0.1578,0.2407,-29.13,-42.23,-12.46,-12.56,5.00646,1.93004,3.5,7.58E-4,6.39E-4,3.5,5.27E-4,4.0E-4,120.2,136.4,0.919,0.58,1.05,1.26,1.43,0.41,0.22,C,0,1,6371478726918541312,6371478726918541683,0,1,6371478726918541312,6371478726918541683,6371478726918541683,N,0.0,1.399358
39632961892520218,252.49004345690145,33.96112764627275,1.7658982586871363,QSO,-0.01938427531923148,0.0,2.3491095441957573E-5,45.65737675999715,,0.0,true,J164957.52+335739.0,252.489672,33.960838,0.187,0.176,88.0,15.469,14.159,11.21,9.323,,,,0.043,0.044,0.1,0.488,,,,2519133301241037676,0000,0,000n,AAAC,,1.522312,148752524900263899,252.49004273369,33.9611281389,0.002,0.002,0.0,2062,42,436527256,52,0.00206353565,0.00208994461,56141.212071525,10,68,8,10,13,19,18,0.999759,18.942,0.0199,0.0541,7,18.8703,19.0064,19.0332,0.0162,115000,0.998908,18.9271,0.0149,0.0566,9,18.8862,19.0274,19.0223,0.0159,115000,0.999707,18.7443,0.0164,0.0608,11,18.6532,18.8477,18.8825,0.0208,115000,0.999614,18.7159,0.0174,0.0746,19,18.6083,18.8545,18.8578,0.0321,115000,0.999191,18.6858,0.0267,0.1178,17,18.5255,18.9341,18.7936,0.0665,115000,0.002794,252.49005,33.960827,GALEX J164957.6+335738,6371478726916444137,6371478726915391488,AIS,252.526638,33.671686,148.0,149.0,56.0813,38.8971,50016,641,20,0.290734,true,1,0.0227,0,0,,,20.8073,0.1971,,,0.7273,0.1971,,,0.898,0.1884,,,0.8935,0.2771,0,256,0,0,,,17.2616,3.13343,,,2010.64,2593.53,,9.165,,0.004,0.983,0.0,0.2894,,-26.02,-23.85,,,11.1129,4.32955,3.5,9.17E-4,6.51E-4,,,,109.5,138.5,,,0.77,,,0.3,,C,0,1,6371478726916444160,6371478726916444137,0,1,6371478726916444160,6371478726916444137,6371478726916444137,N,0.0,1.08349
39632961900904730,252.85498399818405,33.95679366402064,1.8008707009376155,QSO,-0.04486814189444621,0.0,2.7813565874553466E-5,45.941239324645,,0.0,true,J165125.17+335724.9,252.854913,33.956934,0.175,0.159,87.0,15.403,13.968,10.955,8.836,,,,0.045,0.039,0.078,0.35,,,,2519133301241035455,0000,0,111n,AAAB,,0.549669,148742528549618768,252.85498332179,33.95679320003,0.001,0.001,0.0,2062,41,436527256,52,0.00145640489,0.00148378251,55913.750243543,5,67,10,14,15,13,15,0.999665,18.7525,0.0494,0.1471,10,18.6096,18.9663,18.7964,0.0432,115000,0.9997,18.7431,0.0196,0.0744,12,18.6413,18.8561,18.8283,0.0155,115000,0.999157,18.4969,0.016,0.0687,14,18.3805,18.5772,18.6085,0.0138,115000,0.99977,18.4766,0.0186,0.0671,11,18.3854,18.6056,18.5412,0.0183,115000,0.999628,18.5062,0.0251,0.0677,12,18.4409,18.6623,18.4907,0.0497,115000,0.002621,252.855096,33.956916,GALEX J165125.2+335724,6371478726918541276,6371478726915391488,AIS,252.526638,33.671686,148.0,149.0,56.1401,38.5978,50016,641,20,0.394752,true,3,0.025,0,0,21.8797,0.4012,20.2279,0.133,3.0597,0.4012,0.1479,0.133,3.1329,0.4292,0.2398,0.1273,3.3399,0.7096,0.1779,0.1579,0,0,0,0,6.42884,2.37487,29.4341,3.60506,1283.92,2585.52,1283.94,2585.12,4.968,3.181,0.002,0.001,0.9834,0.9535,0.1414,0.1797,-39.71,-28.42,-71.07,-70.94,9.86601,1.33634,3.5,8.38E-4,7.2E-4,3.5,4.86E-4,3.98E-4,111.8,120.8,0.847,0.64,0.59,1.32,1.1,0.19,0.23,C,0,1,6371478726918541312,6371478726918541276,0,1,6371478726918541312,6371478726918541276,6371478726918541276,N,0.0,0.553265
39632961900908582,253.05153405602653,33.926228306122596,1.8635727472393329,QSO,-0.04193158209386777,0.0,3.528129360931341E-5,45.25946303871308,,0.0,true,J165212.35+335534.9,253.051483,33.926365,0.443,0.405,90.0,16.482,15.493,12.997,8.79,,,,0.082,0.113,0.492,,,,,2537133301241041685,0000,0,10nn,ABCU,,0.515735,148712530515012088,253.05153611453,33.92622884486,0.003,0.003,0.0,2062,40,436527256,52,0.00270946938,0.00271052474,55874.812970697,5,72,17,16,17,14,8,0.999838,19.7947,0.0075,0.0302,10,19.7314,19.8397,19.9012,0.0249,115000,0.999215,19.7741,0.0274,0.1102,14,19.6006,19.9604,19.824,0.0323,115000,0.998937,19.4503,0.0229,0.1195,15,19.3393,19.6763,19.5535,0.0306,115000,0.99968,19.4965,0.0399,0.142,14,19.3457,19.7355,19.6361,0.0478,115000,0.998555,19.4958,0.1314,0.2299,5,19.1125,19.707,19.5667,0.077,115000,0.006448,253.051948,33.926395,GALEX J165212.4+335535,6371478725842703637,6371478725841649664,AIS,253.632834,33.678181,233.0,336.05,56.1365,38.4317,50016,609,19,0.542773,true,1,0.0229,0,0,,,22.2345,0.3066,,,2.1545,0.3066,,,2.382,0.2914,,,2.3573,0.4964,0,0,0,0,,,4.6365,1.30903,,,3025.35,2535.33,,9.837,,0.004,0.9688,0.0,0.4578,,-35.58,-37.25,,,10.3057,9.9952,3.5,9.73E-4,5.28E-4,,,,286.8,190.8,,,1.48,,,0.6,,C,1,2,6371478725842703360,6371478725842703637+6371478726916443987,1,2,6371478725842703360,6371478725842703637+6371478726916443987,6371478725842703637+6371478726916443987,N,0.0,1.374737
