TARGETID,RA,DEC,Z,SPECTYPE,EBV,EBV_ERR,MAD,SIXMICRON_LUM,EDR?,JNAME,ra_x,dec_x,errHalfMaj,errHalfMin,errPosAng,W1mag,W2mag,W3mag,W4mag,Jmag,Hmag,Kmag,e_W1mag,e_W2mag,e_W3mag,e_W4mag,e_Jmag,e_Hmag,e_Kmag,cntr,cc_flags,ext_flg,var_flg,ph_qual,r_2mass,angDist,objID,RAJ2000,DEJ2000,errHalfMaj_x,errHalfMin_x,errPosAng_x,cell,sky,f_objID,Qual,e_RAJ2000,e_DEJ2000,Epoch,Ns,Nd,Ng,Nr,Ni,Nz,Ny,gPSFf,gmag,e_gmag,gmagStd,o_gmag,b_gmag_x,B_gmag_xa,gKmag,e_gKmag,gFlags,rPSFf,rmag,e_rmag,rmagStd,o_rmag,b_rmag_x,B_rmag_xa,rKmag,e_rKmag,rFlags,iPSFf,imag,e_imag,imagStd,o_imag,b_imag_x,B_imag_xa,iKmag,e_iKmag,iFlags,zPSFf,zmag,e_zmag,zmagStd,o_zmag,b_zmag_x,B_zmag_xa,zKmag,e_zKmag,zFlags,yPSFf,ymag,e_ymag,ymagStd,o_ymag,b_ymag_x,B_ymag_xa,yKmag,e_yKmag,yFlags,angDist_x,RAJ2000_x,DEJ2000_x,name,objid_x,phID,Cat,RAfdeg,DEfdeg,FUVexp,NUVexp,GLON,GLAT,tile,img,sv,r.fov,Obs,b,E(B-V),Sp?,chkf,FUVmag,e_FUVmag,NUVmag,e_NUVmag,FUV.a,e_FUV.a,NUV.a,e_NUV.a,FUV.4,e_FUV.4,NUV.4,e_NUV.4,FUV.6,e_FUV.6,NUV.6,e_NUV.6,Fafl,Nafl,Fexf,Nexf,Fflux,e_Fflux,Nflux,e_Nflux,FXpos,FYpos,NXpos,NYpos,Fima,Nima,Fr,Nr_x,nS/G,fS/G,nell,fell,nPA,e_nPA,fPA,e_fPA,Fnr,F3r,Nar,Narms,Nbrms,Far,Farms,Fbrms,w_NUV,w_FUV,Prob,Sep,Nerr,Ferr,Ierr,Nperr,Fperr,CV,G,N,primid,groupid,Gd,Nd_x,primidd,groupidd,grouptot,OName,Size,angDist_xa
39628357993760615,249.86469880934425,24.145719424624172,1.1408,QSO,0.07226604729893427,0.006352190204193137,2.9323433838130527E-5,44.76580312146375,true,J163927.47+240844.7,249.864494,24.145773,0.434,0.394,85.0,16.463,15.273,12.459,8.993,,,,0.086,0.099,0.35,0.421,,,,2493124201241019291,0000,0,01nn,AABC,,0.699172,136972498646245446,249.86469112439,24.14572610979,0.01,0.01,90.0,1905,5,436527248,52,0.01032344314,0.01032344314,55789.948576216,4,37,10,15,12,0,0,0.999286,21.4997,0.0557,0.23,10,21.2929,21.8963,21.5289,0.0712,115000,0.999573,21.0864,0.1089,0.316,10,20.7404,21.5696,21.1744,0.1163,115000,0.999504,21.0939,0.0376,0.1659,12,20.956,21.3703,20.9937,0.0887,115000,,,,,0,,,,,114720,,,,,0,,,,,16416,0.669199,249.864655,24.145565,GALEX J163927.5+240844,6375489751777021190,6375489751775969280,AIS,249.412917,24.057278,96.0,301.0,43.1147,38.9597,50130,833,26,0.421702,true,1,0.0621,0,0,,,21.6339,0.2449,,,1.5539,0.2449,,,2.2425,0.262,,,1.8891,0.3258,0,0,0,0,,,8.06225,1.81821,,,954.43,2126.34,,4.898,,0.002,0.978,0.0,0.3567,,36.97,36.54,,,0.0,6.15466,6.30647,7.35E-4,4.73E-4,,,,246.9,86.3,,,0.98,,,0.43,,C,0,1,6375489751777020928,6375489751777021190,0,1,6375489751777020928,6375489751777021190,6375489751777021190,N,0.0,0.917749
39628379145637914,196.26523931296205,25.143506162145663,0.6887,QSO,0.6907264471767534,0.0,1.7274972020818454E-5,44.65645983637573,true,J130503.63+250836.7,196.265153,25.143538,0.164,0.154,94.0,14.956,13.916,11.689,8.359,,,,0.035,0.042,0.264,,,,,1966125701241004643,d000,0,11nn,AABU,,0.302021,138171962652702754,196.26523740404,25.14350510729,0.003,0.003,90.0,1893,27,436527232,52,0.00344057551,0.00342480828,56082.082246474,5,52,6,10,13,14,9,0.999426,21.6243,0.0458,0.1039,5,21.4688,21.7594,21.6462,0.0914,115000,0.999263,20.3625,0.0312,0.125,9,20.3231,20.5844,20.4505,0.052,115000,0.99936,19.6291,0.0215,0.0592,13,19.5631,19.7509,19.6623,0.0238,115000,0.999029,19.1822,0.0211,0.1308,13,19.0691,19.5413,19.235,0.0329,115000,0.999102,19.0845,0.0192,0.0849,9,19.0374,19.2871,19.0857,0.0494,115000,0.299469,196.265122,25.143203,GALEX J130503.6+250835,6378621150155509306,6378621150154457088,AIS,196.044917,25.051277,177.05,287.1,0.6987,86.3549,50219,513,16,0.219584,true,1,0.0153,0,0,,,22.5807,0.454,,,2.5007,0.454,,,2.9851,0.4954,,,2.6968,0.7144,0,0,0,0,,,3.37082,1.40914,,,1437.45,2133.81,,4.903,,0.002,0.8469,0.0,0.2972,,-53.35,-53.78,,,0.0,145.035,5.85406,5.49E-4,3.86E-4,,,,225.6,157.5,,,1.57,,,0.61,,C,0,1,6378621150155509760,6378621150155509306,0,1,6378621150155509760,6378621150155509306,6378621150155509306,N,0.0,1.210839
39628422309218104,179.53700751289395,27.207404027688522,1.1506,QSO,0.08223972250492206,0.0,2.5021249236478437E-5,45.27195825182579,true,J115808.89+271226.6,179.537052,27.207414,0.208,0.189,70.0,15.424,14.072,11.244,8.243,,,,0.048,0.047,0.129,0.223,,,,1791127201241017371,0000,0,00nn,AABB,,0.148241,140641795370379447,179.53700637417,27.20740242565,0.002,0.002,90.0,1889,86,436527256,52,0.00205240483,0.00205027425,56065.887243278,20,65,8,14,18,11,14,0.999603,19.6397,0.0261,0.1035,7,19.5942,19.8308,19.7213,0.018,115000,0.999364,19.249,0.0164,0.0528,13,19.16,19.3498,19.3149,0.0229,115000,0.999324,19.2622,0.0147,0.0567,17,19.1584,19.3408,19.3461,0.025,115000,0.99962,19.4429,0.0256,0.0714,11,19.2997,19.5309,19.5608,0.0298,115000,0.999513,19.3354,0.0462,0.1723,12,19.0812,19.746,19.2137,0.1005,115000,0.151906,179.537243,27.207526,GALEX J115808.9+271227,6374856468514999953,6374856468511850496,AIS,180.002145,26.878503,110.0,110.0,209.4981,78.153,50112,1889,59,0.528877,true,3,0.0212,0,0,21.8928,0.5065,20.9846,0.237,3.0728,0.5065,0.9046,0.237,3.0802,0.51,1.0312,0.2364,3.1085,0.6653,1.3158,0.4168,0,0,0,0,6.3516,2.96253,14.661,3.19961,2909.01,2711.88,2908.23,2710.46,5.002,9.639,0.002,0.004,0.9828,0.9823,0.0881,0.1819,-65.37,-85.0,-0.78,-1.0,10.2025,4.12625,3.5,7.43E-4,6.78E-4,4.62429,3.88E-4,3.17E-4,88.6,74.3,0.0841,2.58,0.79,1.24,1.16,0.3,0.2,C,0,1,6374856468515000320,6374856468514999953,0,1,6374856468515000320,6374856468514999953,6374856468514999953,N,0.0,0.732286
39628465162420776,194.61947405719494,29.2057917877137,1.2561,QSO,-0.016756255233701167,0.004975985146103777,2.9931893687868837E-5,45.37891355864604,true,J125828.70+291220.7,194.619585,29.205764,0.227,0.208,74.0,15.643,14.191,11.255,8.543,,,,0.052,0.049,0.126,0.324,,,,1954128701241023453,0000,0,210n,AABB,,0.361306,143041946195147525,194.61947216919,29.20579179781,0.003,0.003,90.0,1973,37,1510269080,180,0.00264642039,0.00255481478,56174.380834461,10,82,17,19,20,16,10,0.999853,20.2424,0.0473,0.1447,14,19.9959,20.46,20.2906,0.0418,115000,0.999364,19.8167,0.0129,0.0665,11,19.7272,19.9038,19.7674,0.0427,115000,0.999411,19.9287,0.035,0.1373,13,19.7681,20.2956,19.9131,0.0438,115000,0.999053,19.8337,0.0913,0.2621,13,19.4746,20.3053,19.6695,0.0567,115000,0.998844,19.5346,0.0622,0.2254,10,19.2823,19.9665,19.5303,0.1374,115000,0.368405,194.619568,29.205852,GALEX J125828.6+291221,6374891681878118197,6374891681874968576,AIS,194.93345,28.909919,136.0,136.0,86.5872,87.4069,50113,2753,86,0.403555,true,3,0.0109,0,0,21.0249,0.3078,20.3804,0.1414,2.2049,0.3078,0.3004,0.1414,2.3681,0.3202,0.3512,0.1332,2.2659,0.3364,0.342,0.1686,0,0,0,0,14.1262,4.00343,25.5758,3.32964,2580.66,2626.13,2579.93,2625.97,10.786,4.685,0.004,0.002,0.9835,0.9774,0.1006,0.277,-42.78,-66.52,-28.71,-28.81,10.7799,3.66583,3.5,7.91E-4,7.11E-4,3.5,8.82E-4,6.38E-4,114.4,98.5,0.376,1.45,0.58,1.27,1.06,0.17,0.21,C,0,1,6374891681878118400,6374891681878118197,0,1,6374891681878118400,6374891681878118197,6374891681878118197,N,0.0,0.321925
39628481759283375,250.96912936847593,30.053564101208366,1.386,QSO,0.1512254543927134,0.014536098979412854,4.319821148857542E-5,44.946579052241724,true,J164352.58+300312.9,250.969093,30.053607,0.864,0.765,83.0,17.463,15.977,12.704,9.373,,,,0.181,0.171,0.395,,,,,2504130201241014852,0000,0,nnnn,BBCU,,0.191554,144062509691474917,250.96912507652,30.05358039368,0.011,0.011,90.0,1985,54,436527232,52,0.01057486968,0.01057486968,55707.576289783,5,36,9,13,11,3,0,0.999204,21.7142,0.0915,0.2751,9,21.364,22.1877,21.9065,0.0891,115000,0.99898,21.3024,0.049,0.1267,13,21.1267,21.5287,21.3552,0.1176,115000,0.999314,21.2693,0.0587,0.1944,11,21.0073,21.6209,21.1734,0.1092,115000,0.99808,20.4388,0.0416,0.0611,2,20.4088,20.4921,19.6164,0.1994,16892216,,,,,0,,,,,114720,0.138436,250.969455,30.053952,GALEX J164352.6+300314,6371478755907473750,6371478755906420736,AIS,251.50027,29.766692,95.0,191.0,50.821,39.4438,50016,1505,47,0.542422,true,1,0.0272,0,0,,,22.3419,0.3939,,,2.2619,0.3939,,,2.545,0.4538,,,2.2576,0.6115,0,1,0,0,,,4.19982,1.52337,,,2994.79,2647.11,,8.691,,0.004,0.9777,0.0,0.5504,,57.86,56.65,,,0.0,164.483,3.5,9.02E-4,4.06E-4,,,,161.8,58.7,,,1.8,,,0.69,,C,0,1,6371478755907473408,6371478755907473750,0,1,6371478755907473408,6371478755907473750,6371478755907473750,N,0.0,1.67824
39628512595806756,226.42274553621866,31.49855279283787,1.1391,QSO,0.11578321257479463,0.0,4.792002790797999E-5,44.539967364521104,true,J150541.47+312954.5,226.422824,31.498489,0.44,0.392,74.0,17.063,15.808,13.165,9.194,,,,0.085,0.102,0.391,,,,,2258131801241015208,0000,0,01nn,AACU,,0.3317,145792264229138873,226.42275715691,31.49856473502,0.015,0.015,90.0,1980,88,436527232,52,0.0152385525,0.0152385525,56023.639899032,8,23,8,6,8,1,0,0.999592,21.7919,0.1013,0.3731,8,21.2756,22.2823,21.5511,0.1381,115000,0.99931,21.2204,0.0487,0.2155,6,21.0662,21.6615,21.2799,0.0779,115000,0.999696,21.2024,0.0449,0.2134,8,21.1053,21.6295,21.158,0.1209,115000,0.999696,21.0011,0.1954,,1,21.0011,21.0011,,,115000,,,,,0,,,,,16416,0.341224,226.422536,31.498417,GALEX J150541.4+312954,6379254487106721520,6379254487105667072,AIS,226.726441,31.071758,186.0,342.0,49.5868,60.5254,50237,1057,33,0.499489,true,1,0.018,0,0,,,21.914,0.2,,,1.834,0.2,,,1.7044,0.1547,,,1.7216,0.255,0,1,0,0,,,6.22865,1.147,,,2551.01,2934.34,,4.886,,0.002,0.9801,0.0,0.0482,,-83.73,-81.77,,,9.4131,21.181,3.5,6.71E-4,6.39E-4,,,,283.9,148.8,,,0.69,,,0.29,,C,0,1,6379254487106721792,6379254487106721520,0,1,6379254487106721792,6379254487106721520,6379254487106721520,N,0.0,0.920551
39628527561083170,194.5707544042593,32.19818842275671,0.8971,QSO,,,,45.52957870448536,true,J125816.98+321153.4,194.570767,32.198181,0.09,0.089,71.0,14.012,12.602,9.743,7.362,,,,0.028,0.024,0.036,0.103,,,,1941131801241028862,0000,0,0000,AAAA,,0.046862,146631945708358432,194.57075777052,32.19818578209,0.008,0.008,90.0,2050,4,436527232,52,0.00779318582,0.00779318582,56327.525689962,5,62,9,19,19,9,6,0.999196,21.7531,0.0967,0.2547,8,21.3905,22.1726,21.923,0.2531,115000,0.99964,21.4198,0.0357,0.1698,19,21.0546,21.5932,21.3535,0.0747,115000,0.999385,20.7631,0.0283,0.1515,19,20.361,20.9478,20.6804,0.059,115000,0.999669,20.4458,0.032,0.0818,8,20.3351,20.5598,20.2923,0.1174,115000,0.998854,19.5192,0.0442,0.1635,6,19.3471,19.7922,19.592,0.098,115000,0.032968,194.571013,32.198349,GALEX J125817.0+321154,6374891635705123220,6374891635704070144,AIS,194.692901,31.839426,105.0,211.3,107.0001,84.7165,50113,1377,43,0.373505,true,1,0.0135,0,0,,,22.5889,0.3771,,,2.5089,0.3771,,,2.6857,0.4566,,,2.5424,0.7143,0,0,0,0,,,3.34528,1.1615,,,2187.29,2772.46,,6.851,,0.003,0.9661,0.0,0.3059,,73.27,77.71,,,0.174508,18.8179,3.5,5.74E-4,3.98E-4,,,,185.6,109.0,,,1.15,,,0.46,,C,0,1,6374891635705122816,6374891635705123220,0,1,6374891635705122816,6374891635705123220,6374891635705123220,N,0.0,0.963657
39632946298093759,217.92433244263515,33.1678273899817,1.2061,QSO,-0.022780497822521006,0.0,2.808776649681855E-5,45.07836312934186,true,J143141.83+331004.3,217.924302,33.167888,0.174,0.166,87.0,15.537,14.384,11.881,8.9,,,,0.039,0.044,0.145,0.271,,,,2177133301241021941,0000,0,00nn,AABB,,0.235709,147802179242801926,217.92433373618,33.16782762338,0.003,0.003,90.0,2055,24,436527256,52,0.00321463279,0.00309048108,56021.724980974,5,63,8,12,19,15,9,0.999707,19.7644,0.0395,0.0913,6,19.7215,19.8884,19.9106,0.0577,115000,0.999209,19.4931,0.0293,0.1566,12,19.3534,19.7341,19.5872,0.0223,115000,0.999676,19.5723,0.0194,0.0954,15,19.4326,19.7318,19.6384,0.0301,115000,0.999481,19.6007,0.0239,0.1212,13,19.512,19.9087,19.6663,0.044,115000,0.998852,19.4675,0.0171,0.0656,8,19.394,19.602,19.3493,0.0339,115000,0.237465,217.924774,33.167774,GALEX J143141.9+331003,6379289705840643927,6379289705837494272,AIS,218.115222,32.918402,182.0,182.0,54.637,67.5616,50238,2081,65,0.296096,true,3,0.0065,0,0,20.6993,0.2091,19.6735,0.0837,1.8793,0.2091,-0.4065,0.0837,2.0863,0.2367,-0.2859,0.0838,1.9325,0.2419,-0.3835,0.0913,0,0,0,0,19.0665,3.67157,49.0472,3.77842,2304.16,2513.21,2303.5,2513.47,3.122,4.563,0.001,0.002,0.9835,0.9835,0.1111,0.1176,-54.08,-67.49,84.09,83.98,11.9671,3.61258,3.5,8.82E-4,7.84E-4,3.5,7.47E-4,6.59E-4,144.2,157.7,0.482,0.97,0.53,1.0,0.82,0.12,0.15,C,0,1,6379289705840644096,6379289705840643927,0,1,6379289705840644096,6379289705840643927,6379289705840643927,N,0.0,1.480196
39632946306484302,218.6666629497102,33.27078940043371,1.4014,QSO,-0.11039698926495167,0.01799860418930457,3.740243879742216E-5,45.207447020314774,true,J143439.98+331614.9,218.666597,33.270814,0.199,0.185,75.0,15.793,14.586,11.891,9.51,,,,0.044,0.047,0.141,0.446,,,,2177133301241018306,0000,0,11nn,AABC,,0.216925,147922186666525547,218.66664960316,33.27079076667,0.004,0.004,90.0,2055,33,436527256,52,0.00390210267,0.00388295435,56169.332078369,5,67,14,16,21,12,4,0.999334,20.5846,0.0219,0.0912,12,20.4234,20.7134,20.505,0.0295,115000,0.999661,20.2133,0.036,0.1035,13,20.1034,20.4189,20.1222,0.0817,115000,0.998969,20.0091,0.0612,0.2272,21,19.7077,20.3257,19.9025,0.0669,115000,0.998986,20.1079,0.0289,0.1251,11,19.8634,20.2731,20.0733,0.0352,115000,0.998065,20.0329,0.0761,0.1987,4,19.7301,20.1607,19.7885,0.1847,115000,0.179065,218.666859,33.271025,GALEX J143440.0+331615,6379254455968206346,6379254455967154176,AIS,219.164903,33.10562,183.0,183.0,54.6566,66.9323,50237,129,4,0.448421,true,1,0.01,0,0,,,20.9753,0.167,,,0.8953,0.167,,,0.903,0.1491,,,1.0222,0.2273,0,0,0,0,,,14.7871,2.27384,,,2928.71,2305.81,,6.296,,0.003,0.9831,0.0,0.0813,,-58.66,-76.52,,,3.16687,25.2855,3.5,7.54E-4,6.92E-4,,,,156.7,144.0,,,0.62,,,0.22,,C,0,1,6379254455968206848,6379254455968206346,0,1,6379254455968206848,6379254455968206346,6379254455968206346,N,0.0,1.093509
39632950614036020,165.63419546402753,33.46376247086249,1.3168,QSO,-0.004132271311657165,0.0,3.992738060927058E-5,45.37344884251968,true,J110232.16+332749.8,165.634,33.463854,0.159,0.15,88.0,14.905,13.727,11.309,8.919,,,,0.037,0.039,0.137,0.426,,,,1655133301241018111,0000,0,01nn,AABC,,0.672313,148151656341697164,165.63419452408,33.46376308462,0.002,0.002,0.0,2044,35,436527256,52,0.00210411466,0.00211947863,56263.239076612,5,68,11,18,12,15,12,0.999733,19.5053,0.0255,0.1971,11,18.954,19.6017,19.5764,0.039,115000,0.99927,19.24,0.0118,0.0631,11,19.1185,19.2678,19.2694,0.0204,115000,0.999669,19.3661,0.0191,0.0649,10,19.2563,19.4458,19.3759,0.025,115000,0.999194,19.4206,0.0232,0.1228,12,19.269,19.7582,19.3589,0.0509,16892216,0.999191,19.5114,0.038,0.1169,11,19.3516,19.7379,19.274,0.133,115000,0.669638,165.634193,33.463735,GALEX J110232.2+332749,6374082426287686179,6374082426284539904,AIS,165.754125,33.823437,103.0,103.0,191.1524,65.733,50090,2305,72,0.373301,true,3,0.0214,0,0,20.9131,0.308,20.4731,0.1805,2.0931,0.308,0.3931,0.1805,2.2232,0.3473,0.3381,0.1615,2.2439,0.3901,0.327,0.2109,0,0,0,0,15.6591,4.44158,23.4825,3.90185,2188.85,1070.1,2187.5,1069.87,4.156,6.593,0.002,0.003,0.983,0.9993,0.2229,0.1744,-45.26,-45.46,84.28,84.21,5.77703,3.31369,3.5,7.71E-4,5.99E-4,3.5,6.3E-4,5.2E-4,78.6,80.5,0.135,1.72,0.59,1.0,0.86,0.18,0.15,C,0,1,6374082426287686656,6374082426287686179,0,1,6374082426287686656,6374082426287686179,6374082426287686179,N,0.0,0.718987
39632951352234268,218.26820626377935,33.43437300054448,1.2762,QSO,-0.02415754322702035,0.011723705781212491,1.968743150467031E-5,44.98335469331162,true,J143304.36+332603.6,218.268204,33.434359,0.218,0.199,70.0,16.078,14.627,12.215,9.352,,,,0.051,0.047,0.184,0.376,,,,2177133301241020212,0000,0,01nn,AABC,,0.052308,148122182681771862,218.2682030359,33.4343694393,0.003,0.003,90.0,2055,34,436527256,52,0.00348110859,0.00345658302,56088.058948432,5,54,10,11,18,8,7,0.999561,19.7504,0.0112,0.1329,6,19.7568,20.0105,19.7542,0.0491,115000,0.999238,19.5074,0.0232,0.0681,10,19.4219,19.6189,19.6185,0.0584,115000,0.999731,19.5676,0.0253,0.0995,16,19.4515,19.7658,19.6102,0.0346,115000,0.997979,19.7733,0.0571,0.0997,7,19.6373,19.9078,19.7839,0.1352,115000,0.999173,19.9174,0.0351,0.1236,6,19.7152,20.0489,20.1793,0.1035,115000,0.037693,218.268161,33.434591,GALEX J143304.3+332604,6379289705840644977,6379289705837494272,AIS,218.115222,32.918402,182.0,182.0,55.2042,67.2359,50238,2081,65,0.531824,true,3,0.0091,0,0,21.0649,0.259,19.9716,0.1004,2.2449,0.259,-0.1084,0.1004,2.3007,0.2594,0.1024,0.1025,2.3488,0.3109,-0.108,0.1075,0,0,0,0,13.6158,3.24694,37.2706,3.44425,1613.88,3153.08,1614.57,3153.74,8.836,7.28,0.004,0.003,0.9042,0.9746,0.2924,0.0679,-26.68,-26.25,-52.77,-52.7,10.5048,2.73472,3.5,0.00105,7.43E-4,3.5,6.37E-4,5.94E-4,145.6,144.4,0.244,1.46,0.57,0.99,0.85,0.17,0.15,C,1,2,6379289705840645120,6379289705840644977+6379289703693156602,1,2,6379289705840645120,6379289705840644977+6379289703693156602,6379289705840644977+6379289703693156602,N,0.0,0.845167
39633140846693362,236.59948606786222,43.49825582919946,0.2086,GALAXY,,,,42.6456957665424,true,J154623.71+432952.9,236.5988,43.498029,0.179,0.165,78.0,15.612,15.137,10.917,9.261,,,,0.038,0.064,0.056,0.33,,,,2372143901241011548,0000,0,000n,AAAB,,1.968122,160192365989728368,236.59884041075,43.49805946885,0.003,0.003,90.0,2202,87,444915712,53,0.0030463796,0.0030463796,55939.359708606,5,67,11,16,16,14,10,0.999706,20.4265,0.0431,0.1156,8,20.36,20.6166,19.3767,0.0312,16892216,0.999404,20.1441,0.0378,0.1466,12,19.9045,20.3434,18.8141,0.0192,16892216,0.999588,19.3736,0.0194,0.0559,9,19.3267,19.5066,18.5652,0.0292,16892216,0.999704,19.4724,0.0387,0.1526,13,19.3021,19.737,18.5757,0.0259,16892216,0.999134,19.4589,0.0662,0.2482,8,19.1218,19.7915,18.4081,0.1213,16892216,0.15221,236.598772,43.497573,GALEX J154623.7+432951,6374962030219101578,6374962030218051584,AIS,236.265422,43.666787,95.0,95.0,69.6166,51.2885,50115,2145,67,0.294861,true,1,0.018,0,0,,,20.8922,0.2465,,,0.8122,0.2465,,,0.9146,0.2311,,,0.7213,0.2847,0,0,0,0,,,15.9627,3.62289,,,1325.08,1504.83,,8.357,,0.003,0.9832,0.0,0.4589,,-55.78,-55.47,,,10.6194,4.67239,3.5,0.001004,5.44E-4,,,,76.8,73.9,,,0.82,,,0.31,,C,0,1,6374962030219101184,6374962030219101578,0,1,6374962030219101184,6374962030219101578,6374962030219101578,N,0.0,1.642391
39633158315970500,240.4550838535268,44.47637267032901,1.2387,QSO,0.016433610140856203,0.0036949305046121562,2.3582903840106714E-5,44.93258659373134,true,J160149.23+442834.9,240.455161,44.476373,0.234,0.213,76.0,16.381,14.973,12.162,9.165,,,,0.053,0.052,0.149,,,,,2413143901241047034,0000,0,11nn,AABU,,0.197803,161372404551122281,240.4550857606,44.47637694031,0.003,0.003,0.0,2268,17,436527256,52,0.00327746117,0.00329257676,56113.818906975,5,59,10,11,18,13,7,0.999444,19.9041,0.0369,0.0833,8,19.7634,19.995,20.0215,0.0203,115000,0.999143,19.5795,0.0169,0.0766,9,19.4469,19.6334,19.6701,0.0222,115000,0.999668,19.5454,0.0184,0.1103,15,19.4274,19.8485,19.7141,0.0257,115000,0.999005,19.717,0.04,0.1312,12,19.5632,20.0106,19.8604,0.0345,115000,0.998462,19.8778,0.0456,0.1479,7,19.6591,19.9924,20.0554,0.1058,115000,0.19379,240.455049,44.47635,GALEX J160149.2+442834,6374962026999977612,6374962026996826112,AIS,240.339036,44.183279,106.05,418.1,70.4208,48.3928,50115,2049,64,0.304594,true,3,0.0152,0,0,20.8918,0.3088,20.5144,0.0883,2.0718,0.3088,0.4344,0.0883,2.0471,0.3018,0.4914,0.082,2.0726,0.3601,0.4554,0.1032,0,0,0,0,15.9691,4.54059,22.6065,1.83733,1712.15,2659.64,1711.66,2659.67,4.253,3.793,0.002,0.002,0.9838,0.9932,0.1187,0.1649,57.06,62.5,16.22,16.29,7.82012,1.82576,3.5,8.16E-4,7.19E-4,3.5,5.83E-4,4.87E-4,343.8,84.1,0.764,0.55,0.53,0.92,0.79,0.14,0.13,C,0,1,6374962026999977984,6374962026999977612,0,1,6374962026999977984,6374962026999977612,6374962026999977612,N,0.0,0.299624
39633162619324602,239.82711978608705,44.87297213069845,0.7358,QSO,,,,45.506189463606454,true,J155918.50+445222.7,239.827101,44.872991,0.037,0.036,104.0,13.998,12.518,9.303,6.706,,,,0.025,0.022,0.023,0.045,,,,2407145401241008014,0000,0,0011,AAAA,,0.082696,161842398270708285,239.82709544324,44.87297239125,0.003,0.003,0.0,2268,28,436527104,52,0.00327068107,0.00329363087,55940.127553541,5,61,10,15,17,13,6,0.998714,20.8505,0.024,0.1715,10,20.3925,21.004,20.783,0.0711,16892216,0.999855,20.2744,0.0171,0.1091,14,20.0853,20.5362,20.23,0.0279,115000,0.999224,20.117,0.0224,0.0712,15,19.9944,20.2084,20.0472,0.0365,16892216,0.999323,18.791,0.012,0.0585,12,18.6871,18.8899,18.7684,0.0134,115000,0.998328,19.8798,0.0564,0.132,6,19.6375,19.9417,19.8016,0.2449,115000,0.068475,239.826851,44.873124,GALEX J155918.4+445223,6374962016260459099,6374962016259407872,AIS,239.435008,44.970997,95.0,293.05,71.116,48.7742,50115,1729,54,0.294208,true,1,0.019,0,0,,,21.0667,0.1462,,,0.9867,0.1462,,,1.3137,0.1524,,,0.973,0.1642,0,0,0,2,,,13.5933,1.82973,,,1204.25,1731.93,,11.896,,0.005,0.9576,0.0,0.3491,,-18.99,-18.86,,,11.896,17.4219,3.5,0.001025,6.67E-4,,,,240.0,82.1,,,0.73,,,0.31,,C,0,1,6374962016260459520,6374962016260459099,0,1,6374962016260459520,6374962016260459099,6374962016260459099,N,0.0,0.796755
39633311974294275,244.04732891767924,54.2669948487502,1.3355,QSO,-0.07590998108015001,0.005035097939819197,2.819145877426898E-5,45.0161968298816,true,J161611.36+541601.1,244.047338,54.266982,0.216,0.198,63.0,16.718,15.158,12.202,10.122,,,,0.051,0.046,0.115,0.521,,,,2451154501241010528,0000,0,01nn,AABC,,0.051566,173122440473541107,244.04732989237,54.26699090137,0.004,0.004,90.0,2386,52,436527256,52,0.00431557109,0.00394315286,55702.955102783,5,68,12,13,26,13,4,0.999706,19.8899,0.0289,0.1222,11,19.7703,20.1634,19.9754,0.0369,115000,0.999721,19.6641,0.0184,0.0649,12,19.538,19.7442,19.747,0.0229,115000,0.999286,19.7899,0.0478,0.2482,23,19.4688,20.4261,19.8495,0.0398,115000,0.999455,19.8041,0.0433,0.2023,11,19.3015,19.9878,19.8152,0.0869,115000,0.998314,19.8498,0.0644,0.1307,4,19.6896,19.9788,19.821,0.1739,115000,0.036297,244.047461,54.267023,GALEX J161611.3+541601,6371021400946250672,6371021400945197056,AIS,243.430316,54.068277,103.0,315.05,83.6096,44.0999,50003,2753,86,0.412342,true,1,0.0102,0,0,,,21.6767,0.1626,,,1.5967,0.1626,,,1.5628,0.1459,,,1.6691,0.2442,0,4,0,0,,,7.75043,1.16061,,,1067.51,2393.41,,5.722,,0.002,0.9823,0.0,0.1577,,-69.52,-69.67,,,0.0,6.71866,3.5,6.71E-4,5.65E-4,,,,272.2,96.5,,,0.64,,,0.25,,C,0,1,6371021400946250752,6371021400946250672,0,1,6371021400946250752,6371021400946250672,6371021400946250672,N,0.0,0.297418
