wave,obj,sky,noise,s2n
3150.0,1.25588,0.0,12.6032,0.097287223
3160.0,1.25588,0.0,12.6032,0.097287226
3170.0,1.25588,25.697,12.6032,0.090307236
3180.0,1.25588,36.6663,12.6032,0.087753252
3190.0,1.25588,32.695,12.6032,0.088652674
3200.0,1.25588,38.711,12.6032,0.087300708
3210.0,1.29097,41.674,12.6032,0.089070979
3220.0,1.32704,58.0292,12.6032,0.088052978
3230.0,1.27033,52.3421,12.6032,0.085421614
3240.0,1.23983,25.3584,12.6032,0.089238203
3250.0,1.23806,18.6498,12.6032,0.090768744
3260.0,1.26021,42.1477,12.6032,0.086852677
3270.0,1.30404,28.7805,12.6032,0.092990312
3280.0,1.35495,51.7557,12.6032,0.091220321
3290.0,1.42321,25.323,12.6032,0.10239845
3300.0,1.49709,49.6826,12.6032,0.10125342
3310.0,1.58152,31.9893,12.6032,0.11175357
3320.0,1.66307,41.8238,12.6032,0.11460024
3330.0,1.7333,29.3166,12.6032,0.12329068
3340.0,1.81905,26.981,12.6032,0.13016503
3350.0,1.89594,48.3528,12.6032,0.12851931
3360.0,1.97341,26.1453,12.6032,0.14147012
3370.0,2.05998,54.2688,12.6032,0.13765308
3380.0,2.12016,48.1167,12.6032,0.14372549
3390.0,2.18405,47.8425,12.6032,0.1481319
3400.0,2.24375,48.3006,12.6032,0.15199373
3410.0,2.30847,31.0235,12.6032,0.1632347
3420.0,2.36602,45.9685,12.6032,0.1611308
3430.0,2.42071,48.7346,12.6032,0.16374504
3440.0,2.46179,43.5132,12.6032,0.16861793
3450.0,2.52719,29.2662,12.6032,0.17942502
3460.0,2.5561,55.1173,12.6032,0.17028165
3470.0,2.61592,39.2815,12.6032,0.18098925
3480.0,2.65852,57.5981,12.6032,0.17605815
3490.0,2.70987,58.3209,12.6032,0.17914339
3500.0,2.7523,31.261,12.6032,0.19428317
3510.0,2.81239,49.932,12.6032,0.18953043
3520.0,2.86492,40.431,12.6032,0.19753443
3530.0,2.92132,40.4638,12.6032,0.20137979
