wave,obj,sky,noise,s2n
3150.0,0.885011,0.0,12.6032,0.068633981
3160.0,0.885011,0.0,12.6032,0.068633983
3170.0,0.885011,25.697,12.6032,0.063699927
3180.0,0.885011,36.6663,12.6032,0.06189511
3190.0,0.885011,32.695,12.6032,0.062530669
3200.0,0.885011,38.711,12.6032,0.061575342
3210.0,0.909738,41.674,12.6032,0.062824672
3220.0,0.935157,58.0292,12.6032,0.062103861
3230.0,0.895192,52.3421,12.6032,0.060247079
3240.0,0.8737,25.3584,12.6032,0.062945205
3250.0,0.872454,18.6498,12.6032,0.064026985
3260.0,0.888057,42.1477,12.6032,0.061258585
3270.0,0.91895,28.7805,12.6032,0.065593818
3280.0,0.954824,51.7557,12.6032,0.064340634
3290.0,1.00293,25.323,12.6032,0.072238032
3300.0,1.05499,49.6826,12.6032,0.071424771
3310.0,1.11449,31.9893,12.6032,0.078843872
3320.0,1.17195,41.8238,12.6032,0.080852243
3330.0,1.22144,29.3166,12.6032,0.086994726
3340.0,1.28187,26.981,12.6032,0.091852712
3350.0,1.33606,48.3528,12.6032,0.090683305
3360.0,1.39065,26.1453,12.6032,0.099842539
3370.0,1.45165,54.2688,12.6032,0.097135088
3380.0,1.49406,48.1167,12.6032,0.10142828
3390.0,1.53908,47.8425,12.6032,0.10454262
3400.0,1.58116,48.3006,12.6032,0.10727203
3410.0,1.62676,31.0235,12.6032,0.1152268
3420.0,1.66732,45.9685,12.6032,0.11373207
3430.0,1.70586,48.7346,12.6032,0.11557906
3440.0,1.7348,43.5132,12.6032,0.11902692
3450.0,1.78089,29.2662,12.6032,0.12667794
3460.0,1.80127,55.1173,12.6032,0.12019767
3470.0,1.84342,39.2815,12.6032,0.12777822
3480.0,1.87344,57.5981,12.6032,0.12428097
3490.0,1.90962,58.3209,12.6032,0.12646231
3500.0,1.93953,31.261,12.6032,0.13718795
3510.0,1.98187,49.932,12.6032,0.13381325
3520.0,2.01889,40.431,12.6032,0.13948179
3530.0,2.05863,40.4638,12.6032,0.14220258
3540.0,2.0967,45.1688,12.6032,0.14315623
3550.0,2.13535,59.774,12.6032,0.14087484
3560.0,2.18127,92.2968,12.6032,0.13433237
3570.0,2.2322,73.2012,12.6032,0.14295007
