wave,obj,sky,noise,s2n
3150.0,4.77472,0.0,12.6032,0.36603043
3160.0,4.77472,0.0,12.6032,0.36603044
3170.0,4.77472,25.697,12.6032,0.34025621
3180.0,4.77472,36.6663,12.6032,0.33079826
3190.0,4.77472,32.695,12.6032,0.33413062
3200.0,4.77472,38.711,12.6032,0.32912093
3210.0,4.90813,41.674,12.6032,0.33575922
3220.0,5.04526,58.0292,12.6032,0.33206036
3230.0,4.82965,52.3421,12.6032,0.32218086
3240.0,4.7137,25.3584,12.6032,0.33626108
3250.0,4.70698,18.6498,12.6032,0.34191935
3260.0,4.79116,42.1477,12.6032,0.32746919
3270.0,4.95783,28.7805,12.6032,0.35029924
3280.0,5.15137,51.7557,12.6032,0.3438633
3290.0,5.4109,25.323,12.6032,0.38535008
3300.0,5.69177,49.6826,12.6032,0.38131296
3310.0,6.01277,31.9893,12.6032,0.42025044
3320.0,6.32281,41.8238,12.6032,0.43095524
3330.0,6.58979,29.3166,12.6032,0.4630821
3340.0,6.9158,26.981,12.6032,0.48853872
3350.0,7.20816,48.3528,12.6032,0.48275915
3360.0,7.50267,26.1453,12.6032,0.53037037
3370.0,7.8318,54.2688,12.6032,0.51672479
3380.0,8.06062,48.1167,12.6032,0.53911857
3390.0,8.30351,47.8425,12.6032,0.55541705
3400.0,8.5305,48.3006,12.6032,0.56970347
3410.0,8.77654,31.0235,12.6032,0.6108012
3420.0,8.99533,45.9685,12.6032,0.60339495
3430.0,9.20327,48.7346,12.6032,0.61309887
3440.0,9.35944,43.5132,12.6032,0.63093865
3450.0,9.6081,29.2662,12.6032,0.67029583
3460.0,9.71801,55.1173,12.6032,0.63734181
3470.0,9.94543,39.2815,12.6032,0.67633765
3480.0,10.1074,57.5981,12.6032,0.65868033
3490.0,10.3026,58.3209,12.6032,0.67005629
3500.0,10.4639,31.261,12.6032,0.72484702
3510.0,10.6924,49.932,12.6032,0.70801513
3520.0,10.8921,40.431,12.6032,0.737071
3530.0,11.1065,40.4638,12.6032,0.75115374
3540.0,11.3119,45.1688,12.6032,0.75626858
3550.0,11.5204,59.774,12.6032,0.7449708
3560.0,11.7682,92.2968,12.6032,0.71190949
3570.0,12.0429,73.2012,12.6032,0.75616752
3580.0,12.2925,51.4251,12.6032,0.80839527
3590.0,12.6051,42.8604,12.6032,0.84482176
3600.0,12.8787,40.9859,12.6032,0.86643132
3610.0,13.1807,52.1075,12.6032,0.86382687
3620.0,13.5801,50.6403,12.6032,0.89216813
3630.0,13.9453,54.1316,12.6032,0.90835038
3640.0,14.2917,73.4709,12.6032,0.89292385
3650.0,14.6139,123.134,12.6032,0.83242456
3660.0,15.0324,73.6652,12.6032,0.93748046
3670.0,15.4634,50.3975,12.6032,1.0123379
3680.0,15.877,38.2277,12.6032,1.0678423
3690.0,16.3295,59.9891,12.6032,1.0450091
3700.0,16.7722,68.1065,12.6032,1.0543076
3710.0,17.2282,74.4889,12.6032,1.0680937
3720.0,17.7057,52.7001,12.6032,1.1477759
3730.0,18.1667,66.0759,12.6032,1.1435961
3740.0,18.6654,68.9512,12.6032,1.1669405
3750.0,19.1708,50.872,12.6032,1.2438991
3760.0,19.6582,61.995,12.6032,1.2443022
3770.0,20.1485,51.3503,12.6032,1.3032921
3780.0,20.6388,73.981,12.6032,1.2725092
3790.0,21.1513,60.5251,12.6032,1.338912
3800.0,21.6635,73.0728,12.6032,1.3354913
3810.0,22.1672,68.6307,12.6032,1.3773677
3820.0,22.6795,81.123,12.6032,1.3738051
3830.0,23.1859,89.9774,12.6032,1.3800726
3840.0,23.6685,76.3003,12.6032,1.4444415
3850.0,24.1762,70.4107,12.6032,1.4911225
3860.0,24.6457,67.3796,12.6032,1.5279066
3870.0,25.1544,77.5024,12.6032,1.5273562
3880.0,25.6211,47.9381,12.6032,1.6506703
3890.0,26.0716,77.6267,12.6032,1.5800012
3900.0,26.522,83.6917,12.6032,1.5876939
3910.0,26.9881,221.017,12.6032,1.3129855
3920.0,27.4268,120.505,12.6032,1.537334
3930.0,27.8512,83.0482,12.6032,1.6652996
3940.0,28.2685,104.373,12.6032,1.6257824
3950.0,28.6919,121.827,12.6032,1.6016119
3960.0,29.0601,103.791,12.6032,1.6708014
3970.0,29.4694,74.0277,12.6032,1.7870628
3980.0,29.8527,112.308,12.6032,1.6896011
3990.0,30.2116,111.932,12.6032,1.7100052
4000.0,30.5401,152.483,12.6032,1.6216048
4010.0,30.8697,146.75,12.6032,1.6522943
4020.0,31.2015,128.225,12.6032,1.7173345
4030.0,31.5438,164.515,12.6032,1.6438354
4040.0,31.9099,165.486,12.6032,1.6598134
4050.0,32.1758,1180.2,12.6032,0.85194155
4060.0,32.5174,174.611,12.6032,1.6687471
4070.0,32.8606,174.423,12.6032,1.6860349
4080.0,33.1249,469.601,12.6032,1.2633721
4090.0,33.411,210.776,12.6032,1.6336841
4100.0,33.6753,138.528,12.6032,1.8175079
4110.0,33.9455,142.439,12.6032,1.820614
4120.0,34.2216,124.6,12.6032,1.8857212
4130.0,34.4864,153.183,12.6032,1.8191928
4140.0,34.7694,157.88,12.6032,1.8210586
4150.0,34.988,146.422,12.6032,1.862674
4160.0,35.2555,154.077,12.6032,1.8553795
4170.0,35.5215,205.863,12.6032,1.7431529
4180.0,35.783,166.639,12.6032,1.8486286
4190.0,36.0173,147.141,12.6032,1.9126585
4200.0,36.2792,148.946,12.6032,1.9207762
4210.0,36.555,173.712,12.6032,1.868334
4220.0,36.7957,151.508,12.6032,1.939485
4230.0,37.0671,169.287,12.6032,1.9047217
4240.0,37.3501,238.71,12.6032,1.7581996
4250.0,37.6187,338.42,12.6032,1.5962969
4260.0,37.8665,202.394,12.6032,1.861068
4270.0,38.1565,151.253,12.6032,2.0081602
4280.0,38.4095,173.62,12.6032,1.9586273
4290.0,38.7241,170.098,12.6032,1.9833349
4300.0,38.9519,179.056,12.6032,1.9704571
4310.0,39.2755,217.604,12.6032,1.8913284
4320.0,39.5636,208.271,12.6032,1.9263779
4330.0,39.8361,207.884,12.6032,1.9399464
4340.0,40.103,211.844,12.6032,1.9428579
4350.0,40.3916,336.331,12.6032,1.713038
4360.0,40.7115,4060.91,12.6032,0.61136919
4370.0,40.9568,299.06,12.6032,1.8000195
4380.0,41.2646,312.491,12.6032,1.7890197
4390.0,41.5818,232.167,12.6032,1.9630226
4400.0,41.8401,203.666,12.6032,2.0433321
4410.0,42.1256,258.399,12.6032,1.9296971
4420.0,42.4318,278.548,12.6032,1.9017124
4430.0,42.7202,251.125,12.6032,1.9714223
4440.0,42.994,234.336,12.6032,2.0214369
4450.0,43.27,214.301,12.6032,2.0823435
4460.0,43.5531,229.417,12.6032,2.0581316
4470.0,43.8151,223.387,12.6032,2.0845616
4480.0,44.1091,211.482,12.6032,2.127896
4490.0,44.343,249.835,12.6032,2.0457005
4500.0,44.6101,264.951,12.6032,2.0238412
4510.0,44.8678,283.962,12.6032,1.9947823
4520.0,45.0868,234.021,12.6032,2.1157135
4530.0,45.3056,226.487,12.6032,2.1440542
4540.0,45.5536,245.964,12.6032,2.1078856
4550.0,45.7642,244.655,12.6032,2.1202453
4560.0,45.9614,245.541,12.6032,2.1268301
4570.0,46.1746,222.509,12.6032,2.1932336
4580.0,46.3457,224.562,12.6032,2.1956516
4590.0,46.4989,202.848,12.6032,2.2606129
4600.0,46.6656,222.453,12.6032,2.2154753
4610.0,46.8217,214.076,12.6032,2.2446611
4620.0,46.9263,198.673,12.6032,2.2920342
4630.0,47.1027,215.969,12.6032,2.252309
4640.0,47.1979,210.07,12.6032,2.2726291
4650.0,47.3145,206.018,12.6032,2.2891543
4660.0,47.4223,274.306,12.6032,2.1241541
4670.0,47.5042,372.823,12.6032,1.9376162
4680.0,47.5836,336.637,12.6032,2.0045614
4690.0,47.6543,258.18,12.6032,2.1709143
4700.0,47.7206,249.122,12.6032,2.1953717
4710.0,47.7851,292.712,12.6032,2.0996715
4720.0,47.8859,259.398,12.6032,2.1780796
4730.0,47.8881,329.444,12.6032,2.0303743
4740.0,47.911,434.968,12.6032,1.8562537
4750.0,47.9656,294.486,12.6032,2.10349
4760.0,48.0006,240.594,12.6032,2.228627
4770.0,48.0529,188.396,12.6032,2.3743289
4780.0,48.0633,245.696,12.6032,2.218722
4790.0,48.105,186.051,12.6032,2.3838664
4800.0,48.0929,192.616,12.6032,2.3635456
4810.0,48.1173,211.815,12.6032,2.3095852
4820.0,48.1441,225.448,12.6032,2.2739156
