TARGETID,RA,DEC,Z,SPECTYPE,EBV,EBV_ERR,FUVmag,NUVmag,gmag,rmag,imag,zmag,ymag,yAperMag3,j_1AperMag3,hAperMag3,kAperMag3,Jmag,Hmag,Kmag,W1mag,W2mag,W3mag,W4mag,designation,ra,dec,zsp,spCl,ebv,umag,gmag_1,rmag_1,imag_1,zmag_1,jmag,hmag,kmag,w1mag,w2mag,w3mag,w4mag,FIRST_peak,FIRST_int,VLASS_peak,VLASS_int,broad,src,gmag_2,rmag_2,imag_2,zmag_2
39628346081936841,193.9913925336701,23.84899287147942,0.9756,QSO,0.668676776204018,0.0,,22.788999557495117,21.73539924621582,20.943599700927734,20.032699584960938,19.40130043029785,19.073200225830078,18.46500015258789,17.731000900268555,17.201000213623047,16.216999053955078,,,,14.630000114440918,13.378999710083008,10.258999824523926,7.802000045776367,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39628379145637914,196.26523931296205,25.143506162145663,0.6887,QSO,0.6907264471767534,0.0,,22.580699920654297,21.624300003051758,20.362499237060547,19.629100799560547,19.182199478149414,19.08449935913086,18.59000015258789,17.922000885009766,17.118000030517578,16.31599998474121,,,,14.895000457763672,13.904000282287598,11.475000381469727,8.192000389099121,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39628480933003841,194.14295146258212,29.96927623681161,0.6451820517301999,QSO,0.4538705534030394,0.0,,21.32200050354004,21.345199584960938,20.907899856567383,20.467599868774414,20.343799591064453,20.11370086669922,19.363000869750977,18.83300018310547,18.22599983215332,17.360000610351562,,,,15.515999794006348,14.484000205993652,11.413999557495117,8.484999656677246,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39628502630139100,252.57369375041685,31.040589467156224,0.6557520929819584,QSO,0.6413348157221339,0.30179700019184325,,22.364200592041016,21.18829917907715,20.90399932861328,20.463600158691406,20.352500915527344,20.114200592041016,19.374000549316406,19.045000076293945,18.31999969482422,17.263999938964844,,,,16.016000747680664,14.975000381469727,12.569999694824219,8.467000007629395,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39628512285426154,204.61249676144203,31.488779145548964,1.0917818336865857,QSO,0.20630820269142736,0.0,,20.864999771118164,19.399700164794922,18.763599395751953,18.600400924682617,18.534900665283203,18.31100082397461,17.670000076293945,17.5939998626709,16.8439998626709,15.789999961853027,17.361000061035156,16.121999740600586,15.824000358581543,14.116999626159668,12.732000350952148,9.92300033569336,7.7270002365112305,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39628516710418961,153.76244603117019,31.70554122193904,0.5319112365945744,QSO,0.2653246298572204,0.003738837673389926,22.01059913635254,21.02589988708496,19.72249984741211,19.131000518798828,18.80739974975586,18.76810073852539,18.227100372314453,,,,,,,,14.460000038146973,13.395000457763672,10.890999794006348,8.795999526977539,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39628527162624356,166.57374936402186,32.23195488991409,0.5368316657402824,QSO,0.29785586017831567,0.0,,21.67970085144043,20.273799896240234,20.40169906616211,19.862899780273438,19.798200607299805,19.542499542236328,,,,,,,,15.666999816894531,14.82699966430664,12.23799991607666,8.656000137329102,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39632930292631498,164.50249500610866,32.53602887627397,1.5652899059453733,QSO,0.22856944258961542,0.0,,23.064300537109375,20.99340057373047,20.580900192260742,19.946800231933594,19.729400634765625,19.704500198364258,,,,,,,,15.850000381469727,14.402000427246094,11.442999839782715,8.366999626159668,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39632931467036716,247.21241959235914,32.44578184169595,0.6108708999639554,QSO,0.238488673619614,0.0035184191776307136,,21.037900924682617,20.38640022277832,20.213600158691406,19.782800674438477,19.85610008239746,19.663700103759766,,18.816999435424805,,,,,,15.333000183105469,14.409000396728516,11.38599967956543,8.928999900817871,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39632946793025886,253.40635673302046,33.32386308652351,1.051282732956627,QSO,0.21840871993467514,0.003948104318145825,,22.642799377441406,21.260900497436523,20.683300018310547,20.532699584960938,20.317899703979492,20.184999465942383,,,,,,,,16.201000213623047,15.015000343322754,12.131999969482422,8.684000015258789,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39632956876131475,252.79278858109828,33.811877906274496,0.7207713151408397,QSO,0.24046873813337122,0.0,,20.97920036315918,21.3612003326416,21.473499298095703,20.868499755859375,20.550500869750977,,,,,,,,,15.902999877929688,14.960000038146973,12.479999542236328,8.711000442504883,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39632966518836379,224.88258449777814,34.13102538536964,0.7442292312766865,QSO,0.35003945131728953,0.0,,23.178199768066406,21.051300048828125,20.941099166870117,20.467300415039062,20.305599212646484,20.284000396728516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39632996638132285,252.0111764493343,35.86676618141669,0.7450604848059833,QSO,0.5129458506988205,0.05866045063949056,,22.01919937133789,21.42530059814453,21.150800704956055,20.148799896240234,19.402799606323242,19.131099700927734,,,,,,,,15.854999542236328,15.595000267028809,12.300000190734863,9.140999794006348,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39633085267968176,111.8156942907269,40.58307450709765,0.8076791506107952,QSO,0.3906468142452568,0.0,,22.85930061340332,22.003999710083008,21.38330078125,21.36829948425293,20.63050079345703,20.57379913330078,,,,,,,,16.954999923706055,15.604999542236328,11.647000312805176,8.272000312805176,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39633136459448983,237.5396082285466,43.21716232642482,0.6747496249375736,QSO,0.25352963588902244,0.0,,21.579599380493164,20.343900680541992,19.79439926147461,19.652999877929688,19.629199981689453,19.573999404907227,,,,,,,,15.52299976348877,14.246999740600586,11.140999794006348,8.456000328063965,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39633140972519901,246.6697576217537,43.53143199567092,0.6005142155433825,QSO,0.2072253523637213,0.0,,22.388200759887695,21.714500427246094,21.534799575805664,21.029300689697266,21.000200271606445,,,,,,,,,17.57900047302246,17.097000122070312,12.949999809265137,9.317000389099121,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39633145330402080,244.54318837404838,43.81624186829914,0.6806827471902313,QSO,0.3684453643240285,0.018672690597426815,,22.802400588989258,22.148399353027344,21.749399185180664,21.08099937438965,20.646299362182617,20.17289924621582,,,,,,,,16.827999114990234,16.007999420166016,12.732000350952148,9.697999954223633,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39633149587623462,235.67261608011356,44.04167727341049,1.2656674337761236,QSO,0.2083564645875604,0.0,,21.70509910583496,20.37969970703125,19.60110092163086,19.38629913330078,19.276899337768555,19.17020034790039,,,,,,,,15.03600025177002,13.529999732971191,10.557000160217285,8.281000137329102,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39633149700870099,245.05371566040228,43.90880767107905,0.5326893997359153,QSO,0.3073783909689355,0.0,,21.26140022277832,20.659799575805664,20.331199645996094,19.82309913635254,19.8356990814209,19.23940086364746,,,,,,,,16.158000946044922,15.317999839782715,12.14799976348877,9.225000381469727,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39633162619324602,239.82711978608705,44.87297213069845,0.73580002784729,QSO,1.1426188186390207,0.10404086551681778,,21.066699981689453,20.850500106811523,20.27440071105957,20.117000579833984,18.791000366210938,19.87980079650879,,,,,,,,13.989999771118164,12.527000427246094,9.286999702453613,6.693999767303467,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39633267170738647,168.1081543185948,51.31365653194564,0.6634845244998793,QSO,0.34845965002646273,0.0,,21.462900161743164,20.252399444580078,19.6387996673584,19.24810028076172,18.738500595092773,18.953399658203125,,,,,,,,14.866999626159668,13.727999687194824,10.63599967956543,7.991000175476074,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39633286036719857,182.7131901464769,52.60873169795503,1.0152838260914603,QSO,0.2407951440250038,0.0,,21.09980010986328,21.193099975585938,21.052900314331055,20.556800842285156,20.913700103759766,,,,,,,,,17.049999237060547,16.05699920654297,12.88599967956543,8.960000038146973,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39633297373922892,217.58988775105482,53.2617349509361,0.5670802951866797,QSO,0.24167574359694743,0.0,,21.636899948120117,20.66360092163086,20.40049934387207,19.96430015563965,20.23040008544922,19.785499572753906,,,,,,,,15.784000396728516,14.71500015258789,11.57800006866455,9.175000190734863,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39633297373923171,217.62031437448027,53.21667374996201,0.5698210398695328,QSO,0.28080463000859446,0.005464158218322526,,22.624500274658203,19.706199645996094,19.422500610351562,18.938800811767578,18.965499877929688,18.70680046081543,,,,,,,,14.567000389099121,13.494000434875488,11.104000091552734,9.081000328063965,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39633311366122701,182.54323179132584,54.324657987216426,0.9981778732507213,QSO,0.2619239225530692,0.0,,22.0856990814209,21.273799896240234,20.669700622558594,20.465499877929688,20.068700790405273,19.799299240112305,,,,,,,,15.454999923706055,14.777000427246094,12.430999755859375,9.298999786376953,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39633321805745037,172.98900102927726,55.00763679334614,0.5839054235201087,QSO,0.27097964458751145,0.0,,21.441999435424805,19.18630027770996,18.77090072631836,18.31369972229004,18.250099182128906,18.018199920654297,,,,,16.670000076293945,16.07699966430664,15.491000175476074,13.809000015258789,12.723999977111816,10.088000297546387,7.513000011444092,,,,,,,,,,,,,,,,,,,,,,,,,,,,
