TARGETID,RA,DEC,Z,SPECTYPE,EBV,EBV_ERR,MAD,SIXMICRON_LUM,EDR?
39627757608504912,183.68645151826357,-1.2235521705626322,1.3888,QSO,0.06350005959893146,0.01769413330781262,4.107932794703274E-5,45.38497603204622,true
39627757616893300,184.17819308902466,-1.3275792051805946,1.2189,QSO,-0.037708661791771236,0.0,2.3031669029742976E-5,44.96041972089925,true
39627758162154283,216.72495839403604,-1.254553099952004,0.0,GALAXY,,,,,true
39627758204097826,219.20854136259842,-1.1883521273109912,1.7868666666666666,QSO,0.5415863101596212,0.0,1.7426115978702786E-5,45.89422840436973,true
39627758225064862,220.29064351394325,-1.351172759825966,1.8336,QSO,0.32812650284524314,0.022205254135341367,2.6639397932891147E-5,45.36619993593592,true
39627763644108219,183.41938709200002,-0.9512712407660194,1.6456666666666668,QSO,0.6067451738863339,0.046230956248652234,1.854502186722011E-5,45.328377446438274,true
39627763644108485,183.43472499678055,-0.8992192646795754,1.3218,QSO,0.031044388845391513,0.0,3.6295430948322584E-5,45.11059435239174,true
39627763652495396,183.83888032139714,-0.9288344514152225,1.2799,GALAXY,,,,45.683177674009286,true
39627763652496396,183.88949175977697,-0.9776155983855335,2.8731999999999998,QSO,0.12871528121149867,0.0,8.825315901860518E-5,46.43311228467047,true
39627764122257873,211.88798903582997,-1.0469242637820129,2.2360666666666664,QSO,,,,46.40665564688028,true
39627764151620217,213.6940088713128,-0.9627712289148656,1.4405,QSO,0.31686175054474397,0.01405330793386487,1.9822476211496947E-5,45.11928082873188,true
39627764160006178,214.09206713026714,-1.0775027470316259,1.9756333333333331,QSO,0.2477617231385838,0.009605839000356973,2.3206229073160286E-5,45.45192772029122,true
39627764164202532,214.4268046245391,-0.9323418184968972,0.7088,QSO,,,,44.68464575485868,true
39627764206144252,216.87934759621146,-0.8860418782431535,1.7218,QSO,0.3669512391193339,0.0,1.3606131605770564E-5,46.202844191539874,true
39627764252279603,219.53396070735033,-1.0304377768678792,2.2833,QSO,,,,45.84421715955714,true
39627764260672325,220.1968484978416,-0.9363608030634704,1.6844333333333334,QSO,0.41718450860468703,0.012253432969984247,1.749627315581484E-5,45.63392975471753,true
39627769612601123,179.08213832003142,-0.7253302648403978,1.7391,QSO,0.2641530206568856,0.0,2.9039319644993147E-5,45.45327528545131,true
39627769616797994,179.42732912160668,-0.7327030508461827,1.2399,QSO,0.6615941013890021,0.019692465728970286,1.852925106281337E-5,45.626142018227874,true
39627770208193821,214.64141974046143,-0.7760383617040058,1.3746,QSO,0.340808538750051,0.013477308790784624,1.6165641272734633E-5,45.300627772991774,true
39627770245943597,216.94962493938587,-0.7982899556526932,1.68825,QSO,0.08689938087444005,0.024760723199177437,9.777715153300313E-5,45.54509730155178,true
39627770262716602,217.75689597823057,-0.714351394828137,0.334,QSO,0.11969541548700269,0.0,7.598239140409036E-5,43.74281082875007,true
39627770296271222,219.7618169592097,-0.6357257230636137,0.1367,GALAXY,,,,42.755054567846685,true
39627770304661897,220.34250939684208,-0.869447914228688,1.1085,GALAXY,,,,44.903593553909296,true
39627770321437776,221.29634308339922,-0.8283552278771077,0.9539,QSO,,,,44.588245311869734,true
39627775681761840,180.97074332909625,-0.5622292100242244,1.4733,GALAXY,,,,45.20669253146512,true
39627775744675743,184.7032344399332,-0.5624112618525099,1.7518,QSO,0.2983072894688352,0.05397727916417103,2.766880992225044E-5,45.71185052490955,true
39627776315100827,218.67772272096573,-0.6133544603917747,2.39495,QSO,0.20048418883804842,0.015786461972898843,3.289781914937497E-5,45.645843775211276,true
39627776336071353,219.87638314219936,-0.5868198571984,2.68905,QSO,0.21932346584015194,0.013076343227166123,2.5335607217614146E-5,46.12723366435185,true
