ra,dec,designation,umag,gmag,rmag,imag,zmag,jmag,hmag,kmag,w1mag,w2mag,w3mag,w4mag,FIRST_peak,FIRST_int,VLASS_peak,VLASS_int,zsp,spCl,broad,src,ebv
221.061119,6.551863,J144414.66+063306.7,16.847,16.952,16.926,16.534,16.773,15.533,14.741,13.518,12.28,11.194,8.546,6.278,0.0,0.0,0.00,0.00,0.208,QSO,4091.4,B,-0.098
221.131857,15.612086,J144431.64+153643.5,16.607,15.744,15.238,14.822,14.581,14.224,13.498,12.854,11.625,10.865,7.694,5.381,3.66,4.26,2.21,2.63,0.050,QSO,2853.1,Alp,0.210
221.212347,14.377090,J144450.96+142237.5,18.732,17.742,17.412,17.181,16.845,15.854,15.242,14.224,13.799,13.055,10.028,7.989,11.09,11.52,1.90,1.97,2.509,QSO,22257.9,B,0.063
221.667557,16.400614,J144640.21+162402.2,16.957,16.248,15.764,15.395,15.156,14.335,13.577,13.02,12.223,11.644,8.515,5.986,1.37,1.86,0.00,0.00,0.054,QSO,2299.5,B-gal,-0.185
221.795475,10.600834,J144710.91+103603.0,18.005,17.683,17.221,16.809,16.678,15.793,15.227,14.224,13.509,12.727,9.686,7.048,0.0,0.0,0.00,0.00,0.168,QSO,3802.9,Alp-gal,-0.103
221.981583,10.011153,J144755.57+100040.1,18.2,17.843,17.787,17.683,17.681,16.519,15.794,14.534,13.264,12.058,9.356,7.023,0.0,0.0,0.00,0.00,0.677,QSO,3393.4,B,-0.006
222.039727,5.672016,J144809.53+054019.2,20.322,19.48,18.403,18.24,17.492,16.244,15.296,14.18,12.698,11.456,8.342,5.633,15.83,16.66,7.47,7.88,0.283,redQSO,1601.6,B,0.587
222.176882,4.400859,J144842.45+042403.0,17.732,17.235,16.901,16.659,16.717,15.567,14.482,14.402,13.604,12.5,9.281,6.755,0.0,0.0,0.00,0.00,1.508,QSO,8539.4,B,0.051
222.328685,7.120881,J144918.88+070715.1,17.476,16.542,15.862,15.415,15.147,15.401,14.65,13.802,12.454,11.654,8.572,6.168,0.0,0.0,0.00,0.00,0.100,QSO,3971.8,Alp-gal,-0.158
222.356651,8.035517,J144925.59+080207.8,16.597,16.173,16.158,16.16,16.21,15.213,14.802,14.249,12.601,11.506,9.068,6.657,13.11,16.26,18.81,20.77,0.651,QSO,4874.3,B,-0.035
222.503763,14.496831,J145000.90+142948.5,18.764,18.188,17.833,17.812,17.313,16.39,15.583,14.398,13.072,11.969,9.417,7.147,0.0,0.0,0.00,0.00,0.358,QSO,2610.3,Alp,0.152
222.640672,8.492741,J145033.76+082933.8,18.526,18.015,17.428,17.212,17.09,16.058,15.625,14.591,13.803,13.055,9.938,7.702,0.0,0.0,0.00,0.00,0.182,QSO,3365.5,Alp-gal,-0.009
222.813312,5.493197,J145115.19+052935.5,17.505,17.41,17.378,17.217,16.998,15.099,14.861,14.42,13.886,13.181,10.295,8.397,0.0,0.0,0.00,0.00,2.053,QSO,4945.6,B,-0.002
222.982483,4.929580,J145155.79+045546.4,18.704,17.939,17.369,16.872,16.763,15.828,15.048,14.515,13.766,13.125,9.747,7.197,0.0,0.0,0.00,0.00,0.094,QSO,3302.8,Alp,0.184
223.155429,8.848809,J145237.30+085055.7,21.958,19.983,18.497,18.006,17.117,15.918,14.943,14.14,12.317,11.114,8.042,5.917,1.96,1.83,0.76,0.00,0.307,redQSO,4250.5,w2m,0.676
223.205418,7.410284,J145249.30+072437.0,17.332,17.333,17.148,16.754,16.782,15.684,15.098,14.155,12.967,12.038,9.433,6.983,0.0,0.0,0.00,0.00,0.162,QSO,3241.7,Alp,-0.073
223.381313,13.899639,J145331.51+135358.6,19.89,18.021,17.046,16.528,16.221,15.304,14.352,13.11,11.298,9.837,7.263,4.606,21.94,22.53,18.56,19.83,0.139,QSO,2239.9,B-gal,0.153
223.643124,8.060212,J145434.34+080336.7,17.131,16.651,16.233,15.789,15.802,14.578,13.596,12.553,11.147,10.196,7.497,5.031,11.93,12.66,6.24,6.69,0.130,QSO,2860.1,Alp,0.112
223.708437,11.242892,J145450.02+111434.4,16.747,16.508,16.649,16.566,16.47,15.534,14.854,13.851,12.343,11.133,8.336,6.068,0.0,0.0,0.00,0.00,0.467,QSO,3709.2,B,-0.103
223.843953,12.121778,J145522.54+120718.4,17.169,16.812,16.823,16.632,16.495,15.763,15.302,14.307,12.669,11.55,8.967,6.838,0.0,0.0,0.00,0.00,0.501,QSO,6233.5,B,-0.023
223.883006,5.565897,J145531.92+053357.2,17.819,17.621,17.466,16.989,17.034,15.917,15.159,14.388,12.985,12.006,8.943,6.386,0.0,0.0,0.00,0.00,0.093,QSO,2043.2,Alp,-0.043
224.258932,5.768880,J145702.14+054607.9,17.792,16.944,16.366,15.929,15.726,15.172,14.708,13.915,12.859,12.139,8.968,6.538,0.0,0.0,0.00,0.00,0.092,QSO,4768.3,Alp-gal,-0.133
224.324363,2.796522,J145717.84+024747.4,17.26,16.967,16.664,16.352,16.353,15.628,15.324,14.552,14.003,13.166,10.026,7.686,0.0,0.0,0.00,0.00,1.969,QSO,2705.1,B,0.070
224.542992,6.577641,J145810.31+063439.5,22.78,20.714,19.189,18.645,18.063,17.134,15.525,14.219,11.961,10.76,8.436,6.159,0.0,0.0,0.00,0.00,0.337,redQSO,2870.5,w2m,0.761
224.840007,11.385670,J145921.60+112308.4,18.06,17.742,17.535,17.573,17.414,15.771,15.517,14.666,12.983,11.587,8.888,6.814,0.0,0.0,0.00,0.00,0.913,QSO,5328.7,B,-0.009
225.055919,12.612562,J150013.42+123645.2,21.446,20.266,19.238,18.506,17.97,16.805,15.908,14.61,13.036,11.695,8.76,6.317,0.0,0.0,0.00,0.00,0.407,redQSO,2418.4,w2m,0.453
225.073281,12.176826,J150017.58+121036.5,16.923,16.201,16.03,15.975,15.725,14.465,14.296,13.479,12.062,10.787,7.88,5.562,1.2,2.12,0.00,0.00,0.783,QSO,6305.7,B,0.085
225.270935,6.969057,J150105.02+065808.6,18.487,17.706,16.971,16.504,16.284,16.146,15.542,14.69,13.857,13.346,10.432,8.458,0.0,0.0,0.00,0.00,0.168,QSO,3637.2,Alp-gal,0.082
225.356544,11.232405,J150125.57+111356.6,18.263,17.623,16.942,16.478,16.315,15.517,14.82,14.18,13.102,12.371,9.403,6.892,0.0,0.0,0.00,0.00,0.152,QSO,8948.4,Alp-gal,-0.113
225.517106,6.754463,J150204.10+064516.0,16.915,16.762,16.665,16.754,16.274,15.529,14.735,13.792,12.419,11.334,8.67,6.465,0.0,0.0,0.00,0.00,0.288,QSO,3317.7,Alp,-0.057
225.725491,7.698793,J150254.11+074155.6,18.447,18.402,18.043,17.861,17.406,16.167,15.429,14.485,13.457,12.541,9.827,7.521,0.0,0.0,0.00,0.00,0.270,QSO,3653.9,Alp,0.175
225.979141,2.165056,J150354.99+020954.2,20.127,18.795,17.757,17.152,16.869,16.002,15.21,14.415,13.284,12.279,9.218,6.68,0.0,0.0,0.00,0.00,0.174,QSO,5160.1,Alp-gal,0.155
225.986245,12.987307,J150356.69+125914.3,20.398,19.455,18.21,17.684,17.491,16.129,15.607,14.505,13.354,12.401,9.634,6.732,1.69,1.01,0.74,0.93,0.220,redQSO,3157.8,w2m,0.304
225.988110,4.315645,J150357.14+041856.3,20.877,19.742,18.679,18.168,17.62,16.439,15.593,14.439,12.873,11.665,8.864,6.419,0.0,0.0,0.00,0.00,0.405,redQSO,3612.3,w2m,0.309
226.035268,14.523172,J150408.46+143123.4,17.242,16.416,15.999,15.512,15.474,14.64,13.753,12.95,11.667,10.657,7.207,4.914,1.96,3.54,0.77,1.79,0.118,QSO,2705.3,Alp-gal,-0.274
226.104068,10.494221,J150424.97+102939.1,18.882,18.518,18.21,17.852,17.59,16.162,15.264,14.293,13.173,12.042,9.097,6.75,1665.22,1753.33,1793.43,2129.36,1.839,QSO,4024.8,B-F2M,-0.017
226.485635,3.707311,J150556.55+034226.3,15.607,14.612,13.937,13.58,13.29,13.563,12.678,12.07,10.525,9.752,6.602,4.035,7.52,8.83,3.95,4.71,0.036,QSO,5283.4,Alp,0.027
226.543754,2.280578,J150610.50+021650.0,16.408,16.274,16.153,15.694,15.771,14.675,13.721,12.791,11.542,10.497,7.633,5.237,0.0,0.0,0.00,0.00,0.135,QSO,3980.7,Alp,-0.011
226.610160,3.116636,J150626.43+030659.8,18.554,18.399,17.832,17.343,17.196,15.874,15.147,14.547,13.024,12.263,9.729,7.104,0.0,0.0,0.00,0.00,0.173,QSO,4881.2,Alp,0.241
226.923655,5.836492,J150741.67+055011.3,18.677,18.197,17.865,17.233,17.315,16.171,15.343,14.371,12.958,11.942,9.131,6.713,0.0,0.0,0.00,0.00,0.081,QSO,3813.3,Alp,0.106
226.942139,9.625342,J150746.11+093731.2,20.115,19.129,17.913,17.371,17.031,15.752,14.881,14.125,12.754,11.402,8.512,6.105,0.0,0.0,0.00,0.00,1.274,redQSO,3909.0,w2m,0.263
226.969435,13.645740,J150752.66+133844.6,18.258,18.023,17.697,17.706,16.863,15.908,15.384,14.544,13.448,12.417,10.017,7.742,0.0,0.0,0.00,0.00,0.320,QSO,10635.2,Alp,-0.007
226.987029,3.343700,J150756.88+032037.3,17.994,17.443,16.907,16.399,16.32,15.481,14.672,13.972,13.022,12.076,8.78,6.134,0.0,0.0,0.00,0.00,0.137,QSO,4247.6,Alp,0.158
226.996073,2.014961,J150759.05+020053.8,17.425,16.816,16.427,16.398,16.286,15.374,14.737,14.062,12.352,10.926,8.132,5.93,5.79,5.72,2.41,2.37,1.082,QSO,5592.6,B,0.009
227.021778,14.145964,J150805.22+140845.4,20.178,19.203,18.304,17.958,17.53,15.866,15.372,14.66,13.167,11.981,9.453,7.203,17.37,30.24,4.71,4.45,0.909,redQSO,2217.1,B,0.464
227.072277,9.804585,J150817.34+094816.5,19.293,17.925,17.204,16.755,16.555,15.527,14.711,14.205,13.608,13.027,10.136,7.486,0.0,0.0,0.00,0.00,0.084,QSO,3868.3,Alp-gal,-0.033
227.182936,12.262369,J150843.90+121544.5,17.33,16.854,16.584,16.537,16.258,15.047,14.877,14.131,12.51,11.277,8.467,6.117,0.0,0.0,0.00,0.00,0.926,QSO,4472.5,B,0.066
227.255917,14.445644,J150901.42+142644.3,18.586,18.148,18.043,17.9,17.504,16.336,15.905,14.648,13.191,12.098,9.418,6.944,0.0,0.0,0.00,0.00,0.409,QSO,6475.2,B,0.020
227.603893,0.978898,J151024.93+005844.0,17.507,16.836,16.358,15.899,15.743,15.265,14.478,13.844,12.885,12.189,9.062,6.59,0.0,0.0,0.00,0.00,0.072,QSO,2701.3,Alp,0.178
227.766701,3.258095,J151104.00+031529.1,17.732,17.644,17.271,16.801,16.749,15.927,15.39,14.249,13.08,12.178,9.591,7.187,0.0,0.0,0.00,0.00,0.173,QSO,3850.0,Alp,-0.002
227.776696,5.689690,J151106.40+054122.8,18.902,17.643,17.03,16.514,16.347,15.35,14.579,13.745,12.536,11.701,9.003,6.227,1.85,2.67,0.98,2.59,0.081,QSO,3207.2,Alp-gal,-0.160
227.784525,4.854657,J151108.28+045116.7,17.405,16.839,16.566,16.077,16.087,14.92,13.936,12.875,11.964,10.82,7.619,5.145,0.0,0.0,0.00,0.00,0.077,QSO,3330.7,Alp,0.055
227.885579,10.164749,J151132.53+100953.0,17.76,17.451,17.19,17.116,16.713,15.66,15.212,14.455,13.188,12.214,9.434,6.986,1.38,0.83,1.91,1.95,0.282,QSO,4366.5,Alp,0.121
227.910179,2.671652,J151138.44+024017.9,16.482,16.313,16.098,16.137,16.205,15.39,15.048,14.546,12.918,11.382,8.412,6.006,0.0,0.0,0.00,0.00,1.237,QSO,7851.7,B,-0.078
227.921940,5.302554,J151141.26+051809.1,18.711,17.179,16.305,15.805,15.539,14.798,13.58,12.159,10.116,8.883,5.984,3.682,75.2,77.46,481.74,503.86,0.084,QSO,3163.0,Alp-gal,-0.000
228.154811,1.479476,J151237.15+012846.1,17.619,17.682,17.598,17.591,17.316,16.169,15.442,14.315,13.724,12.747,10.076,8.113,0.0,0.0,0.00,0.00,0.265,QSO,9097.6,B,0.253
228.205396,11.324827,J151249.29+111929.3,17.861,17.725,17.653,17.301,17.056,16.418,15.211,14.537,14.1,13.337,10.05,7.431,0.0,0.0,0.00,0.00,2.113,QSO,16839.6,B,0.015
228.277511,14.414276,J151306.60+142451.3,17.518,17.472,17.413,17.558,17.006,16.179,15.1,14.188,12.618,11.514,8.638,6.227,0.0,0.0,0.00,0.00,0.331,QSO,3476.5,Alp,-0.110
228.325832,1.164613,J151318.19+010952.6,18.312,18.096,17.865,17.553,17.613,16.483,15.758,14.384,13.21,12.129,9.45,7.155,0.0,0.0,0.00,0.00,0.217,QSO,3062.9,B,0.136
228.468860,8.932162,J151352.52+085555.7,19.111,17.743,17.501,17.089,16.869,15.587,15.031,14.468,13.539,12.487,8.58,6.259,1.24,1.04,0.00,0.00,2.897,QSO,6165.9,B,0.081
228.710418,15.966678,J151450.50+155800.0,20.018,18.692,17.693,17.192,16.924,16.118,15.662,14.659,13.941,13.179,9.906,7.529,0.0,0.0,0.00,0.00,0.213,QSO,3903.3,Alp-gal,0.150
228.721982,5.610214,J151453.27+053636.7,19.439,17.887,16.789,16.235,15.933,15.604,14.932,13.904,12.844,11.934,9.03,6.464,2.79,2.71,1.87,2.34,0.174,QSO,10106.2,Alp-gal,0.217
228.753179,15.025696,J151500.76+150132.5,18.796,17.688,16.913,16.426,16.149,15.293,14.706,14.119,13.175,12.555,10.45,9.272,0.0,0.0,0.00,0.00,0.083,QSO,7071.5,Alp-gal,-0.072
228.780946,6.952310,J151507.42+065708.3,17.828,17.757,17.652,17.63,17.268,16.332,15.719,14.4,13.3,12.257,9.349,7.119,0.0,0.0,0.00,0.00,0.268,QSO,3174.6,Alp,-0.034
229.048045,15.077053,J151611.53+150437.3,17.85,17.237,16.648,16.192,16.015,15.379,14.754,14.039,13.053,12.287,9.319,6.956,0.0,0.0,0.00,0.00,0.083,QSO,2103.5,Alp,0.193
229.050847,7.061337,J151612.20+070340.8,19.943,18.565,17.468,16.904,16.6,16.358,15.407,14.419,13.329,12.47,10.049,7.705,0.0,0.0,0.00,0.00,0.175,QSO,5420.3,Alp-gal,0.123
229.065266,2.607699,J151615.66+023627.7,18.211,17.762,17.182,16.625,16.515,15.657,14.895,14.076,12.986,12.178,9.203,6.532,0.0,0.0,0.00,0.00,0.124,QSO,4244.9,Alp,0.212
229.465436,5.107703,J151751.70+050627.7,16.474,15.092,14.413,14.003,13.676,14.196,13.303,12.557,11.289,10.755,7.359,4.819,3.17,9.96,1.63,2.64,0.039,QSO,4127.1,Alp-gal,-0.146
229.489003,11.747984,J151757.36+114452.7,21.28,19.09,17.586,16.998,16.632,16.356,15.591,14.463,13.584,12.893,10.779,8.345,0.0,0.0,0.00,0.00,0.227,QSO,12000.0,Alp-gal,0.240
229.816565,10.813286,J151915.97+104847.8,17.27,16.781,16.422,15.982,15.897,15.205,14.542,13.885,12.729,11.932,9.093,6.853,0.0,0.0,0.00,0.00,0.099,QSO,5905.1,Alp,0.063
229.960802,13.511196,J151950.59+133040.3,19.175,19.047,18.43,18.27,17.59,16.228,15.166,14.623,13.977,13.017,9.968,7.308,0.0,0.0,0.00,0.00,0.314,QSO,4470.6,Alp-gal,-0.161
229.974927,11.120342,J151953.98+110713.2,17.775,17.663,17.603,17.663,16.943,16.282,15.339,14.277,13.03,12.04,9.528,6.984,0.0,0.0,0.00,0.00,0.323,QSO,6311.3,Alp,-0.058
230.281435,5.125458,J152107.54+050731.6,18.527,18.06,17.724,17.752,17.231,16.648,15.572,14.496,12.837,11.879,9.209,6.895,1.31,1.31,0.00,0.00,0.324,QSO,2070.2,Alp,0.109
230.317528,7.026071,J152116.20+070133.8,18.256,17.405,16.855,16.429,16.24,15.326,14.529,14.01,13.371,12.759,9.573,7.248,0.0,0.0,0.00,0.00,0.076,QSO,2172.0,B-gal,-0.210
230.415285,3.624788,J152139.66+033729.2,17.243,17.05,16.817,16.048,16.364,15.244,14.507,13.602,12.378,11.42,8.705,6.419,0.0,0.0,0.00,0.00,0.126,QSO,6895.7,Alp,-0.058
230.429799,5.676088,J152143.15+054033.9,19.393,18.563,17.687,17.047,16.896,16.232,15.484,14.632,12.723,11.758,9.519,7.39,10.86,11.44,6.37,6.99,0.184,QSO,12000.0,Alp-gal,-0.128
230.731853,3.036337,J152255.64+030210.8,21.186,19.601,18.419,17.803,17.567,16.31,15.115,13.897,12.41,11.365,8.742,6.615,0.0,0.0,0.00,0.00,0.223,redQSO,1566.0,w2m,0.397
230.835111,11.243266,J152320.42+111435.7,19.01,17.899,17.163,16.686,16.413,15.87,15.156,14.304,13.552,12.846,9.39,7.027,0.0,0.0,0.00,0.00,0.126,QSO,4575.8,Alp-gal,0.022
231.069443,4.855285,J152416.66+045119.0,16.265,15.132,14.457,14.115,13.841,13.677,12.975,12.194,11.125,10.513,6.931,4.217,6.18,6.6,3.22,4.09,0.036,QSO,3238.9,Alp-gal,-0.302
231.102193,9.974801,J152424.52+095829.2,16.0,15.92,15.737,15.717,15.8,14.963,14.305,14.096,12.434,11.008,7.993,5.706,0.0,0.0,0.00,0.00,1.326,QSO,29427.5,B,-0.037
231.277629,2.406983,J152506.63+022425.1,17.854,17.524,17.19,17.166,16.651,15.794,14.904,13.978,12.603,11.526,8.616,6.025,2.72,2.97,1.45,1.44,0.337,QSO,3599.3,Alp,0.144
231.287550,1.440133,J152509.01+012624.4,17.705,17.609,17.348,17.242,16.694,15.669,15.056,14.283,13.279,12.406,9.702,7.346,0.0,0.0,0.00,0.00,0.300,QSO,7546.7,Alp,0.241
231.551303,4.572144,J152612.31+043419.7,19.402,18.463,18.481,18.151,18.327,16.793,16.073,14.611,13.0,11.776,9.462,7.47,0.0,0.0,0.00,0.00,0.643,QSO,6107.1,B,0.071
231.594693,0.893725,J152622.72+005337.4,18.473,17.837,17.266,16.811,16.625,15.541,14.678,13.956,12.692,11.95,8.794,6.556,0.0,0.0,0.00,0.00,0.129,QSO,2235.5,Alp,0.197
231.645163,16.008689,J152634.83+160031.2,18.771,18.344,18.098,17.958,17.406,16.46,15.598,14.485,13.346,12.175,9.554,7.158,1.51,1.21,1.17,2.79,0.370,QSO,6744.2,Alp,0.195
231.657146,16.962778,J152637.71+165746.0,18.961,18.3,17.784,17.394,17.202,16.066,15.315,14.597,13.8,12.963,9.614,7.334,0.0,0.0,0.00,0.00,0.162,QSO,2659.3,B-gal,-0.119
231.864100,15.683374,J152727.38+154100.1,17.087,17.084,17.02,16.624,16.829,16.018,15.531,14.483,12.837,11.905,9.746,7.555,0.0,0.0,0.00,0.00,0.227,QSO,5388.0,Alp,-0.112
231.896284,6.285909,J152735.10+061709.2,18.108,17.929,17.768,17.239,17.345,16.158,15.452,14.637,12.463,11.56,9.168,6.749,0.0,0.0,0.00,0.00,0.187,QSO,5548.5,Alp,-0.064
231.974197,6.171926,J152753.80+061018.9,16.248,16.226,16.103,15.501,15.855,14.509,13.969,12.953,11.78,10.854,8.141,5.623,0.0,0.0,0.00,0.00,0.174,QSO,4150.6,Alp,-0.132
232.151084,16.909599,J152836.26+165434.5,17.856,17.848,17.681,17.288,17.309,16.1,15.054,13.905,13.042,11.936,8.867,6.454,0.0,0.0,0.00,0.00,0.159,QSO,2020.6,Alp,-0.036
232.269852,2.777837,J152904.76+024640.2,18.124,17.159,16.584,16.088,15.901,15.066,14.296,13.518,12.478,11.629,8.251,6.081,0.0,0.0,0.00,0.00,0.097,QSO,2195.4,B-gal,-0.208
232.298133,15.948745,J152911.55+155655.4,17.834,17.788,17.674,17.422,17.533,16.375,15.546,14.417,12.695,11.622,9.131,7.206,0.0,0.0,0.00,0.00,0.218,QSO,3061.1,Alp,-0.058
232.358241,2.279625,J152925.97+021646.6,17.727,17.664,17.523,17.479,17.09,16.16,15.321,14.234,12.518,11.511,8.887,6.406,0.0,0.0,0.00,0.00,0.263,QSO,4405.5,Alp,-0.026
232.541005,13.582655,J153009.84+133457.5,20.102,18.703,17.712,17.159,16.889,16.324,15.789,14.623,13.876,13.013,10.097,7.915,0.0,0.0,0.00,0.00,0.161,QSO,5796.8,Alp-gal,0.089
232.630246,12.126125,J153031.25+120734.0,18.874,18.43,17.724,17.249,17.06,15.894,14.998,14.356,13.517,12.8,10.269,8.115,0.0,0.0,0.00,0.00,0.198,QSO,4040.0,Alp-gal,-0.044
232.825292,7.457744,J153118.07+072727.8,14.988,14.002,13.449,13.101,12.791,13.88,13.054,12.435,10.929,10.238,7.006,4.872,0.0,0.0,0.00,0.00,0.034,QSO,4248.0,Alp,0.007
232.925472,5.300425,J153142.11+051801.5,17.761,17.393,17.01,16.492,16.359,15.58,14.839,14.079,12.89,12.136,9.572,7.385,0.0,0.0,0.00,0.00,0.123,QSO,4343.1,Alp,0.022
233.026308,6.277252,J153206.31+061638.1,20.828,19.344,18.591,18.066,17.56,16.413,15.276,14.497,12.499,11.359,8.939,6.691,0.0,0.0,0.00,0.00,0.423,redQSO,5147.0,B,0.512
233.113122,4.322858,J153227.14+041922.2,18.329,17.897,17.419,16.811,16.781,16.013,15.285,14.383,13.013,12.272,9.349,6.322,0.0,0.0,0.00,0.00,0.114,QSO,5378.7,Alp-gal,-0.110
233.119998,4.899552,J153228.79+045358.3,17.722,17.743,17.539,17.123,17.31,16.235,15.443,14.506,12.884,11.928,9.316,6.587,11.27,12.13,5.19,5.67,0.218,QSO,10126.5,Alp,-0.002
233.309510,15.017568,J153314.28+150103.2,17.86,17.31,16.886,16.463,16.337,15.329,14.761,14.336,13.347,12.601,9.292,6.813,0.0,0.0,0.00,0.00,0.091,QSO,6592.6,Alp-gal,-0.238
233.392480,7.584910,J153334.19+073505.6,25.162,22.656,20.841,19.521,18.51,16.98,15.824,14.443,13.27,11.943,8.419,6.235,0.0,0.0,0.00,0.00,0.785,redQSO,43572.2,B,0.994
233.394577,5.219863,J153334.69+051311.5,17.328,16.621,16.088,15.772,15.569,14.569,13.804,13.19,13.185,12.58,9.811,8.325,2.2,3.1,1.13,1.43,0.037,QSO,6926.7,Alp-gal,-0.226
233.502446,2.937759,J153400.58+025615.9,17.777,17.503,17.522,17.422,17.267,16.299,15.62,14.456,13.066,11.945,9.022,6.499,0.0,0.0,0.00,0.00,0.430,QSO,3625.5,B,-0.029
233.785374,13.291816,J153508.48+131730.5,18.457,16.824,15.965,15.497,15.192,14.988,14.161,13.503,12.547,11.89,8.939,6.427,1.93,1.71,1.09,1.12,0.094,QSO,6179.4,Alp-gal,0.065
233.904267,11.951011,J153537.02+115703.6,17.746,17.475,17.409,17.275,17.054,16.046,15.713,14.599,14.46,13.443,10.115,8.029,0.0,0.0,0.00,0.00,2.164,QSO,5957.8,B,0.005
234.053322,3.712719,J153612.79+034245.7,18.274,18.097,17.957,17.891,17.456,16.602,15.785,14.699,13.854,12.781,9.9,7.52,0.0,0.0,0.00,0.00,0.365,QSO,5484.1,Alp,0.020
234.150925,4.690843,J153636.22+044127.0,17.736,17.219,16.915,16.743,16.3,15.46,14.854,14.098,12.929,12.061,9.444,6.747,0.0,0.0,0.00,0.00,0.389,QSO,8387.8,Alp,0.199
234.187110,14.208303,J153644.90+141229.8,17.49,17.347,17.51,17.501,17.067,16.071,15.389,14.04,12.588,11.514,9.064,6.96,0.0,0.0,0.00,0.00,0.397,QSO,4494.7,Alp,-0.175
234.274803,0.923021,J153705.95+005522.8,17.718,17.124,16.663,16.253,16.122,15.02,14.249,13.472,12.497,11.674,8.314,6.232,1.24,1.01,0.00,0.00,0.136,QSO,2314.7,Alp-gal,-0.277
234.311329,12.197469,J153714.71+121150.8,20.153,18.4,17.426,16.992,16.675,15.837,15.036,14.561,14.067,13.491,10.337,7.452,0.0,0.0,0.00,0.00,0.148,QSO,1606.9,B-gal,0.169
234.313941,2.513783,J153715.34+023049.6,17.747,17.444,17.498,17.311,17.235,16.371,15.458,14.583,12.719,11.602,8.467,5.751,0.0,0.0,0.00,0.00,0.480,QSO,3384.4,B,-0.041
234.382934,5.420555,J153731.90+052513.9,17.511,17.199,16.717,16.857,15.9,15.628,14.929,14.149,12.573,11.462,8.705,6.435,3.65,3.7,1.75,2.00,0.307,QSO,5831.0,Alp,0.147
234.571082,11.546540,J153817.05+113247.5,18.381,17.678,17.13,16.688,16.496,15.638,14.871,14.5,13.509,12.951,9.689,7.536,0.0,0.0,0.00,0.00,0.093,QSO,1630.9,B-gal,-0.135
235.031355,2.738961,J154007.52+024420.2,17.696,17.241,16.885,16.755,16.552,15.387,15.082,14.03,12.211,10.8,8.009,5.706,0.0,0.0,0.00,0.00,0.814,QSO,5386.8,B,0.114
235.032690,14.193649,J154007.84+141137.1,16.821,16.71,16.469,16.005,15.998,14.973,14.218,13.442,12.37,11.526,8.679,6.301,20.65,21.48,11.97,12.30,0.119,QSO,5722.9,Alp,0.028
235.543359,13.132725,J154210.40+130757.8,17.66,17.485,17.223,16.476,16.663,15.362,14.695,13.993,12.488,11.694,9.316,6.871,0.0,0.0,0.00,0.00,0.093,QSO,4168.3,Alp,0.059
235.559466,9.948542,J154214.27+095654.7,18.356,17.458,16.905,16.515,16.268,15.263,14.592,13.875,13.263,12.585,10.065,7.561,0.0,0.0,0.00,0.00,0.050,QSO,1499.3,B-gal,-0.129
235.595836,12.987042,J154223.00+125913.3,23.962,23.958,21.599,20.887,19.824,16.251,15.267,14.53,13.723,12.976,10.051,7.507,0.0,0.0,0.00,0.00,2.520,redQSO,6011.9,w2m,0.529
235.650512,7.509326,J154236.12+073033.5,17.689,17.06,16.414,15.942,15.72,14.792,13.989,13.375,12.436,11.624,8.407,5.776,0.0,0.0,0.00,0.00,0.099,QSO,3094.6,Alp-gal,-0.223
235.891440,10.375521,J154333.94+102231.8,17.891,17.4,17.297,17.135,17.085,16.102,15.254,14.244,12.348,11.294,8.919,6.857,0.0,0.0,0.00,0.00,0.486,QSO,3344.8,B,0.032
235.966374,16.406160,J154351.92+162422.1,16.925,16.45,16.242,16.122,15.9,14.694,14.315,13.233,11.21,9.887,7.268,5.085,12.48,12.45,5.28,6.31,0.848,QSO,4027.4,B,0.095
236.069898,7.717632,J154416.77+074303.4,18.007,17.558,17.35,17.371,16.953,16.134,15.711,14.407,12.981,11.851,9.178,7.13,0.0,0.0,0.00,0.00,0.330,QSO,2670.3,Alp,0.073
236.256148,11.588311,J154501.47+113517.9,17.975,17.761,17.356,17.01,16.874,16.055,15.324,14.462,13.25,12.262,9.153,6.451,0.0,0.0,0.00,0.00,0.237,QSO,8187.7,Alp,0.117
236.358541,14.199805,J154526.04+141159.2,18.571,18.195,17.64,17.413,17.005,15.987,15.317,14.64,13.552,12.545,9.226,6.692,1.19,1.16,0.00,0.00,0.285,QSO,6867.0,Alp-gal,-0.162
236.399468,1.832834,J154535.87+014958.2,19.797,19.009,17.748,17.255,16.874,16.077,15.363,14.488,13.564,12.907,10.783,7.587,794.91,848.31,382.78,464.65,0.250,QSO,12000.0,Alp-gal,0.234
236.448148,12.367138,J154547.55+122201.6,18.068,17.866,17.437,16.953,16.859,15.823,14.935,13.983,12.648,11.636,8.49,6.056,0.0,0.0,0.00,0.00,0.183,QSO,4295.5,Alp,0.112
236.472856,9.605695,J154553.48+093620.5,16.768,16.487,16.618,16.621,16.711,15.687,15.165,14.457,12.475,11.338,8.933,6.715,0.0,0.0,0.00,0.00,0.666,QSO,8758.9,B,-0.093
236.529020,3.799164,J154606.96+034756.9,18.162,17.572,16.942,16.358,16.167,15.423,14.524,13.575,11.812,10.938,8.621,6.49,0.0,0.0,0.00,0.00,0.127,QSO,6429.2,Alp-gal,-0.323
