TARGETID,RA,DEC,Z,SPECTYPE,EBV,EBV_ERR,MAD,SIXMICRON_LUM,L6_Z_MATCH_BIN,144_LUM,EDR?,JName,ra_x,dec_x,yAperMag3,j_1AperMag3,hAperMag3,kAperMag3,yAperMag3Err,j_1AperMag3Err,hAperMag3Err,kAperMag3Err,sourceID,mode,epoch,mergedClass,angDist,JName_x,ra_xa,dec_xa,yAperMag3_x,j_1AperMag3_x,hAperMag3_x,kAperMag3_x,yAperMag3Err_x,j_1AperMag3Err_x,hAperMag3Err_x,kAperMag3Err_x,sourceID_x,mode_x,epoch_x,mergedClass_x,angDist_x,objID,RAJ2000,DEJ2000,errHalfMaj,errHalfMin,errPosAng,f_objID,Qual,Epoch_xa,Ns,Nd,gmag,e_gmag,gKmag,e_gKmag,gFlags,rmag,e_rmag,rKmag,e_rKmag,rFlags,imag,e_imag,iKmag,e_iKmag,iFlags,zmag,e_zmag,zKmag,e_zKmag,zFlags,ymag,e_ymag,yKmag,e_yKmag,yFlags,angDist_xa,AllWISE,RAJ2000_x,DEJ2000_x,eeMaj,eeMin,eePA,W1mag,W2mag,W3mag,W4mag,Jmag,Hmag,Kmag,e_W1mag,e_W2mag,e_W3mag,e_W4mag,e_Jmag,e_Hmag,e_Kmag,ID,ccf,ex,var,qph,pmRA,e_pmRA,pmDE,e_pmDE,d2M,angDist_xb,RAJ2000_xa,DEJ2000_xa,name,objid_x,phID,Cat,RAfdeg,DEfdeg,FUVexp,NUVexp,GLON,GLAT,tile,img,sv,r.fov,Obs,b,E(B-V),Sp?,chkf,FUVmag,e_FUVmag,NUVmag,e_NUVmag,FUV.a,e_FUV.a,NUV.a,e_NUV.a,FUV.4,e_FUV.4,NUV.4,e_NUV.4,FUV.6,e_FUV.6,NUV.6,e_NUV.6,Fafl,Nafl,Fexf,Nexf,Fflux,e_Fflux,Nflux,e_Nflux,FXpos,FYpos,NXpos,NYpos,Fima,Nima,Fr,Nr,nS/G,fS/G,nell,fell,nPA,e_nPA,fPA,e_fPA,Fnr,F3r,Nar,Narms,Nbrms,Far,Farms,Fbrms,w_NUV,w_FUV,Prob,Sep,Nerr,Ferr,Ierr,Nperr,Fperr,CV,G,N,primid,groupid,Gd,Nd_x,primidd,groupidd,grouptot,OName,Size,angDist_xc
39628516530063023,141.10128788191054,31.836430985620115,1.042299934646516,QSO,0.09070055998449877,0.0,1.72907140397679E-5,45.15363550246852,2,0.0,true,J092424.31+315011.3,141.10131,31.836477,18.721,18.311,17.882,16.965,0.06,0.045,0.086,0.053,433793610269,1,2008.795,-1,0.179086,J092424.31+315011.3,141.10131,31.836477,18.721,18.311,17.882,16.965,0.06,0.045,0.086,0.053,433793610269,1,2008.795,-1,0.179086,146201411012954350,141.10128794,31.83642924,0.01,0.004,90.0,436527248,52,55968.35917824,5,87,19.6139,0.0196,19.7123,0.0217,115000,19.2104,0.0179,19.2933,0.0211,115000,19.4425,0.0254,19.4443,0.0237,115000,19.3639,0.0361,19.4531,0.0623,115000,19.1418,0.0406,19.2637,0.0968,115000,0.006287,J092424.31+315011.3,141.1013077,31.8364733,0.1069,0.0977,7.8,15.509,14.409,11.13,8.41,,,,0.044,0.055,0.157,0.4,,,,1411131801351032672,0000,0,11nn,AABC,395,342,-567,378,,0.163957,141.101424,31.836446,GALEX J092424.3+315011,6378445259433575494,6378445259432525824,AIS,140.871921,32.112617,220.0,220.0,193.9373,45.1164,50214,1441,45,0.337893,true,1,0.0216,0,0,,,20.7409,0.1438,,,0.6609,0.1438,,,0.714,0.133,,,0.6936,0.1764,0,0,0,0,,,18.3505,2.43066,,,1493.36,1254.06,,7.922,,0.003,0.9786,0.0,0.2038,,39.54,48.69,,,10.6372,1.39502,3.5,8.29E-4,6.6E-4,,,,165.2,196.4,,,0.61,,,0.22,,C,0,1,6378445259433575424,6378445259433575494,0,1,6378445259433575424,6378445259433575494,6378445259433575494,N,0.0,0.420127
39628516530065466,141.22264317213592,31.83151512346672,1.4595985073443503,QSO,0.029844453750855093,0.0074794099356807284,3.179307592357032E-5,45.299812530735565,,0.0,true,J092453.44+314953.5,141.222669,31.831548,18.653,18.057,17.376,17.031,0.058,0.034,0.053,0.056,433793613179,1,2008.7471,-1,0.142031,J092453.44+314953.5,141.222669,31.831548,18.653,18.057,17.376,17.031,0.058,0.034,0.053,0.056,433793613179,1,2008.7471,-1,0.142031,146191412226548449,141.22264046,31.83151108,0.014,0.014,0.0,436527256,52,55858.38400463,5,79,19.7646,0.0219,19.8252,0.0227,115000,19.5378,0.0135,19.6241,0.016,115000,19.3388,0.0284,19.4646,0.0426,115000,19.3182,0.0229,19.3901,0.0401,115000,19.1174,0.0651,19.1556,0.0712,115000,0.016754,J092453.42+314953.3,141.2225877,31.831473,0.1196,0.1089,6.5,15.703,14.512,11.633,8.314,,,,0.049,0.058,0.257,,,,,1411131801351032676,0000,0,00nn,AABU,-87,377,433,420,,0.227564,141.22276,31.831552,GALEX J092453.4+314953,6378445259433575486,6378445259432525824,AIS,140.871921,32.112617,220.0,220.0,193.9642,45.2179,50214,1441,45,0.409357,true,1,0.0209,0,0,,,20.9981,0.1741,,,0.9181,0.1741,,,1.0786,0.1632,,,0.8181,0.1897,0,2,0,0,,,14.4797,2.32123,,,1245.93,1242.93,,11.485,,0.005,0.9908,0.0,0.4276,,21.67,25.06,,,11.5979,2.66414,3.5,0.001066,6.11E-4,,,,168.0,200.9,,,0.8,,,0.33,,C,0,1,6378445259433575424,6378445259433575486,0,1,6378445259433575424,6378445259433575486,6378445259433575486,N,0.0,0.380303
39628516534260147,141.56735406943406,31.72935672967767,0.5507359379918848,QSO,0.11914826871627837,0.0,2.416075474252017E-5,44.02695050887151,,0.0,true,J092616.16+314345.7,141.567357,31.729381,19.173,19.408,,17.603,0.097,0.135,,0.102,433793618526,1,2008.8871,-2,0.087728,J092616.16+314345.7,141.567357,31.729381,19.173,19.408,,17.603,0.097,0.135,,0.102,433793618526,1,2008.8871,-2,0.087728,146071415673205865,141.56736562,31.72935887,0.02,0.01,90.0,436527248,52,56212.00341435,5,42,20.8127,0.0612,20.8345,0.0582,115000,20.7533,0.0538,20.7834,0.0568,115000,20.3065,0.0543,20.4842,0.0664,115000,20.2581,0.096,20.1091,0.1592,115000,20.0771,0.0883,20.1622,0.1537,115000,0.036197,J092616.15+314345.0,141.5673038,31.7291823,0.1707,0.1537,12.3,16.214,15.32,11.927,9.191,,,,0.063,0.092,0.28,,,,,1411131801351030225,0000,0,00nn,AABU,498,581,-438,646,,0.646543,141.567351,31.729207,GALEX J092616.1+314345,6378445258361931833,6378445258358784000,AIS,141.926529,31.913642,319.1,428.15,194.1652,45.4942,50214,1409,44,0.356592,true,3,0.0209,0,0,21.2077,0.1921,20.8187,0.1109,2.3877,0.1921,0.7387,0.1109,2.4007,0.1944,0.7951,0.0939,2.5034,0.232,0.7436,0.1267,256,256,0,0,11.9377,2.11196,17.0813,1.74407,2651.55,1437.57,2651.55,1437.01,6.927,6.959,0.003,0.003,0.9776,0.9833,0.2082,0.0276,-20.36,-21.43,71.29,70.92,5.33137,3.11774,3.5,9.38E-4,7.43E-4,3.5,6.62E-4,6.44E-4,349.3,261.3,0.53,0.84,0.59,0.84,0.75,0.2,0.12,C,0,1,6378445258361931776,6378445258361931833,0,1,6378445258361931776,6378445258361931833,6378445258361931833,N,0.0,0.537333
39628516559424690,143.26325011158113,31.770884430302694,1.7594768864418542,QSO,-0.009029255863869767,0.0,4.524959583653224E-5,45.78322430429656,,0.0,true,J093303.18+314615.3,143.26329,31.770929,18.211,17.875,17.648,17.024,0.043,0.027,0.068,0.055,433793623970,1,2008.5507,-1,0.201422,J093303.18+314615.3,143.26329,31.770929,18.211,17.875,17.648,17.024,0.043,0.027,0.068,0.055,433793623970,1,2008.5507,-1,0.201422,146121432632505681,143.26324974,31.77088162,0.008,0.004,90.0,436527256,52,56036.85829861,5,69,19.032,0.0362,19.1119,0.041,115000,19.4748,0.0206,19.5973,0.013,115000,18.9776,0.0353,19.0879,0.0357,115000,19.0591,0.0215,19.1211,0.025,115000,18.9246,0.0396,18.9383,0.0757,115000,0.010181,J093303.16+314615.1,143.2631872,31.770884,0.0998,0.0924,10.2,15.509,14.357,11.3,8.935,,,,0.042,0.049,0.158,0.478,,,,1429131801351030133,d000,0,00nn,AABC,224,314,280,341,,0.192644,143.263379,31.770786,GALEX J093303.2+314614,6378445257288190706,6378445257285042176,AIS,142.958624,31.739645,219.0,219.0,194.3751,46.9296,50214,1377,43,0.260999,true,3,0.0185,0,0,20.3605,0.1501,20.0311,0.0911,1.5405,0.1501,-0.0489,0.0911,1.7005,0.163,0.006,0.0883,1.5286,0.1573,-0.0671,0.1014,0,0,0,0,26.0497,3.60117,35.284,2.95976,1303.89,1971.76,1303.74,1971.89,5.704,3.466,0.002,0.001,0.9833,0.9834,0.1963,0.2302,-15.15,-18.96,51.06,51.21,5.47767,3.1011,3.5,8.47E-4,6.8E-4,3.5,8.73E-4,6.72E-4,175.7,217.8,0.77,0.48,0.53,0.78,0.67,0.12,0.09,C,0,1,6378445257288190976,6378445257288190706,0,1,6378445257288190976,6378445257288190706,6378445257288190706,N,0.0,0.529255
39628517293425632,194.41056774891823,31.83493371880137,1.3085074614409453,QSO,-0.06844362189063541,0.0,2.871310634976353E-5,45.30056548749999,,0.0,true,J125738.55+315005.8,194.410658,31.834951,19.223,19.227,18.214,17.77,0.069,0.126,0.117,0.126,433793530054,1,2010.2804,-2,0.282637,J125738.55+315005.8,194.410658,31.834951,19.223,19.227,18.214,17.77,0.069,0.126,0.117,0.126,433793530054,1,2010.2804,-2,0.282637,146201944106762412,194.41056617,31.834934,0.014,0.012,0.0,436527248,52,56282.14289352,5,59,19.9272,0.0501,19.9245,0.0401,115000,19.7086,0.0345,19.7611,0.0278,115000,19.5606,0.0186,19.6353,0.0247,115000,19.6163,0.0407,19.7016,0.0911,115000,19.7422,0.079,20.0379,0.079,115000,0.004934,J125738.56+315006.1,194.4107018,31.8350519,0.1727,0.1574,15.1,16.489,15.191,11.567,8.915,,,,0.07,0.079,0.197,,,,,1941131801351029314,0000,0,0nnn,AABU,-535,616,287,669,,0.59073,194.410664,31.834824,GALEX J125738.5+315005,6374891635705121341,6374891635704070144,AIS,194.692901,31.839426,105.0,211.3,107.2989,85.1037,50113,1377,43,0.239819,true,1,0.0139,0,0,,,21.0965,0.1735,,,1.0165,0.1735,,,0.9211,0.1448,,,1.1878,0.2507,0,0,0,0,,,13.2252,2.11348,,,2515.3,1900.62,,4.908,,0.002,0.9827,0.0,0.1274,,-64.74,-60.6,,,10.2509,4.24317,3.5,7.63E-4,6.66E-4,,,,169.8,99.2,,,0.63,,,0.23,,C,0,1,6374891635705121792,6374891635705121341,0,1,6374891635705121792,6374891635705121341,6374891635705121341,N,0.0,0.49077
39628517301813556,194.96968492484956,31.751778244307406,1.4179101402300305,QSO,-0.0942369234753263,0.052173029873028264,8.827259877207179E-5,45.474757401743496,,0.0,true,J125952.73+314506.3,194.969718,31.751774,19.355,18.822,17.795,17.206,0.084,0.098,0.1,0.083,433793740842,1,2010.2802,-1,0.102359,J125952.73+314506.3,194.969718,31.751774,19.355,18.822,17.795,17.206,0.084,0.098,0.1,0.083,433793740842,1,2010.2802,-1,0.102359,146101949697152726,194.96968104,31.7517793,0.01,0.009,0.0,436527248,52,56409.03060185,5,62,20.1421,0.0326,20.1754,0.05,115000,19.5574,0.0112,19.6663,0.0223,115000,19.6502,0.0225,19.7239,0.0197,115000,19.761,0.0163,19.7961,0.0994,115000,19.9908,0.029,19.7941,0.1053,115000,0.012485,J125952.69+314506.5,194.969557,31.7518269,0.0787,0.0743,4.1,15.317,13.957,11.022,8.501,,,,0.038,0.037,0.104,0.338,,,,1941131801351026368,0000,0,000n,AAAB,465,241,46,257,,0.428836,194.969571,31.751988,GALEX J125952.6+314507,6374891635705120949,6374891635704070144,AIS,194.692901,31.839426,105.0,211.3,101.7676,85.0248,50113,1377,43,0.250881,true,1,0.014,0,0,,,19.7844,0.0888,,,-0.2956,0.0888,,,-0.0267,0.0922,,,-0.3148,0.0898,0,0,0,0,,,44.2825,3.61955,,,1375.21,1701.69,,9.04,,0.004,0.9825,0.0,0.2622,,72.75,75.79,,,2.19039,48.4884,3.5,0.001158,8.54E-4,,,,160.6,94.5,,,0.58,,,0.18,,C,0,1,6374891635705120768,6374891635705120949,0,1,6374891635705120768,6374891635705120949,6374891635705120949,N,0.0,0.831037
39628517310203140,195.62986221018426,31.716744093077878,1.8423309849000262,QSO,-0.03396483321962063,0.0,2.9494927675656303E-5,45.78932091172922,,8.888698819379553E24,true,J130231.17+314300.3,195.629896,31.716753,18.575,18.325,18.0,17.423,0.045,0.064,0.124,0.104,433793736625,1,2010.2802,-1,0.10812,J130231.17+314300.3,195.629896,31.716753,18.575,18.325,18.0,17.423,0.045,0.064,0.124,0.104,433793736625,1,2010.2802,-1,0.10812,146061956299030667,195.62985413,31.71674679,0.02,0.018,0.0,436527256,52,56303.72568287,5,77,19.2368,0.0778,19.393,0.0857,115000,19.1449,0.0089,19.2049,0.0146,115000,18.9697,0.0167,19.0207,0.0252,115000,19.2002,0.0146,19.1606,0.0451,115000,19.0203,0.0271,19.1832,0.0511,115000,0.026581,J130231.18+314300.1,195.6299483,31.7167137,0.134,0.1229,17.4,16.185,14.736,11.393,8.473,,,,0.059,0.059,0.147,0.273,,,,1958131801351036328,0000,0,00nn,AABB,241,457,793,496,,0.285288,195.630004,31.716902,GALEX J130231.2+314300,6374891634633476871,6374891634630328320,AIS,195.79446,31.692356,177.1,177.1,95.8609,84.816,50113,1345,42,0.14205,true,3,0.0099,0,0,21.8593,0.3131,20.4524,0.1234,3.0393,0.3131,0.3724,0.1234,3.1158,0.3215,0.3573,0.1139,3.359,0.4855,0.3355,0.1402,0,0,0,0,6.55071,1.88844,23.9346,2.72046,2178.84,1924.15,2178.72,1924.3,7.536,8.536,0.003,0.004,0.9932,0.9994,0.1293,0.2736,21.65,28.84,-60.7,-60.75,10.196,2.05107,3.5,7.6E-4,6.62E-4,3.5,6.16E-4,4.48E-4,139.4,168.7,0.967,0.25,0.55,1.21,1.01,0.15,0.19,C,0,1,6374891634633477120,6374891634633476871,0,1,6374891634633477120,6374891634633476871,6374891634633476871,N,0.0,0.715416
39628517310205631,195.7801469859868,31.825846468256476,1.6374641842303215,QSO,-0.0012787896047747882,0.0,3.8591120145201944E-5,45.598416439068714,,0.0,true,J130307.23+314933.0,195.780152,31.825853,18.359,18.044,17.37,17.199,0.03,0.036,0.038,0.063,433793586046,1,2010.144,1,0.028183,J130307.23+314933.0,195.780152,31.825853,18.359,18.044,17.37,17.199,0.03,0.036,0.038,0.063,433793586046,1,2010.144,1,0.028183,146191957801271613,195.78014306,31.8258476,0.018,0.008,0.0,436527256,52,56255.36081019,5,81,18.8072,0.0091,18.8922,0.0175,115000,18.8037,0.0189,18.8189,0.0148,115000,18.6323,0.0072,18.7389,0.0071,115000,18.7565,0.0126,18.8787,0.0266,115000,18.8464,0.0251,19.0051,0.0471,115000,0.012681,J130307.23+314933.1,195.7801439,31.8258875,0.0999,0.0909,17.9,15.755,14.327,11.447,8.819,,,,0.045,0.044,0.192,,,,,1958131801351033693,0000,0,01nn,AABU,187,310,-306,338,,0.148028,195.780268,31.825774,GALEX J130307.2+314932,6374891634633477444,6374891634630328320,AIS,195.79446,31.692356,177.1,177.1,95.212,84.6591,50113,1345,42,0.133962,true,3,0.0123,0,0,21.0584,0.2169,20.0391,0.0999,2.2384,0.2169,-0.0409,0.0999,2.3001,0.2246,-0.029,0.0955,2.2875,0.2409,-0.0599,0.1105,0,0,0,0,13.6976,2.73567,35.0225,3.22243,1871.61,2185.49,1872.0,2185.45,5.899,3.449,0.002,0.001,0.9836,0.9823,0.0383,0.2404,0.75,-11.15,48.25,48.25,6.37507,2.3007,3.5,7.7E-4,7.41E-4,3.5,7.25E-4,5.51E-4,137.1,162.2,0.681,0.71,0.53,0.91,0.78,0.13,0.13,C,0,1,6374891634633477120,6374891634633477444,0,1,6374891634633477120,6374891634633477444,6374891634633477444,N,0.0,0.454781
39628517314401155,196.07588451532914,31.743654453933395,0.7389656679062323,QSO,0.08342526456238963,0.003736078763725044,1.7441525893938624E-5,44.40246410039755,2,0.0,true,J130418.20+314437.3,196.075857,31.743704,19.391,19.066,18.387,17.28,0.077,0.103,0.154,0.081,433793768376,1,2010.2802,-1,0.197231,J130418.20+314437.3,196.075857,31.743704,19.391,19.066,18.387,17.28,0.077,0.103,0.154,0.081,433793768376,1,2010.2802,-1,0.197231,146091960758842957,196.07588226,31.74365532,0.011,0.01,0.0,436527248,52,56162.03354167,5,57,20.0259,0.0192,20.1435,0.0417,115000,20.0599,0.0458,20.1389,0.0368,115000,20.1509,0.0365,20.2394,0.0433,115000,19.8708,0.0164,19.9424,0.0328,115000,19.9019,0.0304,19.9148,0.1747,115000,0.007576,J130418.19+314437.1,196.0758172,31.7436429,0.13,0.12,16.0,15.953,15.043,12.503,9.291,,,,0.051,0.067,0.409,,,,,1958131801351030968,0000,0,11nn,AACU,-170,419,436,453,,0.210139,196.075907,31.74394,GALEX J130418.2+314438,6374891634633477039,6374891634630328320,AIS,195.79446,31.692356,177.1,177.1,92.4553,84.6015,50113,1345,42,0.244906,true,3,0.0124,0,0,21.4132,0.2561,20.6226,0.1363,2.5932,0.2561,0.5426,0.1363,2.6196,0.2548,0.5979,0.1298,2.5402,0.2774,0.5464,0.1601,0,0,0,0,9.87926,2.33006,20.4625,2.56887,1268.38,1990.39,1268.56,1990.0,4.259,5.286,0.002,0.002,0.9834,0.981,0.1747,0.1553,28.75,34.42,1.73,1.91,4.60553,2.42616,3.5,8.08E-4,6.67E-4,3.5,6.39E-4,5.4E-4,142.3,163.2,0.749,0.68,0.59,1.02,0.88,0.19,0.15,C,0,1,6374891634633477120,6374891634633477039,0,1,6374891634633477120,6374891634633477039,6374891634633477039,N,0.0,1.030884
39628517322787445,196.54312860981776,31.65037996524669,0.8788796559816586,QSO,0.09720475931683248,0.007814805558916154,4.615574633513268E-5,44.459448844867666,,0.0,true,J130610.37+313901.3,196.543215,31.65038,19.585,18.725,18.418,17.347,0.091,0.075,0.159,0.088,433793781680,1,2010.2803,1,0.264859,J130610.37+313901.3,196.543215,31.65038,19.585,18.725,18.418,17.347,0.091,0.075,0.159,0.088,433793781680,1,2010.2803,1,0.264859,145981965432120997,196.54312114,31.6503774,0.022,0.01,0.0,436527248,52,56231.44780093,5,50,20.6366,0.0382,20.5988,0.069,115000,20.6672,0.0228,20.7838,0.0286,115000,20.6656,0.04,20.587,0.051,16892216,20.2692,0.084,20.0384,0.1314,115000,19.8707,0.0921,,,115000,0.024684,J130610.34+313901.3,196.5431243,31.6503693,0.1138,0.1043,16.2,15.805,14.869,12.472,9.005,,,,0.045,0.058,0.39,,,,,1958131801351028129,0000,0,00nn,AACU,-164,368,102,400,,0.040631,196.543423,31.650425,GALEX J130610.4+313901,6374891633559735426,6374891633556586496,AIS,196.811161,31.58967,216.0,216.0,88.4522,84.4554,50113,1313,41,0.235946,true,3,0.011,0,0,22.5081,0.4516,21.2451,0.1787,3.6881,0.4516,1.1651,0.1787,3.6921,0.4809,1.1474,0.1597,3.4992,0.5519,1.1678,0.2344,0,0,0,0,3.60385,1.49859,11.5337,1.89806,2469.51,2097.22,2468.4,2096.43,6.083,4.829,0.003,0.002,0.9843,0.9292,0.0483,0.2803,-25.25,-15.09,-70.4,-70.51,5.21034,3.91018,3.5,6.76E-4,6.43E-4,3.5,5.01E-4,3.6E-4,174.5,199.1,0.191,2.12,0.63,1.4,1.18,0.23,0.24,C,0,1,6374891633559735296,6374891633559735426,0,1,6374891633559735296,6374891633559735426,6374891633559735426,N,0.0,0.916935
39628517331176974,197.22643791721885,31.691506762268492,0.9503844969629742,QSO,0.029891566759781885,0.020863108857048677,1.824945576586228E-5,44.810650658952234,2,0.0,true,J130854.35+314129.5,197.226474,31.691533,19.327,18.47,17.99,17.273,0.064,0.048,0.069,0.077,433793776268,1,2010.1439,1,0.145428,J130854.35+314129.5,197.226474,31.691533,19.327,18.47,17.99,17.273,0.064,0.048,0.069,0.077,433793776268,1,2010.1439,1,0.145428,146031972264710398,197.22643412,31.69150785,0.014,0.013,0.0,436527248,52,56213.18804398,5,64,20.1783,0.0172,20.263,0.0169,115000,20.1607,0.0315,20.2685,0.0334,115000,20.0264,0.0167,20.0429,0.0428,115000,19.8935,0.0297,19.9518,0.0369,115000,19.6284,0.0546,19.7626,0.0976,115000,0.012273,J130854.36+314129.3,197.2265311,31.6914747,0.1244,0.1147,14.3,15.893,14.913,11.635,8.603,,,,0.05,0.064,0.198,0.326,,,,1976131801351035483,0000,0,00nn,AABB,615,416,-158,450,,0.30806,197.226493,31.691516,GALEX J130854.3+314129,6374891633559735724,6374891633556586496,AIS,196.811161,31.58967,216.0,216.0,84.1665,84.0603,50113,1313,41,0.36797,true,3,0.012,0,0,21.0803,0.2325,20.5234,0.1199,2.2603,0.2325,0.4434,0.1199,2.2599,0.2275,0.5832,0.1172,2.154,0.2412,0.37,0.1279,256,0,0,0,13.4244,2.87377,22.42,2.47469,1073.09,2196.03,1073.22,2195.99,5.463,6.694,0.002,0.003,0.9829,0.9831,0.2306,0.1305,-26.36,-29.45,33.74,33.86,11.8293,2.45851,3.5,9.38E-4,7.21E-4,3.5,6.62E-4,5.76E-4,183.1,187.9,0.937,0.29,0.6,0.84,0.75,0.2,0.11,C,0,1,6374891633559735296,6374891633559735724,0,1,6374891633559735296,6374891633559735724,6374891633559735724,N,0.0,0.171075
39628517402480767,202.23421080160156,31.80408135677287,1.9172104190020323,QSO,-0.025250699842471303,0.0,2.541029179953766E-5,45.80038793109072,,8.98104760301911E24,true,J132856.22+314814.8,202.234275,31.804137,17.824,17.415,17.163,16.597,0.025,0.03,0.032,0.037,433793596572,1,2010.1467,-1,0.280742,J132856.22+314814.8,202.234275,31.804137,17.824,17.415,17.163,16.597,0.025,0.03,0.032,0.037,433793596572,1,2010.1467,-1,0.280742,146162022342225475,202.23421078,31.80408063,0.008,0.005,90.0,436527256,52,56169.20395833,5,85,18.7582,0.0055,18.8198,0.0094,115000,18.6533,0.0102,18.7296,0.0126,115000,18.4464,0.0074,18.5125,0.0107,115000,18.4012,0.0093,18.4457,0.0264,115000,18.3692,0.0126,18.427,0.0362,115000,0.002617,J132856.19+314814.5,202.2341599,31.8040399,0.0814,0.0769,12.9,15.543,14.205,11.084,8.345,,,,0.038,0.039,0.121,0.26,,,,2029131801351038271,0000,0,00nn,AABB,387,278,1,290,,0.215609,202.23424,31.804376,GALEX J132856.2+314815,6379324873030765540,6379324873029713920,AIS,202.024323,31.710737,143.0,143.0,64.9898,80.599,50239,1569,49,0.20156,true,1,0.0115,0,0,,,19.5575,0.0899,,,-0.5225,0.0899,,,-0.3039,0.092,,,-0.4821,0.0965,0,0,0,0,,,54.5759,4.51988,,,1479.27,2147.47,,5.142,,0.002,0.9833,0.0,0.3346,,-17.53,-12.39,,,13.5937,8.46155,3.5,0.001158,7.7E-4,,,,118.2,149.9,,,0.57,,,0.16,,C,0,1,6379324873030765568,6379324873030765540,0,1,6379324873030765568,6379324873030765540,6379324873030765540,N,0.0,1.063164
39628517406675186,202.53397835548012,31.75796945055316,1.1802317675260274,QSO,-0.004093055150199254,0.0,3.467785288840199E-5,45.22682702282882,,0.0,true,J133008.16+314528.7,202.53402,31.757985,19.318,19.051,18.446,17.521,0.06,0.078,0.117,0.098,433793784278,1,2010.144,-2,0.139069,J133008.16+314528.7,202.53402,31.757985,19.318,19.051,18.446,17.521,0.06,0.078,0.117,0.098,433793784278,1,2010.144,-2,0.139069,146112025339460158,202.53398008,31.75796855,0.013,0.011,0.0,436527248,52,56223.09577546,5,62,20.4466,0.0233,20.5231,0.0357,115000,20.2353,0.0293,20.2681,0.021,115000,20.1632,0.0328,20.1957,0.0588,115000,20.1959,0.0204,20.1801,0.0539,115000,19.9277,0.1921,20.2423,0.0903,115000,0.006195,J133008.16+314529.2,202.5340075,31.7581263,0.1403,0.1291,12.4,16.244,15.28,12.189,8.618,,,,0.053,0.074,,,,,,2029131801351035877,0000,0,1nnn,AAUU,202,490,746,532,,0.571751,202.533805,31.757803,GALEX J133008.1+314528,6379324873030765353,6379324873029713920,AIS,202.024323,31.710737,143.0,143.0,64.0408,80.3929,50239,1569,49,0.435861,true,1,0.0101,0,0,,,21.0469,0.2096,,,0.9669,0.2096,,,1.1804,0.2006,,,0.9737,0.2469,0,0,0,0,,,13.8433,2.67227,,,867.72,2037.75,,9.266,,0.004,0.982,0.0,0.1904,,-75.66,-82.98,,,11.6801,31.7219,3.5,9.02E-4,7.31E-4,,,,128.7,146.7,,,0.9,,,0.34,,C,1,2,6379324873030765568,6379324873030765353+6379324871957024332,1,2,6379324873030765568,6379324873030765353+6379324871957024332,6379324873030765353+6379324871957024332,N,0.0,0.799669
39628517410865486,202.59077757999918,31.810727742749815,1.7927336781990606,QSO,-0.01702211079446575,0.0069956659441751555,6.994921602744316E-5,45.70400469143115,,3.3464413936632714E26,true,J133021.79+314838.6,202.590814,31.810748,19.902,,,18.245,0.148,,,0.166,433793581116,1,2010.1467,1,0.133416,J133021.79+314838.6,202.590814,31.810748,19.902,,,18.245,0.148,,,0.166,433793581116,1,2010.1467,1,0.133416,146172025908483431,202.59078055,31.81072606,0.08,0.036,0.0,444915712,53,56461.73265046,3,27,20.8508,0.06,20.8579,0.082,16892216,20.7523,0.0411,20.5995,0.0934,16892216,20.5539,0.0267,20.2412,0.1076,16892216,,,,,16416,,,,,16416,0.01092,J133021.83+314837.9,202.590987,31.8105349,0.1423,0.1302,17.9,16.203,15.517,12.634,8.654,,,,0.052,0.086,,,,,,2029131801351035933,0000,0,0nnn,AAUU,86,493,-69,537,,0.944626,202.590472,31.810915,GALEX J133021.7+314839,6379324873030765629,6379324873029713920,AIS,202.024323,31.710737,143.0,143.0,64.197,80.3261,50239,1569,49,0.491683,true,1,0.0096,0,0,,,22.1555,0.4075,,,2.0755,0.4075,,,1.9318,0.3262,,,2.125,0.6267,0,0,0,0,,,4.98664,1.87101,,,752.74,2165.8,,8.783,,0.004,0.9852,0.0,0.3654,,-52.01,-51.68,,,0.581108,1.70326,3.5,7.93E-4,5.03E-4,,,,129.4,143.5,,,1.25,,,0.48,,C,1,2,6379324873030765568,6379324873030765629+6379324871957024607,1,2,6379324873030765568,6379324873030765629+6379324871957024607,6379324873030765629+6379324871957024607,N,0.0,1.151799
