TARGETID,RA,DEC,Z,SPECTYPE,EBV,EBV_ERR,MAD,SIXMICRON_LUM,L6_Z_MATCH_BIN,144_LUM,EDR?,JName,ra_x,dec_x,yAperMag3,j_1AperMag3,hAperMag3,kAperMag3,yAperMag3Err,j_1AperMag3Err,hAperMag3Err,kAperMag3Err,sourceID,mode,epoch,mergedClass,angDist,JName_x,ra_xa,dec_xa,yAperMag3_x,j_1AperMag3_x,hAperMag3_x,kAperMag3_x,yAperMag3Err_x,j_1AperMag3Err_x,hAperMag3Err_x,kAperMag3Err_x,sourceID_x,mode_x,epoch_x,mergedClass_x,angDist_x,objID,RAJ2000,DEJ2000,errHalfMaj,errHalfMin,errPosAng,f_objID,Qual,Epoch_xa,Ns,Nd,gmag,e_gmag,gKmag,e_gKmag,gFlags,rmag,e_rmag,rKmag,e_rKmag,rFlags,imag,e_imag,iKmag,e_iKmag,iFlags,zmag,e_zmag,zKmag,e_zKmag,zFlags,ymag,e_ymag,yKmag,e_yKmag,yFlags,angDist_xa,AllWISE,RAJ2000_x,DEJ2000_x,eeMaj,eeMin,eePA,W1mag,W2mag,W3mag,W4mag,Jmag,Hmag,Kmag,e_W1mag,e_W2mag,e_W3mag,e_W4mag,e_Jmag,e_Hmag,e_Kmag,ID,ccf,ex,var,qph,pmRA,e_pmRA,pmDE,e_pmDE,d2M,angDist_xb,RAJ2000_xa,DEJ2000_xa,name,objid_x,phID,Cat,RAfdeg,DEfdeg,FUVexp,NUVexp,GLON,GLAT,tile,img,sv,r.fov,Obs,b,E(B-V),Sp?,chkf,FUVmag,e_FUVmag,NUVmag,e_NUVmag,FUV.a,e_FUV.a,NUV.a,e_NUV.a,FUV.4,e_FUV.4,NUV.4,e_NUV.4,FUV.6,e_FUV.6,NUV.6,e_NUV.6,Fafl,Nafl,Fexf,Nexf,Fflux,e_Fflux,Nflux,e_Nflux,FXpos,FYpos,NXpos,NYpos,Fima,Nima,Fr,Nr,nS/G,fS/G,nell,fell,nPA,e_nPA,fPA,e_fPA,Fnr,F3r,Nar,Narms,Nbrms,Far,Farms,Fbrms,w_NUV,w_FUV,Prob,Sep,Nerr,Ferr,Ierr,Nperr,Fperr,CV,G,N,primid,groupid,Gd,Nd_x,primidd,groupidd,grouptot,OName,Size,angDist_xc
39628362636853735,193.19400965169467,24.498295349671196,1.189235105598668,QSO,0.0875335158646745,0.0,2.5406514417878466E-5,45.15038889106652,,0.0,true,J125246.57+242954.0,193.194051,24.498338,19.281,19.05,18.35,17.488,0.075,0.102,0.109,0.081,433801493361,1,2010.1628,1,0.204766,J125246.57+242954.0,193.194051,24.498338,19.281,19.05,18.35,17.488,0.075,0.102,0.109,0.081,433801493361,1,2010.1628,1,0.204766,137391931940578543,193.19406368,24.49831774,0.012,0.01,90.0,436527248,52,55973.37913194,5,48,20.569,0.0276,20.7403,0.0742,115000,20.2469,0.0317,20.3653,0.0226,115000,20.0797,0.032,20.1556,0.035,115000,20.019,0.046,20.0461,0.0416,115000,19.8929,0.0524,19.7694,0.0771,115000,0.194482,J125246.54+242954.1,193.1939254,24.4983671,0.123,0.1115,9.7,15.882,14.757,11.699,8.622,,,,0.05,0.061,0.24,0.354,,,,1932124201351045788,0000,0,11nn,AABB,144,400,129,443,,0.377991,193.194381,24.498329,GALEX J125246.6+242953,6378621137270607596,6378621137269555200,AIS,193.447042,24.403766,200.0,312.0,309.5481,87.3528,50219,129,4,0.248682,true,1,0.0102,0,0,,,22.0573,0.2948,,,1.9773,0.2948,,,2.248,0.2952,,,2.2466,0.4965,0,0,0,0,,,5.45862,1.48184,,,2469.06,2151.61,,10.497,,0.004,0.884,0.0,0.3297,,5.55,4.0,,,4.38154,1.45241,3.5,8.92E-4,5.98E-4,,,,255.7,188.9,,,1.28,,,0.53,,C,0,1,6378621137270607872,6378621137270607596,0,1,6378621137270607872,6378621137270607596,6378621137270607596,N,0.0,1.22147
39628362636854887,193.2543955328951,24.384748237728708,0.5084612182248736,QSO,0.15563940755311267,0.007774550151384688,2.8693142248921438E-5,44.68975969100094,,0.0,true,J125301.06+242305.1,193.254428,24.384777,17.903,17.706,16.926,15.976,0.023,0.031,0.03,0.021,433801493504,1,2010.1628,1,0.148168,J125301.06+242305.1,193.254428,24.384777,17.903,17.706,16.926,15.976,0.023,0.031,0.03,0.021,433801493504,1,2010.1628,1,0.148168,137261932544172267,193.2544123,24.38475247,0.005,0.004,0.0,436527104,52,56185.51237269,10,78,19.7489,0.043,19.7249,0.043,115000,19.5466,0.0095,19.3999,0.029,16892216,19.058,0.0122,19.0746,0.0141,115000,19.11,0.0292,19.1062,0.0312,115000,18.7155,0.0216,18.7466,0.0207,115000,0.057049,J125301.04+242305.0,193.2543744,24.3847476,0.0623,0.0594,12.1,14.728,13.695,10.523,8.035,,,,0.032,0.033,0.074,0.202,,,,1932124201351032395,0000,0,011n,AAAB,-165,178,12,192,,0.069376,193.254572,24.38485,GALEX J125301.0+242305,6378621137272703996,6378621137269555200,AIS,193.447042,24.403766,200.0,312.0,310.4119,87.2336,50219,129,4,0.176305,true,3,0.0125,0,0,20.5937,0.1703,19.8786,0.072,1.7737,0.1703,-0.2014,0.072,1.8006,0.1725,-0.1206,0.0706,1.7888,0.1863,-0.2159,0.0782,0,0,0,0,21.0155,3.29541,40.6037,2.69035,2337.8,1878.59,2337.97,1879.05,5.752,4.318,0.002,0.002,0.9826,0.9998,0.0752,0.2972,56.56,40.36,-47.2,-47.24,7.75118,2.42091,3.5,8.39E-4,7.76E-4,3.5,7.9E-4,5.55E-4,246.0,195.5,0.558,0.71,0.5,0.78,0.65,0.1,0.1,C,0,1,6378621137272704000,6378621137272703996,0,1,6378621137272704000,6378621137272703996,6378621137272703996,N,0.0,0.684221
39628362641049469,193.5489706942625,24.56429024181184,1.6075989646400388,QSO,0.1007669626629567,0.003566849030863209,3.522511403384647E-5,45.27634820933013,,0.0,true,J125411.76+243351.6,193.549023,24.564338,19.998,19.252,18.502,18.212,0.138,0.12,0.128,0.158,433801231925,1,2010.1628,-1,0.24239,J125411.76+243351.6,193.549023,24.564338,19.998,19.252,18.502,18.212,0.138,0.12,0.128,0.158,433801231925,1,2010.1628,-1,0.24239,137471935489857713,193.54898168,24.56429529,0.011,0.011,0.0,436527248,52,56228.48991898,5,47,20.7472,0.0804,20.933,0.0824,115000,20.6454,0.0357,20.7613,0.0356,115000,20.1581,0.0454,20.315,0.0355,115000,19.9984,0.0602,20.1563,0.0525,115000,19.9281,0.0755,20.3719,0.1538,115000,0.0403,J125411.75+243351.5,193.548967,24.5643329,0.2234,0.2041,14.7,16.797,15.509,12.158,8.642,,,,0.088,0.099,0.35,0.379,,,,1932124201351048647,0000,0,nnnn,AABC,491,828,80,896,,0.154053,193.549133,24.564605,GALEX J125411.7+243352,6378621137270608022,6378621137269555200,AIS,193.447042,24.403766,200.0,312.0,316.6961,87.3623,50219,129,4,0.185746,true,1,0.0117,0,0,,,22.3291,0.311,,,2.2491,0.311,,,2.3251,0.3169,,,2.3238,0.5517,0,0,0,0,,,4.24986,1.21698,,,1694.41,2310.26,,5.907,,0.002,0.9576,0.0,0.2482,,54.95,53.64,,,7.82203,2.67458,3.5,6.29E-4,4.73E-4,,,,245.0,178.9,,,0.84,,,0.36,,C,0,1,6378621137270607872,6378621137270608022,0,1,6378621137270607872,6378621137270608022,6378621137270608022,N,0.0,1.253329
39628362641050313,193.5965100678441,24.379134558112426,0.9865502561591544,QSO,-0.08835330456658586,0.0024021645104239336,1.81030355520208E-5,44.82815507943232,1,0.0,true,J125423.16+242245.0,193.596536,24.379179,18.509,17.899,17.693,16.977,0.038,0.036,0.059,0.051,433801459571,1,2010.1628,-2,0.181065,J125423.16+242245.0,193.596536,24.379179,18.509,17.899,17.693,16.977,0.038,0.036,0.059,0.051,433801459571,1,2010.1628,-2,0.181065,137251935965605549,193.59651018,24.37912851,0.006,0.006,90.0,436527256,52,56140.7159838,20,67,19.1698,0.0232,19.2126,0.0225,115000,19.0673,0.0141,19.126,0.0073,115000,19.0213,0.0121,19.0972,0.0201,115000,18.9366,0.0251,19.0428,0.0286,115000,18.8791,0.0214,18.9444,0.0402,115000,0.021776,J125423.16+242244.8,193.5965363,24.3791287,0.1046,0.0961,13.1,15.735,14.602,12.036,8.341,,,,0.044,0.051,0.39,,,,,1932124201351029815,0000,0,00nn,AACU,158,328,658,360,,0.0885,193.596785,24.379291,GALEX J125423.2+242245,6378621137272703956,6378621137269555200,AIS,193.447042,24.403766,200.0,312.0,316.6772,87.172,50219,129,4,0.138556,true,3,0.0121,0,0,20.9638,0.2146,19.7965,0.0683,2.1438,0.2146,-0.2835,0.0683,2.2109,0.2163,-0.2125,0.0673,2.1102,0.228,-0.2653,0.0761,0,0,0,0,14.9449,2.95294,43.7906,2.75276,1590.33,1865.82,1589.91,1865.6,5.986,3.247,0.002,0.001,0.9835,0.9835,0.0972,0.2738,-40.12,-42.16,-76.19,-76.15,7.73729,2.89464,3.5,8.13E-4,7.34E-4,3.5,8.21E-4,5.97E-4,246.5,180.0,0.688,0.67,0.49,1.03,0.8,0.09,0.16,C,0,1,6378621137272704000,6378621137272703956,0,1,6378621137272704000,6378621137272703956,6378621137272703956,N,0.0,1.064384
39628362641050831,193.6287436087094,24.399800157364577,0.8571549087328689,QSO,0.02311704151741223,0.0,2.846284810321664E-5,44.59245679280285,,0.0,true,J125430.89+242359.4,193.62874,24.399854,18.899,18.27,17.729,16.929,0.066,0.059,0.069,0.055,433801450057,1,2010.163,1,0.193981,J125430.89+242359.4,193.62874,24.399854,18.899,18.27,17.729,16.929,0.066,0.059,0.069,0.055,433801450057,1,2010.163,1,0.193981,137281936286950399,193.62875294,24.39979652,0.07,0.038,0.0,1376051344,164,56202.83126157,20,54,19.6248,0.0349,19.7271,0.0406,115000,19.7019,0.034,19.7525,0.04,115000,19.8184,0.0131,19.88,0.0277,115000,19.6562,0.035,19.6262,0.0769,115000,19.4864,0.0402,19.5217,0.0684,115000,0.033277,J125430.89+242359.3,193.6287438,24.3998119,0.0849,0.0804,7.4,15.369,14.283,12.1,8.648,,,,0.038,0.043,0.317,0.339,,,,1932124201351048311,0000,0,00nn,AABB,112,240,395,260,,0.042361,193.629079,24.400061,GALEX J125430.9+242400,6378621137272704127,6378621137269555200,AIS,193.447042,24.403766,200.0,312.0,317.3579,87.1851,50219,129,4,0.165817,true,3,0.0118,0,0,20.4661,0.1661,19.756,0.0695,1.6461,0.1661,-0.324,0.0695,1.6963,0.172,-0.1671,0.068,1.7408,0.1833,-0.3372,0.0722,0,0,0,0,23.6354,3.61597,45.4549,2.91048,1519.27,1915.52,1519.38,1915.53,5.253,3.647,0.002,0.002,0.9835,0.9833,0.2618,0.0868,-39.12,-36.52,-81.2,-81.13,5.9962,2.28742,3.5,0.001069,7.89E-4,3.5,7.3E-4,6.67E-4,246.1,182.2,0.942,0.27,0.54,0.78,0.69,0.15,0.1,C,0,1,6378621137272704000,6378621137272704127,0,1,6378621137272704000,6378621137272704127,6378621137272704127,N,0.0,1.446363
39628362641052014,193.69771422643962,24.426225494434444,1.3059635633730753,QSO,0.012298440418422318,0.0,2.3714455920725215E-5,45.379531637106304,,1.6562540517627037E25,true,J125447.45+242534.5,193.697714,24.426273,18.58,18.401,17.514,16.976,0.05,0.066,0.057,0.057,433801450122,1,2010.163,-1,0.170979,J125447.45+242534.5,193.697714,24.426273,18.58,18.401,17.514,16.976,0.05,0.066,0.057,0.057,433801450122,1,2010.163,-1,0.170979,137311936977632035,193.6977135,24.42622536,0.012,0.007,90.0,436527256,52,56199.36959491,5,55,19.2069,0.0128,19.2607,0.0133,115000,18.9251,0.0102,19.0001,0.0087,115000,18.9847,0.0115,19.0367,0.0116,115000,19.1006,0.0321,19.1582,0.0429,115000,19.0865,0.0275,18.9336,0.0561,16892216,0.00243,J125447.41+242534.0,193.6975529,24.4261276,0.0756,0.071,8.9,15.113,14.105,11.05,8.747,,,,0.034,0.041,0.138,0.406,,,,1932124201351048301,0000,0,00nn,AABC,68,204,47,223,,0.635392,193.697961,24.426397,GALEX J125447.5+242535,6378621137272704255,6378621137269555200,AIS,193.447042,24.403766,200.0,312.0,318.732,87.1946,50219,129,4,0.229599,true,3,0.0126,0,0,21.4783,0.2724,20.2637,0.0929,2.6583,0.2724,0.1837,0.0929,2.7349,0.2842,0.3622,0.0903,2.8666,0.3808,0.2053,0.1012,0,0,0,3,9.30388,2.33382,28.4782,2.43509,1368.27,1978.96,1368.95,1978.98,5.441,5.312,0.002,0.002,0.973,0.9802,0.1834,0.157,-56.13,-59.79,-71.4,-71.32,6.86927,1.79717,3.5,9.92E-4,8.1E-4,3.5,5.85E-4,4.93E-4,251.8,180.1,0.456,1.11,0.57,1.0,0.86,0.17,0.15,C,0,1,6378621137272704000,6378621137272704255,0,1,6378621137272704000,6378621137272704255,6378621137272704255,N,0.0,1.019312
39628362645243092,193.78327121713286,24.569096898143886,1.2589235199646118,QSO,-0.025165525746237316,0.002723122593971918,1.8116169450657015E-5,45.19566876244309,,0.0,true,J125507.99+243408.8,193.783331,24.569119,19.213,19.216,18.354,17.535,0.083,0.137,0.115,0.09,433801214590,1,2010.163,1,0.211004,J125507.99+243408.8,193.783331,24.569119,19.213,19.216,18.354,17.535,0.083,0.137,0.115,0.09,433801214590,1,2010.163,1,0.211004,137481937832313497,193.78327234,24.56909636,0.016,0.015,0.0,436527256,52,56125.05439815,5,49,20.029,0.0749,20.0038,0.2031,115000,19.9581,0.0427,19.8625,0.074,115000,19.9212,0.0347,19.9708,0.0403,115000,19.9547,0.0265,20.0735,0.0317,115000,19.7462,0.0286,19.7062,0.1038,115000,0.004156,J125507.99+243408.9,193.7833182,24.5691395,0.1477,0.1363,11.2,16.244,15.065,11.821,8.588,,,,0.058,0.072,0.287,,,,,1932124201351051839,0000,0,00nn,AABU,-43,503,467,545,,0.21708,193.783628,24.568851,GALEX J125508.0+243407,6378621137270608080,6378621137269555200,AIS,193.447042,24.403766,200.0,312.0,321.1399,87.3089,50219,129,4,0.347967,true,1,0.0124,0,0,,,20.7837,0.1298,,,0.7037,0.1298,,,0.8504,0.1135,,,0.7718,0.1485,0,0,0,0,,,17.6408,2.10824,,,1182.58,2321.27,,13.344,,0.006,0.9828,0.0,0.432,,-1.7,0.64,,,13.344,6.3994,3.5,0.001231,6.99E-4,,,,262.3,168.0,,,0.67,,,0.27,,C,0,1,6378621137270607872,6378621137270608080,0,1,6378621137270607872,6378621137270608080,6378621137270608080,N,0.0,1.465666
39628362649436604,194.01229318982436,24.489856221320988,1.2159262499106207,QSO,0.026886014253248214,0.0,2.7393403482965196E-5,45.213401478472775,2,1.188581274788931E24,true,J125602.94+242923.5,194.012272,24.489873,18.674,18.378,17.588,16.635,0.052,0.064,0.059,0.042,433801432172,1,2010.163,1,0.092436,J125602.94+242923.5,194.012272,24.489873,18.674,18.378,17.588,16.635,0.052,0.064,0.059,0.042,433801432172,1,2010.163,1,0.092436,137381940122158451,194.01229422,24.48985554,0.022,0.011,0.0,436527248,52,56113.07163194,5,61,19.9151,0.0112,19.9438,0.0241,115000,19.5459,0.0083,19.5742,0.0183,115000,19.5538,0.0231,19.5465,0.0312,115000,19.6625,0.015,19.5504,0.0178,16892216,19.4242,0.0498,19.2933,0.0643,115000,0.004172,J125602.94+242923.6,194.0122873,24.4898911,0.0729,0.0689,178.9,15.068,14.11,11.337,8.801,,,,0.032,0.04,0.214,0.472,,,,1932124201351051625,0000,0,11nn,AABC,299,201,-180,221,,0.1271,194.012547,24.490045,GALEX J125603.0+242924,6378621137270607543,6378621137269555200,AIS,193.447042,24.403766,200.0,312.0,324.6661,87.1649,50219,129,4,0.521984,true,1,0.0125,0,0,,,20.6973,0.1133,,,0.6173,0.1133,,,0.6983,0.1026,,,0.6071,0.129,0,1,0,0,,,19.1028,1.99363,,,682.12,2133.77,,6.46,,0.003,0.9812,0.0,0.1304,,74.73,59.09,,,0.0,6.38659,3.5,8.63E-4,7.51E-4,,,,272.1,134.7,,,0.58,,,0.18,,C,1,2,6378621137270607872,6378621137270607543+6378621142639317382,1,2,6378621137270607872,6378621137270607543+6378621142639317382,6378621137270607543+6378621142639317382,N,0.0,1.074444
39628362649437510,194.0572264756969,24.43377289584675,0.8400320206787772,QSO,0.06946327443131306,0.0,1.974805092128598E-5,44.6928518748845,2,0.0,true,J125613.73+242601.8,194.057245,24.433844,18.583,17.883,17.629,16.698,0.049,0.042,0.062,0.044,433801432010,1,2010.163,-2,0.262985,J125613.73+242601.8,194.057245,24.433844,18.583,17.883,17.629,16.698,0.049,0.042,0.062,0.044,433801432010,1,2010.163,-2,0.262985,137321940572541126,194.05722717,24.43377259,0.016,0.01,0.0,436527256,52,56120.34993056,10,56,19.3322,0.022,19.4114,0.0384,115000,19.4179,0.0628,19.357,0.0393,115000,19.5702,0.0716,19.5507,0.0537,115000,19.1171,0.0358,19.1464,0.0301,115000,19.1907,0.0386,19.1381,0.0863,115000,0.002528,J125613.72+242601.7,194.0571928,24.4338179,0.0833,0.0785,0.9,15.3,14.249,11.247,8.569,,,,0.037,0.044,0.207,0.328,,,,1948124201351038991,0000,0,00nn,AABB,227,246,202,268,,0.196104,194.057216,24.433923,GALEX J125613.7+242602,6378621142641414233,6378621142638264320,AIS,194.487143,24.301208,196.0,308.0,325.0134,87.0978,50219,289,9,0.413504,true,3,0.0131,0,0,20.4107,0.1712,19.4559,0.0583,1.5907,0.1712,-0.6241,0.0583,1.6324,0.1742,-0.4778,0.0564,1.5624,0.1766,-0.6026,0.0593,0,0,0,3,24.8725,3.92031,59.9316,3.21833,2866.49,2233.25,2866.88,2233.48,5.317,3.889,0.002,0.002,0.9832,0.9835,0.3362,0.2095,75.21,75.24,56.55,56.44,5.93605,3.14063,3.5,0.001295,8.6E-4,3.5,8.1E-4,6.41E-4,265.2,188.4,0.648,0.66,0.54,0.78,0.68,0.14,0.1,C,0,1,6378621142641414144,6378621142641414233,0,1,6378621142641414144,6378621142641414233,6378621142641414233,N,0.0,0.542291
39628362649438337,194.09195799998074,24.451414888331517,1.4739850297482893,QSO,-0.3325474375614819,0.034471985700124906,4.606712560187392E-5,45.34482263557239,,0.0,true,J125622.08+242705.3,194.092004,24.451488,18.574,18.205,17.483,17.164,0.042,0.045,0.048,0.06,433801481761,1,2010.163,-1,0.303471,J125622.08+242705.3,194.092004,24.451488,18.574,18.205,17.483,17.164,0.042,0.045,0.048,0.06,433801481761,1,2010.163,-1,0.303471,137341940919582332,194.091961,24.45141394,0.011,0.01,0.0,436527256,52,56135.47805556,5,68,19.1573,0.0192,19.254,0.0201,115000,18.9939,0.0179,19.1401,0.0177,115000,18.9115,0.012,19.0287,0.0146,115000,19.003,0.0115,19.163,0.0433,115000,19.1035,0.0288,19.2049,0.0548,115000,0.010407,J125622.06+242704.9,194.0919354,24.4513887,0.1153,0.1064,6.9,15.906,14.664,11.631,8.922,,,,0.048,0.055,0.219,,,,,1948124201351039060,0000,0,00nn,AABU,92,367,831,405,,0.119851,194.092057,24.451474,GALEX J125622.0+242705,6378621142641414342,6378621142638264320,AIS,194.487143,24.301208,196.0,308.0,325.7246,87.1023,50219,289,9,0.389978,true,3,0.0132,0,0,21.649,0.3063,20.3058,0.0943,2.829,0.3063,0.2258,0.0943,2.7907,0.2957,0.2956,0.0835,2.8112,0.3785,0.2274,0.0999,0,0,0,0,7.95082,2.24271,27.3964,2.37989,2790.79,2275.45,2790.63,2275.38,3.551,3.684,0.001,0.002,0.9834,0.9814,0.2384,0.1439,71.57,68.13,5.96,5.78,12.5486,2.34146,3.5,0.001053,8.02E-4,3.5,5.69E-4,4.87E-4,264.9,195.6,0.925,0.3,0.59,0.98,0.85,0.19,0.15,C,0,1,6378621142641414144,6378621142641414342,0,1,6378621142641414144,6378621142641414342,6378621142641414342,N,0.0,0.387395
39628362653632011,194.35333104594028,24.429249766204443,1.504545372710989,QSO,-0.026215982480847666,0.005153254106281501,2.6177956376951575E-5,46.1921559907165,,3.0406949524810746E24,true,J125724.81+242545.5,194.353379,24.429318,17.134,16.66,16.1,15.682,0.013,0.012,0.015,0.017,433801465181,1,2010.163,-1,0.291497,J125724.81+242545.5,194.353379,24.429318,17.134,16.66,16.1,15.682,0.013,0.012,0.015,0.017,433801465181,1,2010.163,-1,0.291497,137311943533395685,194.35333009,24.42924956,0.004,0.002,90.0,503636120,60,56179.33225694,5,69,18.0659,0.0054,18.113,0.0128,115000,17.9302,0.0047,17.9817,0.0093,115000,17.7689,0.0066,17.8507,0.0084,115000,17.7407,0.0147,17.8455,0.0162,115000,17.7694,0.0109,17.8428,0.0128,115000,0.00322,J125724.79+242545.2,194.3532975,24.4292377,0.0446,0.0435,137.5,14.273,12.791,9.633,7.408,16.562,16.577,15.801,0.026,0.024,0.044,0.117,0.122,0.27,0.206,1948124201351042134,0000,0,1100,AAAB,352,109,374,112,0.254,0.118278,194.353335,24.429331,GALEX J125724.8+242545,6378621142639317013,6378621142638264320,AIS,194.487143,24.301208,196.0,308.0,329.7551,86.9845,50219,289,9,0.17684,true,1,0.0121,0,0,,,20.2154,0.0872,,,0.1354,0.0872,,,0.2058,0.0836,,,0.1126,0.0959,0,0,0,0,,,29.7746,2.39201,,,2219.84,2221.13,,3.806,,0.002,0.9835,0.0,0.1151,,61.1,66.83,,,11.2831,5.25788,3.5,8.34E-4,7.38E-4,,,,246.1,186.6,,,0.53,,,0.13,,C,0,1,6378621142639316992,6378621142639317013,0,1,6378621142639316992,6378621142639317013,6378621142639317013,N,0.0,0.291416
39628362657827143,194.68383494837394,24.491942570950133,1.4691539891636702,QSO,-0.017336543237140678,0.0,4.359897235220393E-5,45.33004241189505,,0.0,true,J125844.10+242931.0,194.683754,24.491948,19.386,18.983,18.269,17.854,0.1,0.11,0.108,0.122,433801427058,1,2010.163,-2,0.266021,J125844.10+242931.0,194.683754,24.491948,19.386,18.983,18.269,17.854,0.1,0.11,0.108,0.122,433801427058,1,2010.163,-2,0.266021,137391946836910931,194.68383443,24.49194235,0.019,0.009,90.0,436527248,52,56032.16212963,5,56,20.3558,0.027,20.4145,0.0323,115000,20.1248,0.0134,20.1933,0.0274,115000,19.9999,0.0357,20.1341,0.043,115000,19.9346,0.0693,20.1442,0.0761,115000,19.8126,0.082,19.8473,0.1274,115000,0.001875,J125844.13+242931.1,194.6839142,24.4919743,0.1934,0.1748,15.3,16.724,15.177,11.72,8.576,,,,0.083,0.078,0.308,,,,,1948124201351042458,0000,0,01nn,AABU,-670,688,616,754,,0.283595,194.68393,24.492123,GALEX J125844.1+242931,6378621142639317418,6378621142638264320,AIS,194.487143,24.301208,196.0,308.0,335.261,86.8941,50219,289,9,0.261852,true,1,0.0111,0,0,,,21.1431,0.1453,,,1.0631,0.1453,,,1.038,0.1276,,,1.1444,0.201,0,4,0,0,,,12.6698,1.69506,,,1497.66,2371.98,,4.591,,0.002,0.9829,0.0,0.1264,,-30.65,-31.1,,,9.6791,4.95087,3.5,7.21E-4,6.29E-4,,,,251.3,174.9,,,0.58,,,0.19,,C,0,1,6378621142639316992,6378621142639317418,0,1,6378621142639316992,6378621142639317418,6378621142639317418,N,0.0,0.720425
39628362657828017,194.7380961083296,24.470054821878055,1.2148479346552503,QSO,-0.0038533140028621515,0.0,2.9920255250757666E-5,45.27223574473915,,0.0,true,J125857.12+242812.2,194.738009,24.470059,18.237,17.805,17.165,16.41,0.037,0.038,0.04,0.034,433801427022,1,2010.163,-2,0.285904,J125857.12+242812.2,194.738009,24.470059,18.237,17.805,17.165,16.41,0.037,0.038,0.04,0.034,433801427022,1,2010.163,-2,0.285904,137361947380464597,194.73809343,24.47005566,0.01,0.009,90.0,436527256,52,56113.69579861,5,52,19.5942,0.0252,19.6639,0.0197,115000,19.3395,0.0162,19.355,0.0279,115000,19.2344,0.0169,19.292,0.0232,115000,19.1138,0.0314,19.1702,0.042,115000,18.9197,0.0281,18.8781,0.0428,115000,0.00928,J125857.13+242812.2,194.7380739,24.4700573,0.0672,0.0644,7.0,15.005,13.81,11.398,8.711,,,,0.032,0.034,0.234,0.378,,,,1948124201351044752,0000,0,00nn,AABC,71,173,323,188,,0.073171,194.738161,24.470217,GALEX J125857.1+242812,6378621142639317289,6378621142638264320,AIS,194.487143,24.301208,196.0,308.0,335.8181,86.8495,50219,289,9,0.284311,true,1,0.0113,0,0,,,20.1586,0.084,,,0.0786,0.084,,,0.1189,0.0779,,,0.0411,0.0913,0,0,0,0,,,31.3741,2.42747,,,1379.12,2319.59,,4.504,,0.002,0.983,0.0,0.0781,,-30.68,-43.4,,,11.5236,6.39196,3.5,8.35E-4,7.69E-4,,,,252.9,170.3,,,0.53,,,0.13,,C,0,1,6378621142639316992,6378621142639317289,0,1,6378621142639316992,6378621142639317289,6378621142639317289,N,0.0,0.61955
39628362662020028,194.87243353922256,24.476118072632858,1.5945046694297833,QSO,0.058623970015115545,0.010395595745713561,3.9455782941095095E-5,45.56768837655155,,0.0,true,J125929.37+242834.1,194.872407,24.476146,19.025,18.565,17.793,17.549,0.072,0.076,0.072,0.094,433801448827,1,2010.163,-1,0.132965,J125929.37+242834.1,194.872407,24.476146,19.025,18.565,17.793,17.549,0.072,0.076,0.072,0.094,433801448827,1,2010.163,-1,0.132965,137371948724191885,194.87243131,24.47611895,0.012,0.006,90.0,436527256,52,56153.62178241,5,65,19.8872,0.0246,19.9794,0.0283,115000,19.7258,0.0235,19.8075,0.0294,115000,19.5239,0.0279,19.5845,0.0314,115000,19.5789,0.0234,19.5428,0.0666,115000,19.4586,0.0564,19.3937,0.1104,115000,0.007958,J125929.37+242834.0,194.8724129,24.4761273,0.1384,0.1276,16.4,16.218,14.905,11.501,8.695,,,,0.056,0.066,0.216,,,,,1948124201351044944,0000,0,01nn,AABU,635,479,1691,518,,0.075326,194.872544,24.476183,GALEX J125929.4+242834,6378621142641414484,6378621142638264320,AIS,194.487143,24.301208,196.0,308.0,337.7253,86.7879,50219,289,9,0.392204,true,3,0.0132,0,0,22.0035,0.4274,21.1224,0.1414,3.1835,0.4274,1.0424,0.1414,3.1359,0.4091,1.0624,0.1286,3.3267,0.587,1.2013,0.2051,0,0,0,0,5.7361,2.25739,12.9133,1.6819,1085.75,2334.99,1085.6,2334.58,3.301,3.417,0.001,0.001,0.9834,0.8016,0.1584,0.2683,-11.09,-4.87,-43.21,-43.13,5.29455,2.3033,3.5,7.39E-4,6.22E-4,4.2233,5.74E-4,4.2E-4,261.4,156.3,0.865,0.64,0.58,1.42,1.21,0.19,0.26,C,0,1,6378621142641414144,6378621142641414484,0,1,6378621142641414144,6378621142641414484,6378621142641414484,N,0.0,0.430012
