wave,obj,sky,noise,s2n
3150.0,6.29432,0.0,12.6032,0.48038282
3160.0,6.29432,0.0,12.6032,0.48038283
3170.0,6.29432,25.697,12.6032,0.44682518
3180.0,6.29432,36.6663,12.6032,0.43449619
3190.0,6.29432,32.695,12.6032,0.438841
3200.0,6.29432,38.711,12.6032,0.43230888
3210.0,6.47019,41.674,12.6032,0.44100877
3220.0,6.65097,58.0292,12.6032,0.4362272
3230.0,6.36673,52.3421,12.6032,0.42327277
3240.0,6.21388,25.3584,12.6032,0.44159686
3250.0,6.20501,18.6498,12.6032,0.44896739
3260.0,6.31599,42.1477,12.6032,0.43015995
3270.0,6.5357,28.7805,12.6032,0.45997714
3280.0,6.79084,51.7557,12.6032,0.4516543
3290.0,7.13297,25.323,12.6032,0.50578732
3300.0,7.50322,49.6826,12.6032,0.50063837
3310.0,7.92639,31.9893,12.6032,0.55142767
3320.0,8.33511,41.8238,12.6032,0.56547379
3330.0,8.68705,29.3166,12.6032,0.60732543
3340.0,9.11682,26.981,12.6032,0.64051283
3350.0,9.50222,48.3528,12.6032,0.6331525
3360.0,9.89046,26.1453,12.6032,0.69503134
3370.0,10.3243,54.2688,12.6032,0.67751163
3380.0,10.626,48.1167,12.6032,0.70665496
3390.0,10.9462,47.8425,12.6032,0.72789312
3400.0,11.2454,48.3006,12.6032,0.74651081
3410.0,11.5697,31.0235,12.6032,0.7998024
3420.0,11.8582,45.9685,12.6032,0.79035681
3430.0,12.1323,48.7346,12.6032,0.80302105
3440.0,12.3382,43.5132,12.6032,0.82616787
3450.0,12.666,29.2662,12.6032,0.87712096
3460.0,12.8109,55.1173,12.6032,0.83464848
3470.0,13.1107,39.2815,12.6032,0.88513362
3480.0,13.3241,57.5981,12.6032,0.86244045
3490.0,13.5815,58.3209,12.6032,0.87724549
3500.0,13.7942,31.261,12.6032,0.94799188
3510.0,14.0954,49.932,12.6032,0.9264614
3520.0,14.3586,40.431,12.6032,0.96402931
3530.0,14.6413,40.4638,12.6032,0.98230622
3540.0,14.9121,45.1688,12.6032,0.98903237
3550.0,15.1869,59.774,12.6032,0.97462182
3560.0,15.5135,92.2968,12.6032,0.93211511
3570.0,15.8757,73.2012,12.6032,0.98937784
3580.0,16.2047,51.4251,12.6032,1.056772
3590.0,16.6168,42.8604,12.6032,1.1037932
3600.0,16.9774,40.9859,12.6032,1.1317318
3610.0,17.3756,52.1075,12.6032,1.1286257
3620.0,17.9021,50.6403,12.6032,1.1652906
3630.0,18.3835,54.1316,12.6032,1.186324
3640.0,18.8402,73.4709,12.6032,1.1667924
3650.0,19.2649,123.134,12.6032,1.0891642
3660.0,19.8167,73.6652,12.6032,1.2245027
3670.0,20.3848,50.3975,12.6032,1.3206685
3680.0,20.93,38.2277,12.6032,1.3918757
3690.0,21.5265,59.9891,12.6032,1.3631628
3700.0,22.11,68.1065,12.6032,1.375421
3710.0,22.7113,74.4889,12.6032,1.3934182
3720.0,23.3407,52.7001,12.6032,1.4954636
3730.0,23.9484,66.0759,12.6032,1.4905774
3740.0,24.6058,68.9512,12.6032,1.5207761
3750.0,25.2721,50.872,12.6032,1.6191184
3760.0,25.9146,61.995,12.6032,1.6201334
3770.0,26.5609,51.3503,12.6032,1.6954826
3780.0,27.2072,73.981,12.6032,1.6569378
3790.0,27.8829,60.5251,12.6032,1.7416991
3800.0,28.5582,73.0728,12.6032,1.7379028
3810.0,29.2221,68.6307,12.6032,1.7914937
3820.0,29.8975,81.123,12.6032,1.787515
3830.0,30.5651,89.9774,12.6032,1.7959687
3840.0,31.2013,76.3003,12.6032,1.8779873
3850.0,31.8705,70.4107,12.6032,1.9375351
3860.0,32.4894,67.3796,12.6032,1.9844867
3870.0,33.1601,77.5024,12.6032,1.9843798
3880.0,33.7752,47.9381,12.6032,2.1400964
3890.0,34.3691,77.6267,12.6032,2.0518224
3900.0,34.9629,83.6917,12.6032,2.0620376
3910.0,35.5773,221.017,12.6032,1.7135254
3920.0,36.1556,120.505,12.6032,1.9993741
3930.0,36.7152,83.0482,12.6032,2.1613178
3940.0,37.2652,104.373,12.6032,2.1120086
3950.0,37.8233,121.827,12.6032,2.0819285
3960.0,38.3088,103.791,12.6032,2.1696335
3970.0,38.8483,74.0277,12.6032,2.3162081
3980.0,39.3536,112.308,12.6032,2.1941932
3990.0,39.8267,111.932,12.6032,2.2202931
4000.0,40.2598,152.483,12.6032,2.1089944
4010.0,40.6943,146.75,12.6032,2.148131
4020.0,41.1317,128.225,12.6032,2.2305899
4030.0,41.5829,164.515,12.6032,2.1380518
4040.0,42.0656,165.486,12.6032,2.1586091
4050.0,42.416,1180.2,12.6032,1.1190701
4060.0,42.8664,174.611,12.6032,2.1704622
4070.0,43.3188,174.423,12.6032,2.1926521
4080.0,43.6672,469.601,12.6032,1.6528271
4090.0,44.0444,210.776,12.6032,2.1267547
4100.0,44.3928,138.528,12.6032,2.3594004
4110.0,44.749,142.439,12.6032,2.363596
4120.0,45.113,124.6,12.6032,2.4457578
4130.0,45.462,153.183,12.6032,2.3623641
4140.0,45.835,157.88,12.6032,2.3650009
4150.0,46.1233,146.422,12.6032,2.4176336
4160.0,46.4759,154.077,12.6032,2.4087313
4170.0,46.8266,205.863,12.6032,2.2672721
4180.0,47.1712,166.639,12.6032,2.4007593
4190.0,47.4801,147.141,12.6032,2.4815897
4200.0,47.8254,148.946,12.6032,2.4920741
4210.0,48.1889,173.712,12.6032,2.4263551
4220.0,48.5063,151.508,12.6032,2.51614
4230.0,48.864,169.287,12.6032,2.4727004
4240.0,49.2371,238.71,12.6032,2.2878275
4250.0,49.5912,338.42,12.6032,2.0820112
4260.0,49.9178,202.394,12.6032,2.418422
4270.0,50.3002,151.253,12.6032,2.6038462
4280.0,50.6338,173.62,12.6032,2.5418955
4290.0,51.0485,170.098,12.6032,2.5732848
4300.0,51.3487,179.056,12.6032,2.557326
4310.0,51.7753,217.604,12.6032,2.4578932
4320.0,52.1551,208.271,12.6032,2.5023901
4330.0,52.5143,207.884,12.6032,2.5197528
4340.0,52.8662,211.844,12.6032,2.5236698
4350.0,53.2466,336.331,12.6032,2.2325652
4360.0,53.6683,4060.91,12.6032,0.80476827
4370.0,53.9917,299.06,12.6032,2.3435735
4380.0,54.3974,312.491,12.6032,2.3298114
4390.0,54.8156,232.167,12.6032,2.5504353
4400.0,55.1561,203.666,12.6032,2.6518606
4410.0,55.5325,258.399,12.6032,2.5087963
4420.0,55.9361,278.548,12.6032,2.4736253
4430.0,56.3164,251.125,12.6032,2.5620202
4440.0,56.6772,234.336,12.6032,2.625368
4450.0,57.0411,214.301,12.6032,2.7023141
4460.0,57.4143,229.417,12.6032,2.6721109
4470.0,57.7596,223.387,12.6032,2.7056249
4480.0,58.1473,211.482,12.6032,2.7603898
4490.0,58.4556,249.835,12.6032,2.6571541
4500.0,58.8077,264.951,12.6032,2.6298011
4510.0,59.1474,283.962,12.6032,2.5932968
4520.0,59.4362,234.021,12.6032,2.7460136
4530.0,59.7245,226.487,12.6032,2.7818598
4540.0,60.0515,245.964,12.6032,2.7365896
4550.0,60.3291,244.655,12.6032,2.7523414
4560.0,60.5891,245.541,12.6032,2.7608096
4570.0,60.8701,222.509,12.6032,2.8444808
4580.0,61.0957,224.562,12.6032,2.8476852
4590.0,61.2977,202.848,12.6032,2.9292847
4600.0,61.5173,222.453,12.6032,2.8728822
4610.0,61.7232,214.076,12.6032,2.9096402
4620.0,61.8611,198.673,12.6032,2.9690656
4630.0,62.0936,215.969,12.6032,2.9195142
4640.0,62.2191,210.07,12.6032,2.9450695
4650.0,62.3728,206.018,12.6032,2.9658807
4660.0,62.5148,274.306,12.6032,2.7587289
4670.0,62.6228,372.823,12.6032,2.5227507
4680.0,62.7275,336.637,12.6032,2.6077217
4690.0,62.8207,258.18,12.6032,2.8178262
4700.0,62.9081,249.122,12.6032,2.8486488
4710.0,62.9931,292.712,12.6032,2.7281488
4720.0,63.1261,259.398,12.6032,2.8270515
4730.0,63.1289,329.444,12.6032,2.6406314
4740.0,63.1591,434.968,12.6032,2.419491
4750.0,63.2311,294.486,12.6032,2.7331156
4760.0,63.2772,240.594,12.6032,2.8906967
4770.0,63.3462,188.396,12.6032,3.0731357
4780.0,63.3599,245.696,12.6032,2.8783154
4790.0,63.4148,186.051,12.6032,3.0850938
4800.0,63.3989,192.616,12.6032,3.059723
4810.0,63.4311,211.815,12.6032,2.9923032
4820.0,63.4664,225.448,12.6032,2.9476566
4830.0,63.561,272.822,12.6032,2.8062579
4840.0,63.6153,272.03,12.6032,2.8107705
4850.0,63.6497,280.554,12.6032,2.7881448
4860.0,63.7341,239.687,12.6032,2.9130483
4870.0,63.7685,270.805,12.6032,2.8206326
4880.0,63.849,275.302,12.6032,2.811125
4890.0,63.9132,237.105,12.6032,2.9289231
4900.0,64.0012,261.605,12.6032,2.8571649
