wave,obj,sky,noise,s2n
3150.0,9.09806,0.0,12.6032,0.68876285
3160.0,9.09806,0.0,12.6032,0.68876286
3170.0,9.09806,25.697,12.6032,0.64134374
3180.0,9.09806,36.6663,12.6032,0.62388409
3190.0,9.09806,32.695,12.6032,0.63003925
3200.0,9.09806,38.711,12.6032,0.62078448
3210.0,9.35226,41.674,12.6032,0.63322618
3220.0,9.61357,58.0292,12.6032,0.62655991
3230.0,9.20272,52.3421,12.6032,0.60801631
3240.0,8.98178,25.3584,12.6032,0.63388626
3250.0,8.96897,18.6498,12.6032,0.64431018
3260.0,9.12938,42.1477,12.6032,0.61775235
3270.0,9.44696,28.7805,12.6032,0.66012651
3280.0,9.81574,51.7557,12.6032,0.64851451
3290.0,10.3103,25.323,12.6032,0.72531419
3300.0,10.8455,49.6826,12.6032,0.71831798
3310.0,11.4571,31.9893,12.6032,0.79033124
3320.0,12.0479,41.8238,12.6032,0.81046259
3330.0,12.5566,29.3166,12.6032,0.86966657
3340.0,13.1778,26.981,12.6032,0.91668067
3350.0,13.7349,48.3528,12.6032,0.90670362
3360.0,14.2961,26.1453,12.6032,0.99387238
3370.0,14.9232,54.2688,12.6032,0.96974643
3380.0,15.3592,48.1167,12.6032,1.010901
3390.0,15.822,47.8425,12.6032,1.0409632
3400.0,16.2546,48.3006,12.6032,1.0673202
3410.0,16.7234,31.0235,12.6032,1.1420877
3420.0,17.1403,45.9685,12.6032,1.1292409
3430.0,17.5365,48.7346,12.6032,1.1472171
3440.0,17.8341,43.5132,12.6032,1.1797286
3450.0,18.3079,29.2662,12.6032,1.2510141
3460.0,18.5173,55.1173,12.6032,1.1920825
3470.0,18.9507,39.2815,12.6032,1.2627116
3480.0,19.2592,57.5981,12.6032,1.2313894
3490.0,19.6312,58.3209,12.6032,1.2522998
3500.0,19.9386,31.261,12.6032,1.3508045
3510.0,20.374,49.932,12.6032,1.321343
3520.0,20.7545,40.431,12.6032,1.3737829
3530.0,21.1631,40.4638,12.6032,1.3994708
3540.0,21.5545,45.1688,12.6032,1.4091472
3550.0,21.9518,59.774,12.6032,1.389533
3560.0,22.4238,92.2968,12.6032,1.3308181
3570.0,22.9474,73.2012,12.6032,1.4108424
3580.0,23.4229,51.4251,12.6032,1.5045805
3590.0,24.0185,42.8604,12.6032,1.5700332
3600.0,24.5399,40.9859,12.6032,1.6090371
3610.0,25.1154,52.1075,12.6032,1.605359
3620.0,25.8764,50.6403,12.6032,1.6566032
3630.0,26.5722,54.1316,12.6032,1.6862489
3640.0,27.2323,73.4709,12.6032,1.660023
3650.0,27.8463,123.134,12.6032,1.553164
3660.0,28.6438,73.6652,12.6032,1.7408509
3670.0,29.465,50.3975,12.6032,1.8735764
3680.0,30.2531,38.2277,12.6032,1.9716364
3690.0,31.1152,59.9891,12.6032,1.933546
3700.0,31.9587,68.1065,12.6032,1.9512515
3710.0,32.8277,74.4889,12.6032,1.9768133
3720.0,33.7375,52.7001,12.6032,2.116899
3730.0,34.616,66.0759,12.6032,2.1113541
3740.0,35.5662,68.9512,12.6032,2.153569
3750.0,36.5293,50.872,12.6032,2.2880722
3760.0,37.4579,61.995,12.6032,2.290699
3770.0,38.3922,51.3503,12.6032,2.3936968
3780.0,39.3264,73.981,12.6032,2.3429261
3790.0,40.303,60.5251,12.6032,2.4586501
3800.0,41.2791,73.0728,12.6032,2.4548743
3810.0,42.2387,68.6307,12.6032,2.5283863
3820.0,43.215,81.123,12.6032,2.5243569
3830.0,44.1799,89.9774,12.6032,2.5370199
3840.0,45.0995,76.3003,12.6032,2.6486553
3850.0,46.0668,70.4107,12.6032,2.7298881
3860.0,46.9614,67.3796,12.6032,2.7940169
3870.0,47.9309,77.5024,12.6032,2.7953224
3880.0,48.8201,47.9381,12.6032,3.003985
3890.0,49.6785,77.6267,12.6032,2.8880408
3900.0,50.5368,83.6917,12.6032,2.9029577
3910.0,51.4248,221.017,12.6032,2.4324892
