wave,obj,sky,noise,s2n
3150.0,2.57601,0.0,12.6032,0.19876581
3160.0,2.57601,0.0,12.6032,0.19876582
3170.0,2.57601,25.697,12.6032,0.18460551
3180.0,2.57601,36.6663,12.6032,0.17941859
3190.0,2.57601,32.695,12.6032,0.18124558
3200.0,2.57601,38.711,12.6032,0.17849921
3210.0,2.64799,41.674,12.6032,0.18211148
3220.0,2.72198,58.0292,12.6032,0.18005859
3230.0,2.60565,52.3421,12.6032,0.17468673
3240.0,2.54309,25.3584,12.6032,0.18242694
3250.0,2.53947,18.6498,12.6032,0.18553334
3260.0,2.58488,42.1477,12.6032,0.17759082
3270.0,2.6748,28.7805,12.6032,0.19007662
3280.0,2.77922,51.7557,12.6032,0.18650636
3290.0,2.91924,25.323,12.6032,0.2092269
3300.0,3.07077,49.6826,12.6032,0.20694336
3310.0,3.24395,31.9893,12.6032,0.22827886
3320.0,3.41123,41.8238,12.6032,0.23409371
3330.0,3.55527,29.3166,12.6032,0.25173117
3340.0,3.73115,26.981,12.6032,0.26569168
3350.0,3.88888,48.3528,12.6032,0.26241475
3360.0,4.04777,26.1453,12.6032,0.28864324
3370.0,4.22534,54.2688,12.6032,0.28099316
3380.0,4.34879,48.1167,12.6032,0.29330571
3390.0,4.47984,47.8425,12.6032,0.30225024
3400.0,4.6023,48.3006,12.6032,0.31008979
3410.0,4.73504,31.0235,12.6032,0.33280743
3420.0,4.85308,45.9685,12.6032,0.32861508
3430.0,4.96527,48.7346,12.6032,0.33392878
3440.0,5.04952,43.5132,12.6032,0.34378169
3450.0,5.18367,29.2662,12.6032,0.36558968
3460.0,5.24297,55.1173,12.6032,0.34721078
3470.0,5.36567,39.2815,12.6032,0.36881832
3480.0,5.45304,57.5981,12.6032,0.35893046
3490.0,5.55837,58.3209,12.6032,0.36518557
3500.0,5.64541,31.261,12.6032,0.39566394
3510.0,5.76867,49.932,12.6032,0.38617328
3520.0,5.87641,40.431,12.6032,0.40230492
3530.0,5.99209,40.4638,12.6032,0.41008082
3540.0,6.10291,45.1688,12.6032,0.41284974
3550.0,6.2154,59.774,12.6032,0.40645356
3560.0,6.34905,92.2968,12.6032,0.38794918
3570.0,6.4973,73.2012,12.6032,0.41249501
3580.0,6.63193,51.4251,12.6032,0.44157681
3590.0,6.80058,42.8604,12.6032,0.46185159
3600.0,6.94819,40.9859,12.6032,0.47385216
3610.0,7.11114,52.1075,12.6032,0.47224039
3620.0,7.32663,50.6403,12.6032,0.48796483
3630.0,7.52364,54.1316,12.6032,0.49688079
3640.0,7.71053,73.4709,12.6032,0.48805214
3650.0,7.88437,123.134,12.6032,0.45408702
3660.0,8.11017,73.6652,12.6032,0.51273017
3670.0,8.34268,50.3975,12.6032,0.55469741
3680.0,8.56582,38.2277,12.6032,0.58588249
3690.0,8.80993,59.9891,12.6032,0.57268095
3700.0,9.04876,68.1065,12.6032,0.57769417
3710.0,9.29481,74.4889,12.6032,0.58524029
3720.0,9.55241,52.7001,12.6032,0.63012685
3730.0,9.80113,66.0759,12.6032,0.6274709
3740.0,10.0702,68.9512,12.6032,0.64042696
3750.0,10.3429,50.872,12.6032,0.68392724
3760.0,10.6058,61.995,12.6032,0.68383008
3770.0,10.8703,51.3503,12.6032,0.71719937
3780.0,11.1348,73.981,12.6032,0.69928127
3790.0,11.4114,60.5251,12.6032,0.73688083
3800.0,11.6877,73.0728,12.6032,0.73457128
3810.0,11.9594,68.6307,12.6032,0.75819567
3820.0,12.2358,81.123,12.6032,0.75580615
3830.0,12.5091,89.9774,12.6032,0.75905921
3840.0,12.7694,76.3003,12.6032,0.79560744
3850.0,13.0433,70.4107,12.6032,0.82207306
3860.0,13.2966,67.3796,12.6032,0.84291083
3870.0,13.5711,77.5024,12.6032,0.84220531
3880.0,13.8229,47.9381,12.6032,0.91319585
3890.0,14.0659,77.6267,12.6032,0.8718663
3900.0,14.3089,83.6917,12.6032,0.87596202
3910.0,14.5604,221.017,12.6032,0.71902421
3920.0,14.7971,120.505,12.6032,0.84637106
3930.0,15.0261,83.0482,12.6032,0.91978199
3940.0,15.2511,104.373,12.6032,0.89664333
3950.0,15.4796,121.827,12.6032,0.88244317
3960.0,15.6783,103.791,12.6032,0.92204001
3970.0,15.8991,74.0277,12.6032,0.98913651
3980.0,16.1058,112.308,12.6032,0.93231727
3990.0,16.2995,111.932,12.6032,0.94383992
4000.0,16.4767,152.483,12.6032,0.89275139
4010.0,16.6546,146.75,12.6032,0.91015678
4020.0,16.8336,128.225,12.6032,0.9473682
4030.0,17.0182,164.515,12.6032,0.90489503
4040.0,17.2158,165.486,12.6032,0.91383764
4050.0,17.3592,1180.2,12.6032,0.46203789
4060.0,17.5435,174.611,12.6032,0.91860238
4070.0,17.7287,174.423,12.6032,0.92831259
4080.0,17.8713,469.601,12.6032,0.68929333
4090.0,18.0256,210.776,12.6032,0.89806289
4100.0,18.1682,138.528,12.6032,1.003492
4110.0,18.314,142.439,12.6032,1.0050984
4120.0,18.463,124.6,12.6032,1.0426174
4130.0,18.6058,153.183,12.6032,1.0039069
4140.0,18.7585,157.88,12.6032,1.0047948
4150.0,18.8764,146.422,12.6032,1.0286949
4160.0,19.0207,154.077,12.6032,1.0242904
4170.0,19.1643,205.863,12.6032,0.95953885
4180.0,19.3053,166.639,12.6032,1.0200378
4190.0,19.4317,147.141,12.6032,1.0569133
4200.0,19.573,148.946,12.6032,1.0614309
4210.0,19.7218,173.712,12.6032,1.0309075
4220.0,19.8517,151.508,12.6032,1.0719081
4230.0,19.9981,169.287,12.6032,1.0515896
4240.0,20.1508,238.71,12.6032,0.96717783
4250.0,20.2957,338.42,12.6032,0.87497409
4260.0,20.4294,202.394,12.6032,1.0259048
4270.0,20.5859,151.253,12.6032,1.1107921
4280.0,20.7224,173.62,12.6032,1.0818728
4290.0,20.8921,170.098,12.6032,1.0959711
4300.0,21.015,179.056,12.6032,1.0883553
4310.0,21.1896,217.604,12.6032,1.0424879
4320.0,21.345,208.271,12.6032,1.0625015
4330.0,21.492,207.884,12.6032,1.0701592
4340.0,21.636,211.844,12.6032,1.0716758
4350.0,21.7917,336.331,12.6032,0.94006168
4360.0,21.9643,4060.91,12.6032,0.33053993
4370.0,22.0967,299.06,12.6032,0.98931757
4380.0,22.2627,312.491,12.6032,0.98290871
4390.0,22.4339,232.167,12.6032,1.08242
4400.0,22.5732,203.666,12.6032,1.1286368
4410.0,22.7273,258.399,12.6032,1.0629516
4420.0,22.8924,278.548,12.6032,1.0467418
4430.0,23.048,251.125,12.6032,1.0866085
4440.0,23.1957,234.336,12.6032,1.1152657
