wave,obj,sky,noise,s2n
3150.0,1.76583,0.0,12.6032,0.13658156
3160.0,1.76583,0.0,12.6032,0.13658157
3170.0,1.76583,25.697,12.6032,0.12680912
3180.0,1.76583,36.6663,12.6032,0.12323186
3190.0,1.76583,32.695,12.6032,0.12449173
3200.0,1.76583,38.711,12.6032,0.12259792
3210.0,1.81517,41.674,12.6032,0.12508199
3220.0,1.86588,58.0292,12.6032,0.12366
3230.0,1.78614,52.3421,12.6032,0.11996696
3240.0,1.74326,25.3584,12.6032,0.12530978
3250.0,1.74078,18.6498,12.6032,0.12745301
3260.0,1.77191,42.1477,12.6032,0.12197078
3270.0,1.83355,28.7805,12.6032,0.13057306
3280.0,1.90512,51.7557,12.6032,0.12810041
3290.0,2.00111,25.323,12.6032,0.14376213
3300.0,2.10498,49.6826,12.6032,0.14216951
3310.0,2.22369,31.9893,12.6032,0.15687943
3320.0,2.33836,41.8238,12.6032,0.16087557
3330.0,2.43709,29.3166,12.6032,0.17304463
3340.0,2.55766,26.981,12.6032,0.182673
3350.0,2.66579,48.3528,12.6032,0.18038539
3360.0,2.7747,26.1453,12.6032,0.19850529
3370.0,2.89643,54.2688,12.6032,0.19318622
3380.0,2.98105,48.1167,12.6032,0.2016862
3390.0,3.07088,47.8425,12.6032,0.20785682
3400.0,3.15482,48.3006,12.6032,0.21326495
3410.0,3.24582,31.0235,12.6032,0.22897965
3420.0,3.32673,45.9685,12.6032,0.22605438
3430.0,3.40364,48.7346,12.6032,0.22971718
3440.0,3.46139,43.5132,12.6032,0.23653072
3450.0,3.55335,29.2662,12.6032,0.25163002
3460.0,3.594,55.1173,12.6032,0.23887445
3470.0,3.67811,39.2815,12.6032,0.25383484
3480.0,3.738,57.5981,12.6032,0.24696208
3490.0,3.8102,58.3209,12.6032,0.25128053
3500.0,3.86986,31.261,12.6032,0.27241378
3510.0,3.95436,49.932,12.6032,0.26580027
3520.0,4.02821,40.431,12.6032,0.27697781
3530.0,4.10751,40.4638,12.6032,0.28235473
3540.0,4.18348,45.1688,12.6032,0.28425509
3550.0,4.26059,59.774,12.6032,0.27979134
3560.0,4.3522,92.2968,12.6032,0.26693178
